Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,173,1,Mar 29,STL,@,NYM,L4-9,GS-5,L(0-1),99,4.1,4,5,4,6,5,0,1,8.31,24,90,54,17,8,6,6,4,0,0,36,,,0,0,0,17,2,0,0,1,0,1,1.34,-0.349,-2.45,5.15,16,1b start tie,5b -2- 1 out d1
2,174,6,Apr 04,STL,@,MIL,W6-0,GS-9,W(1-1),5,8.1,4,0,0,2,10,0,1,2.84,32,114,74,22,14,10,9,4,3,0,83,,,1,0,0,29,0,0,0,1,0,1,0.63,0.258,3.54,38.55,67,1b start a 1,9b 12- 1 out a6
3,175,11,Apr 10,STL,,MIL,W5-3,GS-7,,5,6,6,1,1,2,4,1,1,2.41,26,92,55,16,5,13,6,2,0,0,58,,,0,0,0,23,0,0,0,1,0,0,1.01,0.032,0.83,14.1,27,1t start tie,7t 12- 0 out tie
4,176,16,Apr 15,STL,@,CIN,W3-2,GS-7,W(2-1),4,7,2,0,0,4,11,0,1,1.75,27,108,71,22,11,6,5,2,0,0,80,,,0,0,0,22,2,0,0,1,0,0,1.17,0.412,3.49,37.55,66,1b start tie,7b 3 out a3
5,177,20,Apr 21,STL,,CIN,W4-3,GS-6,,5,6,3,0,0,3,7,0,1,1.42,24,91,56,13,9,8,5,4,0,0,70,,,0,0,0,18,0,0,0,0,0,0,1.23,0.322,2.81,23.3,39,1t start tie,6t 3 out a2
6,178,24,Apr 26,STL,,NYM,W4-3,GS-6,,4,6,4,1,1,0,3,0,3,1.43,25,86,58,15,5,12,7,2,3,0,63,,,0,0,0,22,1,0,0,1,0,1,0.97,0.18,1.81,13.3,24,1t start tie,6t 3 out d1
7,179,29,May 02,STL,,CWS,W3-2,GS-8,W(3-1),5,7.1,5,1,1,2,5,0,0,1.4,27,99,66,11,14,11,9,6,1,0,67,,,1,0,0,25,1,0,0,2,0,0,1.34,0.427,3.1,24.3,46,1t start tie,8t -2- 1 out a3
8,180,34,May 08,STL,,MIN,L1-7,GS-5,L(3-2),5,5,4,4,2,3,2,0,1,1.62,25,85,50,12,6,6,13,5,3,0,46,,,0,0,0,19,1,0,0,0,1,2,1.33,-0.221,-1.66,6.45,15,1t start tie,5t 3 out d3
9,181,58,Jun 05,STL,,MIA,L4-7,GS-4,,27,4,4,2,2,5,5,0,0,1.83,18,75,44,11,5,6,2,2,0,0,46,,,0,0,0,13,0,0,0,3,0,0,1.51,-0.038,-0.13,9.6,21,1t start tie,4t 3 out tie
10,182,63,Jun 10,STL,@,CIN,L3-6,GS-4,L(3-3),4,3.2,4,5,5,7,5,0,1,2.5,23,96,52,14,11,6,4,3,0,0,31,,,0,0,0,15,0,1,0,0,0,0,1.47,-0.389,-3.45,1.05,11,1b start tie,4b 12- 2 out d3
