Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,386,1,Mar 29,HOU,@,TEX,W4-1,GS-6,W(1-0),99,6,4,0,0,2,5,0,1,0,23,90,53,12,10,4,11,4,1,0,67,,,0,0,1,20,0,0,0,1,0,0,1.04,0.349,3.44,23.3,45,1b start a 1,6b 3 out a3
2,387,6,Apr 03,HOU,,BAL,W10-6,GS-6,,4,5.2,6,4,3,1,9,2,0,2.31,25,103,74,20,14,4,11,3,3,0,51,,,0,0,0,23,2,0,0,0,1,1,1.13,-0.227,-1.28,20.55,35,1t start tie,6t 1-- 2 out d1
3,388,11,Apr 09,HOU,@,MIN,W2-0,GS-7,W(2-0),5,7,4,0,0,1,9,0,0,1.45,26,109,69,16,13,5,11,5,4,0,77,,,0,0,0,25,2,0,0,0,0,0,1.33,0.484,3.65,34.75,60,1b start tie,7b 3 out a1
4,389,16,Apr 15,HOU,,TEX,L1-3,GS-8,,5,8,1,1,1,1,11,1,1,1.35,27,100,73,24,17,4,10,1,2,0,86,,,0,0,0,25,0,0,0,0,0,0,0.73,0.291,2.93,36.2,54,1t start tie,8t 3 out d1
5,390,21,Apr 20,HOU,@,CWS,W10-0,GS-6,W(3-0),4,6,2,0,0,3,5,0,0,1.1,22,96,62,18,15,6,8,2,2,0,70,,,1,1,0,19,0,0,0,0,0,0,0.58,0.21,2.97,24.5,45,1b start tie,6b 3 out a9
6,391,26,Apr 25,HOU,,LAA,W5-2,GS-7,W(4-0),4,7,4,2,2,0,9,1,0,1.36,25,97,71,19,14,5,11,2,3,0,70,,,0,0,0,25,1,0,0,0,0,0,0.66,0.251,1.44,31.35,54,1t start tie,7t 3 out a2
7,392,31,May 01,HOU,,NYY,L0-4,GS-8,,5,8,3,0,0,0,14,0,1,1.13,28,105,75,21,21,4,9,1,1,0,90,,,0,0,0,27,0,0,0,0,0,0,1.09,0.545,3.93,43.6,66,1t start tie,8t 3 out tie
8,393,36,May 06,HOU,@,ARI,L1-3,GS-6,L(4-1),4,6,3,2,1,3,8,0,0,1.17,24,92,61,18,10,3,10,3,1,0,65,,,0,0,0,20,1,1,0,0,0,0,1.33,0.015,1.13,23.9,39,1b start tie,6b 3 out d1
9,394,40,May 11,HOU,,TEX,L0-1,GS-7,L(4-2),4,6,3,1,1,2,7,0,0,1.21,23,101,71,23,10,5,9,5,1,0,67,,,0,0,0,21,2,0,0,0,0,0,1.04,0.097,1.11,22.5,36,1t start tie,7t 123 0 out tie
10,395,45,May 16,HOU,@,LAA,W2-0,SHO,W(5-2),4,9,5,0,0,1,7,0,0,1.05,33,118,79,22,11,9,16,4,6,0,83,,,0,0,0,32,1,0,0,0,0,0,1.27,0.615,4.46,39.65,60,1b start tie,9b 3 out a2
11,396,50,May 23,HOU,,SF,W4-1,GS-6,W(6-2),6,6,3,1,1,1,9,0,0,1.08,22,97,64,17,17,3,9,3,0,0,70,,,0,0,0,20,1,1,0,0,1,0,0.91,0.188,1.95,31.1,54,1t start tie,6t 3 out a3
12,397,55,May 28,HOU,@,NYY,W5-1,GS-7,W(7-2),4,6.2,5,1,1,0,5,1,1,1.11,25,113,74,18,8,6,13,2,4,0,65,,,0,0,1,24,0,0,0,0,0,0,0.77,0.247,2.48,23.4,44,1b start tie,7b 1-- 2 out a3
13,398,60,Jun 02,HOU,,BOS,L4-5,GS-6,,4,6,3,2,2,2,6,0,0,1.24,23,101,69,16,12,4,11,6,1,0,62,,,2,0,0,21,0,0,0,0,0,0,1.05,0.117,0.95,18.5,30,1t start tie,6t 3 out a1
14,399,65,Jun 08,HOU,@,TEX,W7-3,GS-6,W(8-2),5,6,5,3,3,3,9,1,0,1.45,26,110,68,18,14,5,9,2,1,0,56,,,0,0,0,23,2,0,0,0,0,0,1.2,0.095,0.44,24.7,48,1b start tie,6b 3 out a2
15,400,70,Jun 14,HOU,@,OAK,W7-3,GS-7,W(9-2),5,7,5,3,3,0,7,2,1,1.61,27,100,73,13,10,3,16,6,5,0,62,,,0,0,0,26,2,0,0,0,0,0,0.69,0.134,0.51,24.15,45,1b start a 2,7b 3 out a4
16,401,75,Jun 19,HOU,,TB,L1-2,GS-7,,4,6.2,6,1,1,1,10,1,0,1.6,27,122,87,13,21,7,9,2,2,0,67,,,0,0,0,26,2,0,0,0,0,0,1,0.258,2.12,28.8,47,1t start tie,7t -2- 2 out tie
17,402,80,Jun 25,HOU,,TOR,L3-6,GS-7,L(9-3),5,6.2,7,4,4,2,6,2,0,1.82,29,112,73,23,6,6,15,7,1,0,48,,,0,0,0,27,2,0,0,0,0,0,1.04,-0.174,-0.79,13.6,26,1t start tie,7t 1-- 2 out d1
18,403,85,Jun 30,HOU,@,TB,L2-5,GS-5,L(9-4),4,5,9,5,5,1,8,0,1,2.12,26,97,68,18,13,7,9,5,2,0,36,,,0,0,0,23,1,0,0,0,1,0,0.56,-0.293,-2.52,10.65,24,1b start tie,5b 3 out d5
19,404,89,Jul 05,HOU,,CWS,W4-3,GS-7,,4,7,4,2,2,0,10,1,0,2.15,24,107,74,17,21,2,12,4,3,0,71,,,0,0,0,24,1,0,0,0,0,0,0.93,0.154,1.44,29.35,45,1t start tie,7t 3 out tie
20,405,94,Jul 10,HOU,,OAK,W6-5,GS-6,,4,6,3,0,0,0,6,0,1,2.05,21,110,74,12,15,4,10,2,2,0,72,,,0,1,0,20,1,1,0,0,0,0,0.91,0.299,2.95,23.1,36,1t start tie,6t 3 out a3
21,406,99,Jul 15,HOU,,DET,L3-6,GS-6,L(9-5),4,6,6,6,5,0,12,4,0,2.29,24,91,67,13,19,4,8,2,0,0,50,,,0,0,0,23,0,0,0,0,1,0,0.59,-0.331,-3.05,23.9,39,1t start tie,6t 3 out d4
22,407,101,Jul 21,HOU,@,LAA,W7-0,GS-6,W(10-5),5,6,5,0,0,2,11,0,0,2.19,24,92,63,19,16,5,6,5,1,0,71,,,0,0,0,22,1,0,0,1,0,0,1.15,0.293,2.97,35.3,63,1b start tie,6b 3 out a7
23,408,106,Jul 28,HOU,,TEX,L3-7,GS-5,L(10-6),6,5,9,2,2,1,7,2,0,2.24,24,99,69,19,14,8,8,3,0,0,47,,,0,1,0,23,0,0,0,0,0,0,1.01,-0.007,0.46,15.25,30,1t start tie,5t 3 out d1
24,409,111,Aug 03,HOU,@,LAD,W2-1,GS-8,W(11-6),5,7.2,4,1,1,1,14,1,0,2.19,28,105,76,23,20,3,10,4,2,0,80,,,0,0,0,27,0,0,0,0,0,0,1.27,0.449,2.57,44.25,74,1b start tie,8b 1-- 2 out a1
25,410,116,Aug 09,HOU,,SEA,L6-8,GS-2,L(11-7),5,2,7,6,6,0,2,3,0,2.5,13,52,34,7,6,3,8,2,1,0,20,,,0,0,0,13,2,1,0,0,0,0,0.62,-0.378,-5.02,-7.7,-6,1t start tie,2t 3 out d6
26,411,120,Aug 14,HOU,,COL,L1-5,GS-6,L(11-8),4,6,6,2,2,0,11,1,0,2.52,24,107,75,18,17,3,10,6,0,0,63,,,0,0,0,24,0,0,0,0,0,0,0.89,0.003,0.95,27.9,45,1t start tie,6t 3 out d1
27,412,124,Aug 19,HOU,@,OAK,W9-4,GS-6,W(12-8),4,5.1,7,4,4,1,6,3,0,2.65,23,101,69,22,10,5,11,3,2,0,43,,,0,0,0,22,0,0,0,1,0,0,0.95,-0.263,-2.18,15.2,34,1b start tie,6b 1-3 1 out a2
28,413,129,Aug 25,HOU,@,LAA,W8-3,GS-6,W(13-8),5,6,6,3,3,2,6,1,0,2.72,25,92,64,19,12,4,13,2,2,0,52,,,0,1,0,23,1,1,0,0,0,0,1.08,0.04,-0.03,18.7,39,1b start a 3,6b 3 out a1
29,414,134,Aug 30,HOU,,LAA,L2-5,GS-6,L(13-9),4,5.1,5,3,3,1,11,0,0,2.78,22,99,68,20,17,2,8,5,2,0,56,,,0,0,0,21,2,0,0,0,0,0,1.19,0.074,1.04,24.4,40,1t start tie,6t 12- 1 out d1
30,415,139,Sep 04,HOU,,MIN,W5-2,GS-7,W(14-9),4,7,3,1,1,2,8,0,0,2.73,26,102,71,24,15,4,12,6,4,0,73,,,0,0,0,24,1,0,0,0,0,0,0.85,0.245,2.44,30.75,54,1t start tie,7t 3 out a3
31,416,144,Sep 10,HOU,@,DET,W3-2,GS-7,W(15-9),5,7,6,2,2,1,10,0,0,2.72,28,104,77,16,20,6,11,5,3,0,66,,,0,0,0,26,2,0,0,0,1,1,1.48,0.238,1.62,31.55,57,1b start tie,7b 3 out a1
32,417,149,Sep 16,HOU,,ARI,W5-4,GS-7,W(16-9),5,7,3,1,1,1,11,1,0,2.67,25,101,74,15,23,4,9,3,1,0,77,,,0,0,0,23,0,0,0,0,0,0,1.09,0.291,2.44,37.35,63,1t start tie,7t 3 out a1
