Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,270,2,Mar 30,BOS,@,TB,W1-0,GS-7,W(1-0),99,7,4,0,0,0,5,0,0,0,24,76,55,17,6,7,12,2,2,0,74,,,0,0,0,24,0,0,0,1,0,0,1.09,0.461,3.47,27.35,48,1b start tie,7b 3 out a1
2,271,7,Apr 05,BOS,,TB,W3-2,GS-7,,5,7,3,0,0,3,5,0,0,0,26,91,56,12,9,7,11,1,2,0,73,,,0,0,0,23,1,0,0,1,0,0,1.21,0.454,3.72,22.15,36,1t start tie,7t 3 out tie
3,272,11,Apr 11,BOS,,NYY,L7-10,GS-1,L(1-1),5,1,3,4,4,2,1,1,0,2.4,8,35,16,6,4,2,3,0,1,0,30,,,0,0,0,6,0,1,0,0,0,0,0.85,-0.299,-3.47,-6.75,-6,1t start tie,1t 3 out d4
4,273,16,Apr 17,BOS,@,LAA,W10-1,GS-5,W(2-1),5,5,3,1,1,4,6,0,0,2.25,22,78,49,20,7,7,5,1,2,0,59,,,0,0,0,18,0,0,0,0,0,0,0.42,0.109,1.48,21.05,42,1b start a 1,5b 3 out a8
5,274,21,Apr 22,BOS,@,OAK,L1-4,GS-8,L(2-2),4,7.2,9,4,4,1,6,1,0,2.93,31,96,68,17,8,12,12,7,2,0,50,,,0,0,0,30,2,0,0,2,0,0,1.19,-0.1,-0.1,15.25,29,1b start tie,8b --- 2 out d3
6,275,26,Apr 28,BOS,,TB,L6-12,GS-6,L(2-3),5,5.2,8,6,5,4,5,2,0,3.78,27,85,56,13,2,7,11,5,1,0,32,,,0,0,0,23,3,0,0,1,0,0,1.34,-0.277,-2.15,5.55,17,1t start tie,6t -2- 2 out tie
7,276,31,May 03,BOS,@,TEX,L5-11,GS-4,L(2-4),4,3.2,6,9,7,2,4,0,1,5.11,21,86,54,11,9,5,9,6,2,0,19,,,0,0,0,17,1,1,0,0,1,1,1.08,-0.409,-4.53,-3.15,2,1b start tie,4b 123 2 out d3
8,277,39,May 12,BOS,@,TOR,W5-2,GS-6,W(3-4),8,5.1,5,2,2,3,6,1,0,4.89,23,93,55,15,11,6,8,4,2,0,53,,,0,0,0,20,1,0,0,0,0,0,1.13,0.117,0.71,19.2,40,1b start tie,6b --- 1 out a2
9,278,44,May 17,BOS,,BAL,W6-2,CG,W(4-4),4,9,5,2,2,0,8,1,0,4.38,31,95,69,15,12,8,15,5,5,0,77,,,0,0,0,31,1,0,0,0,0,0,0.51,0.307,2.78,35.75,57,1t start tie,9t 3 out a4
10,279,49,May 23,BOS,@,TB,W4-1,GS-6,,5,6,3,1,1,3,9,0,0,4.08,23,90,56,19,8,7,4,1,0,0,68,,,0,1,0,20,1,0,0,0,0,0,1.09,0.17,1.97,25.9,42,1b start tie,6b 3 out tie
11,280,54,May 28,BOS,,TOR,W8-3,GS-5,W(5-4),4,5,4,2,2,4,4,0,0,4.04,23,95,57,13,7,2,13,6,3,0,51,,,1,0,0,18,2,0,0,0,1,0,1.13,0.096,0.66,14.45,33,1t start tie,5t 3 out a4
