Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,423,3,Mar 31,ARI,,COL,L1-2,GS-6,,99,5.2,5,1,1,0,9,1,0,1.59,22,83,59,15,15,3,10,4,0,0,64,,,0,0,0,22,1,0,0,0,0,0,0.99,0.171,1.9,25.75,41,1t start tie,6t 1-- 2 out tie
2,424,8,Apr 07,ARI,@,STL,L3-5,GS-6,L(0-1),6,5,9,5,5,0,5,1,0,5.06,24,86,60,15,12,6,13,8,2,0,34,,,0,0,0,23,1,0,0,0,1,0,0.82,-0.382,-3.03,5.85,15,1b start a 1,6b 1-- 0 out d3
3,425,13,Apr 13,ARI,@,LAD,W8-7,GS-7,W(1-1),5,6.1,5,4,4,1,7,2,1,5.29,26,92,61,19,14,8,9,3,4,0,53,,,0,0,0,24,1,0,0,0,0,0,0.63,0.051,-0.06,20.05,40,1b start a 1,7b -23 1 out a5
4,426,18,Apr 19,ARI,,SF,W3-1,GS-7,W(2-1),5,7,3,1,1,1,2,1,0,4.12,24,88,56,15,6,10,11,2,2,0,68,,,0,1,0,23,1,0,0,0,0,0,0.96,0.344,2.66,19.35,36,1t start tie,7t 3 out a1
5,427,23,Apr 25,ARI,@,PHI,L3-5,GS-6,L(2-2),5,6,9,5,5,1,9,1,0,4.8,26,99,63,21,14,7,9,5,0,0,42,,,0,1,0,24,2,0,0,0,1,0,1.07,-0.393,-2.04,15.5,30,1b start tie,6b 3 out d2
6,428,28,Apr 30,ARI,,LAD,W8-5,GS-6,W(3-2),4,6,4,2,2,1,10,0,1,4.5,24,92,62,26,9,7,5,3,0,0,65,,,0,0,0,22,2,1,0,0,0,0,0.74,0.188,1.13,29.9,54,1t start tie,6t 3 out a3
7,429,33,May 05,ARI,,HOU,W4-3,GS-6,,4,5.2,5,1,1,2,5,1,0,4.1,24,102,70,23,11,9,8,4,1,0,58,,,0,0,0,22,0,0,0,0,0,0,1.26,0.224,2.03,16.55,29,1t start tie,6t --- 2 out a2
8,430,37,May 10,ARI,,WSH,L1-2,GS-8,,4,7,4,1,1,0,6,0,0,3.7,25,91,66,20,13,8,11,3,3,0,71,,,0,0,0,25,2,0,0,0,0,0,1.06,0.318,3.03,23.35,36,1t start tie,8t -2- 0 out a1
9,431,42,May 15,ARI,,MIL,W2-1,GS-6,,4,6,4,1,1,1,5,0,0,3.46,23,104,64,19,8,9,8,5,1,0,64,,,0,0,0,22,3,0,0,0,0,0,1.02,0.23,2.13,18.5,30,1t start tie,6t 3 out tie
10,432,47,May 21,ARI,@,MIL,L2-4,GS-6,L(3-3),5,6,5,4,4,0,9,3,0,3.71,23,93,58,10,16,4,10,1,0,0,55,,,0,0,0,23,0,0,0,0,0,0,0.65,-0.188,-1.04,20.5,33,1b start a 1,6b 3 out d2
11,433,52,May 27,ARI,@,OAK,L1-2,GS-6,L(3-4),5,6,6,2,2,3,5,1,0,3.65,25,100,55,17,11,5,12,5,4,0,54,,,0,1,0,22,0,0,0,1,0,0,1.07,0.003,1.01,14.1,27,1b start tie,6b 3 out d1
12,434,57,Jun 02,ARI,,MIA,W6-2,GS-7,W(4-4),5,6.2,7,1,1,1,6,0,0,3.44,27,109,73,22,7,7,13,10,1,0,61,,,0,0,0,26,2,1,0,1,0,0,0.6,0.202,2.21,24.2,47,1t start tie,7t 12- 2 out a5
13,435,62,Jun 08,ARI,@,COL,W9-4,GS-6,W(5-4),5,5.2,8,4,3,2,5,2,0,3.53,28,96,63,16,9,10,11,5,0,0,42,,,0,0,0,26,1,0,1,0,0,1,0.91,-0.078,-0.86,14.75,35,1b start a 1,6b 1-- 2 out a2
14,436,67,Jun 13,ARI,,PIT,L4-5,GS-5,L(5-5),4,4.2,5,5,5,4,7,1,0,3.87,23,101,58,17,11,5,7,4,0,0,37,,,0,0,0,19,3,0,0,0,0,0,0.88,-0.329,-3.18,9.1,20,1t start tie,5t 123 2 out d3
15,437,72,Jun 18,ARI,@,LAA,W7-4,GS-7,W(6-5),4,6.1,7,3,3,2,5,2,0,3.9,27,102,67,19,8,7,13,5,1,0,50,,,0,1,0,25,1,0,0,0,0,0,0.75,0.172,0.95,16.85,37,1b start a 2,7b 1-- 1 out a4
16,438,76,Jun 23,ARI,@,PIT,W7-2,GS-6,W(7-5),4,6,2,0,0,0,7,0,1,3.66,21,88,53,23,6,9,4,1,0,0,75,,,1,0,0,20,0,0,0,0,0,0,0.54,0.205,2.79,29.7,51,1b start a 2,6b 3 out a5
17,439,81,Jun 28,ARI,@,MIA,W4-0,GS-7,W(8-5),4,7,7,0,0,0,6,0,1,3.41,29,103,73,19,16,8,14,6,3,0,69,,,0,0,0,28,0,0,0,1,0,1,0.96,0.279,3.01,26.95,51,1b start a 2,7b 3 out a4
18,440,86,Jul 03,ARI,,STL,W4-2,GS-7,W(9-5),4,6.2,7,2,2,1,4,0,0,3.36,27,95,64,21,7,10,12,7,0,0,55,,,0,0,0,25,1,0,0,0,1,0,1,0.121,1.21,18.2,38,1t start tie,7t 12- 2 out a2
19,441,91,Jul 08,ARI,,SD,L3-4,GS-5,,4,4.1,6,2,2,3,5,0,0,3.39,21,94,55,18,9,4,9,6,0,0,45,,,0,0,0,18,1,0,0,0,0,0,1.18,-0.108,-0.6,10.35,22,1t start tie,5t 1-3 1 out a1
