Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,155,1,Apr 4,CWS,,DET,L3-6,GS-6,L(0-1),99,5.1,5,6,6,3,2,3,1,10.12,25,93,57,14,6,5,14,5,1,0,33,,,0,0,0,21,0,0,0,0,0,0,.61,-0.362,-3.43,-1.40,4.00,1t start tie,6t 1-- 1 out d4
2,156,5,Apr 9,CWS,,MIN,L1-4,GS-7,L(0-2),4,6.1,5,2,2,1,7,1,0,6.17,25,100,66,15,9,6,11,5,1,0,61,,,0,0,0,24,2,0,0,0,0,0,.97,0.093,1.35,20.65,34.00,1t start tie,7t --- 1 out d2
3,157,10,Apr 15,CWS,@,MIN,L0-6,GS-6,L(0-3),5,5.2,9,5,5,5,5,0,0,6.75,30,98,56,20,7,10,10,5,1,0,31,,,0,0,0,25,5,1,0,1,0,0,.43,-0.297,-2.38,4.35,17.00,1b start tie,6b 1-3 2 out d5
4,158,15,Apr 21,CWS,,CLE,L0-3,GS-6,L(0-4),5,6.0,5,3,3,3,6,1,0,6.17,23,106,60,23,5,7,7,3,1,0,53,,,0,2,1,19,1,0,0,1,0,0,.82,-0.069,0.11,14.70,27.00,1t start tie,6t 3 out d3
5,159,20,Apr 26,CWS,,KC,W5-2,GS-6,W(1-4),4,6.0,5,2,1,2,10,0,0,5.22,26,99,63,12,15,5,9,4,2,0,64,,,0,0,0,24,0,1,0,0,0,1,1.47,0.083,1.11,31.30,57.00,1t start tie,6t 3 out tie
6,160,25,May 2,CWS,@,KC,W6-0,GS-8,W(2-4),5,8.0,4,0,0,2,7,0,0,4.10,29,102,65,20,8,12,8,2,1,0,79,,,0,0,0,27,0,0,0,1,0,0,.44,0.269,4.31,32.40,57.00,1b start tie,8b 3 out a6
7,161,30,May 7,CWS,@,BAL,L0-4,GS-5,L(2-5),4,5.0,9,4,4,3,4,0,0,4.46,27,96,64,21,6,6,14,4,5,0,34,,,0,0,0,23,1,0,0,0,1,0,.76,-0.212,-1.41,4.05,15.00,1b start tie,5b 3 out d4
8,162,35,May 14,CWS,,SD,W9-3,GS-7,,6,7.0,5,3,3,4,5,1,0,4.38,27,110,67,19,6,6,12,4,1,0,56,,,0,1,0,23,0,0,0,1,0,0,1.12,-0.097,0.63,14.35,27.00,1t start tie,7t 3 out d2
9,163,40,May 19,CWS,@,SEA,W2-1,GS-8,,4,8.0,1,1,1,1,7,0,0,3.92,27,99,64,17,11,8,11,3,3,0,82,,,0,0,0,25,0,1,0,0,1,2,.90,0.402,3.10,28.80,42.00,1b start tie,8b 3 out tie
10,164,45,May 24,CWS,@,ARI,L6-8,GS-5,L(2-6),4,4.1,8,8,8,0,7,1,1,4.82,21,76,53,19,8,5,8,7,0,0,22,,,1,0,0,20,3,0,0,0,0,0,.84,-0.375,-4.41,2.35,10.00,1b start tie,5b 1-3 1 out d4
11,165,51,May 30,CWS,,BOS,L7-13,GS-3,L(2-7),5,2.2,10,7,7,0,4,3,0,5.60,18,81,48,17,3,5,9,5,0,0,14,,,0,0,0,18,3,0,0,0,0,0,.95,-0.499,-5.56,-6.00,-1.00,1t start tie,3t --- 2 out d4
12,166,56,Jun 6,CWS,@,TB,W4-2,GS-6,,6,5.1,4,1,1,4,7,0,0,5.30,25,114,68,17,14,8,6,1,3,0,59,,,0,0,0,21,1,0,1,0,0,1,1.32,0.048,0.58,19.20,34.00,1b start a 1,6b -23 1 out tie
13,167,61,Jun 11,CWS,@,CLE,L2-4,GS-5,L(2-8),4,5.0,5,3,3,2,3,0,0,5.30,22,95,54,12,8,11,6,3,1,0,46,,,0,0,0,20,1,0,0,0,0,0,.97,-0.073,-0.20,7.05,15.00,1b start tie,5b 3 out d3
14,168,66,Jun 16,CWS,@,TOR,W11-4,GS-7,W(3-8),4,7.0,5,2,2,2,5,2,0,5.07,25,99,61,20,8,8,10,5,0,0,62,,,0,0,0,23,1,0,0,2,0,1,.27,0.067,1.88,21.55,42.00,1b start a 4,7b 3 out a9
15,169,71,Jun 22,CWS,@,MIN,W9-0,GS-7,W(4-8),5,6.2,5,0,0,0,9,0,0,4.69,24,113,69,21,10,9,6,4,0,0,73,,,0,0,0,24,0,0,0,1,0,0,.32,0.107,3.42,34.00,59.00,1b start a 5,7b 1-- 2 out a9
16,170,76,Jun 27,CWS,,NYY,W4-3,GS-7,,4,6.1,2,0,0,4,6,0,0,4.37,24,101,55,15,11,7,7,2,1,0,71,,,0,0,0,20,1,0,0,1,0,0,1.08,0.366,3.09,22.65,37.00,1t start tie,7t 1-- 1 out a1
17,171,81,Jul 2,CWS,,TEX,W6-5,GS-5,,4,4.1,6,5,3,2,5,1,0,4.45,23,96,64,19,3,10,6,2,1,0,38,,,1,0,0,21,0,0,0,0,0,1,1.40,-0.221,-2.01,8.95,19.00,1t start tie,5t 123 1 out a1
18,172,86,Jul 8,CWS,@,COL,W5-4,GS-6,,5,5.1,5,3,3,2,10,1,0,4.49,23,103,66,16,12,4,7,4,0,0,54,,,1,0,0,21,2,0,0,0,0,0,1.22,-0.126,-0.94,21.80,37.00,1b start a 3,6b -23 1 out a1
19,173,91,Jul 16,CHC,@,BAL,W8-0,GS-7,W(5-8),7,7.0,3,0,0,0,12,0,0,4.20,23,100,67,14,20,5,6,3,1,0,83,,,0,0,0,23,1,0,0,1,0,0,.42,0.196,3.63,41.95,69.00,1b start tie,7b 3 out a6
20,174,97,Jul 23,CHC,,STL,W5-3,GS-6,W(6-8),6,6.0,5,3,3,2,7,2,0,4.22,23,99,58,17,5,5,9,6,0,0,55,,,0,1,0,21,1,0,0,1,0,1,1.00,0.009,0.16,21.30,42.00,1t start tie,6t 3 out tie
21,175,102,Jul 28,CHC,@,MIL,L1-2,GS-6,L(6-9),4,6.0,4,2,2,3,6,0,0,4.16,26,99,56,17,5,7,10,8,0,0,59,,,2,0,0,23,1,0,1,0,0,1,1.00,0.037,1.13,17.30,30.00,1b start tie,6b 3 out d2
22,176,107,Aug 3,CHC,,ARI,L8-10,GS-5,,5,5.0,6,6,6,1,6,3,1,4.42,23,103,65,24,11,7,8,3,1,0,36,,,0,0,0,21,0,0,0,0,0,0,.63,-0.303,-3.37,,,1t start tie,5t 3 out d5
23,177,112,Aug 8,CHC,@,SF,L3-6,GS-6,L(6-10),4,6.0,6,4,3,1,3,1,0,4.42,25,89,57,17,3,11,10,4,0,0,48,,,0,0,1,24,1,0,0,0,0,1,.57,-0.173,-1.03,,,1b start tie,6b 3 out d2
24,178,117,Aug 14,CHC,,CIN,W15-5,GS-5,W(7-10),5,5.0,4,2,1,4,4,0,2,4.33,24,105,56,24,5,8,6,3,1,0,53,,,0,1,0,18,1,0,0,0,0,1,1.31,0.048,0.64,,,1t start tie,5t 3 out a5
25,179,122,Aug 19,CHC,,TOR,W4-3,GS-6,W(8-10),4,6.0,4,2,2,2,8,0,0,4.27,25,102,69,16,11,9,6,4,2,0,62,,,1,0,0,23,2,0,1,0,0,1,1.25,0.114,1.16,,,1t start tie,6t 3 out tie
26,180,127,Aug 25,CHC,@,PHI,L1-7,GS-5,L(8-11),5,5.0,9,6,6,4,7,1,0,4.49,25,88,52,21,7,6,8,6,0,0,28,,,2,1,0,21,2,1,1,1,0,0,.58,-0.386,-3.52,,,1b start a 1,5b 3 out d5
27,181,132,Aug 30,CHC,,PIT,W17-3,GS-6,W(9-11),4,6.0,4,3,3,0,9,1,2,4.49,24,99,70,26,11,5,8,5,0,0,61,,,0,0,0,22,0,0,0,0,0,0,.84,0.055,0.16,,,1t start tie,6t 3 out a9
28,182,139,Sep 6,CHC,@,PIT,W1-0,GS-6,,6,6.0,6,0,0,1,6,0,0,4.32,24,105,65,20,7,9,8,7,0,0,65,,,0,0,0,23,0,0,0,1,0,0,1.23,0.358,3.07,,,1b start tie,6b 3 out tie
29,183,144,Sep 12,CHC,,NYM,W8-3,GS-7,W(10-11),5,7.0,6,2,2,1,7,0,2,4.25,29,112,74,24,11,10,9,9,0,0,63,,,0,0,1,25,2,0,0,0,1,0,1.00,0.146,1.69,,,1t start tie,7t 3 out a4
30,184,149,Sep 17,CHC,,STL,W4-3,GS-6,,4,5.2,6,3,3,1,8,1,1,4.27,25,97,57,16,7,6,9,5,0,0,52,,,0,0,0,23,2,0,0,1,0,1,1.16,-0.079,-0.29,,,1t start tie,6t 12- 2 out tie
31,185,155,Sep 24,CHC,@,MIL,W5-0,SHO,W(11-11),6,9.0,3,0,0,1,10,0,0,4.06,31,116,72,14,12,8,12,4,2,0,90,,,2,0,0,30,0,0,0,0,0,0,.85,0.470,4.70,,,1b start tie,9b 3 out a5
32,186,160,Sep 29,CHC,,CIN,W5-4,GS-5,,4,4.2,6,4,4,0,5,0,0,4.15,19,81,56,12,6,9,5,2,1,0,41,,,0,0,0,19,2,0,0,1,0,0,1.11,-0.155,-0.70,,,1t start tie,5t -2- 2 out d1
,,,,,,,20-12,,W-L:11-11,4.7,188.2,170,92,87,61,207,23,10,4.15,790,3176,62%,18%,9%,0.86,,27%,6%,0,54,,---%,10,6,3,715,36,4,4,14,3,12,.90,-0.559,6.67,361.30,673.00,,
