Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,241,1,Apr 4,WSH,@,ATL,W4-3,GS-7,,99,7.0,3,2,2,2,7,2,0,2.57,25,104,72,12,17,6,10,2,6,0,68,,,0,0,0,23,0,0,0,0,0,0,.94,0.195,1.40,,,1b start a 1,7b 3 out tie
2,242,5,Apr 11,WSH,,ATL,W6-4,GS-6,W(1-0),6,6.0,6,4,4,3,6,0,0,4.15,26,100,65,11,9,11,6,4,0,0,47,,,0,1,0,22,3,0,1,0,0,0,1.10,-0.055,-0.94,,,1t start tie,6t 3 out a1
3,243,10,Apr 16,WSH,@,PHI,W8-1,GS-7,W(2-0),4,7.0,5,1,1,1,7,1,0,3.15,27,108,72,19,11,8,11,2,5,0,69,,,0,0,0,26,0,1,0,0,0,0,.52,0.190,2.44,,,1b start a 3,7b 3 out a6
4,244,15,Apr 21,WSH,@,MIA,L1-5,GS-5,L(2-1),4,5.0,8,5,5,2,3,1,1,4.32,25,99,64,14,6,8,11,5,0,0,32,,,0,0,0,21,2,0,0,1,0,0,.70,-0.316,-2.70,,,1b start a 1,5b 3 out d4
5,245,19,Apr 26,WSH,,PHI,L3-4,GS-6,,4,6.0,7,3,3,4,7,1,0,4.35,27,116,79,15,18,9,7,5,0,0,49,,,0,0,0,22,1,0,0,1,0,0,1.16,-0.014,0.06,,,1t start tie,6t 3 out tie
6,246,24,May 1,WSH,@,STL,W6-1,GS-7,W(3-1),4,7.0,4,0,0,0,9,0,0,3.55,25,105,73,20,17,4,12,4,3,0,78,,,0,0,0,25,0,0,0,0,0,0,.91,0.396,3.40,,,1b start tie,7b 3 out a4
7,247,29,May 6,WSH,@,CHC,L6-8,GS-5,L(3-2),4,5.0,7,7,7,3,7,4,0,4.60,25,96,61,15,15,4,11,4,3,0,29,,,0,0,0,22,1,1,0,0,0,0,.71,-0.396,-4.50,,,1b start a 1,5b 3 out d5
8,248,34,May 11,WSH,,DET,W3-2,CG,W(4-2),4,9.0,6,2,2,0,20,2,0,4.15,33,119,96,27,31,3,10,3,1,0,87,,,0,0,0,33,1,0,0,0,0,0,1.40,0.493,2.59,,,1t start tie,9t 3 out a1
9,249,39,May 17,WSH,@,NYM,L0-2,GS-7,L(4-3),5,6.1,3,2,2,3,10,2,1,4.01,25,98,62,17,15,2,9,3,3,0,66,,,0,0,0,21,0,0,0,1,0,0,.62,0.003,0.83,,,1b start tie,7b 1-- 1 out d2
10,250,44,May 22,WSH,@,MIA,W8-2,GS-8,W(5-3),4,8.0,6,2,2,0,8,1,0,3.80,29,103,76,19,16,8,13,7,1,0,70,,,0,0,0,29,1,0,0,0,0,0,.62,0.267,1.69,,,1b start a 1,8b 3 out a4
