Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,119,2,Apr 6,CLE,,BOS,W7-6,GS-6,,99,5.0,7,4,4,1,5,3,0,7.20,23,96,63,19,10,8,9,6,0,0,41,,,0,0,0,22,1,0,0,0,0,0,.84,-0.096,-1.23,,,1t start tie,6t --- 0 out a1
2,120,6,Apr 13,CLE,@,TB,W4-1,GS-8,W(1-0),6,8.0,4,1,1,1,8,0,0,3.46,28,93,59,11,14,10,9,2,1,0,77,,,0,0,0,27,1,0,0,0,0,0,.80,0.366,2.86,,,1b start tie,8b 3 out a3
3,121,11,Apr 19,CLE,,SEA,W3-2,GS-7,W(2-0),5,6.1,4,1,1,3,5,1,0,2.79,26,103,66,18,8,9,9,5,0,0,63,,,0,0,0,23,1,0,0,0,0,0,1.09,0.239,2.15,,,1t start tie,7t -2- 1 out a2
4,122,16,Apr 24,CLE,@,DET,W6-3,GS-3,,4,2.2,1,0,0,0,2,0,0,2.45,8,21,17,6,2,3,3,1,0,0,58,,,0,1,0,8,0,0,0,0,0,0,.91,0.142,1.42,,,1b start tie,3b --- 2 out tie
5,123,52,Jun 2,CLE,,KC,W5-4,GS-5,,38,5.0,9,3,3,1,2,1,0,3.00,23,78,50,13,7,13,7,3,0,0,38,,,0,1,0,22,0,0,0,1,0,0,1.11,-0.066,-0.23,,,1t start tie,5t 3 out d1
6,124,58,Jun 8,CLE,@,SEA,L0-5,GS-7,L(2-1),5,6.2,5,4,4,1,6,2,1,3.48,26,99,63,14,10,12,6,1,1,0,53,,,1,0,0,24,0,0,0,1,0,0,.64,-0.080,0.19,,,1b start tie,7b 1-- 2 out d3
7,125,63,Jun 13,CLE,@,KC,L1-2,GS-6,L(2-2),4,6.0,10,2,2,1,8,1,0,3.40,27,103,71,16,12,9,9,5,0,0,51,,,0,1,0,26,0,1,0,1,0,0,.85,0.035,1.11,,,1b start tie,6b 3 out d2
8,126,68,Jun 19,CLE,,CWS,W3-2,GS-8,,5,7.1,5,2,2,4,6,1,0,3.26,29,100,62,10,17,9,10,7,1,0,62,,,0,0,0,24,3,0,0,3,0,1,1.16,0.200,1.71,,,1t start tie,8t -2- 1 out tie
9,127,73,Jun 25,CLE,@,DET,W6-0,SHO,W(3-2),5,9.0,4,0,0,1,7,0,0,2.73,32,117,82,22,14,13,11,7,1,0,85,,,0,0,0,31,2,0,0,0,0,0,.56,0.307,4.57,,,1b start a 2,9b 3 out a6
10,128,78,Jun 30,CLE,@,TOR,W4-1,GS-8,W(4-2),4,7.1,3,1,1,2,14,1,0,2.56,26,113,77,24,18,7,3,1,0,0,80,,,0,0,0,24,1,0,0,1,0,0,1.01,0.316,2.45,,,1b start tie,8b -2- 1 out a2
11,129,83,Jul 5,CLE,,DET,W12-1,GS-6,W(5-2),4,6.0,3,1,1,3,5,0,0,2.47,23,82,52,18,4,9,6,2,3,0,64,,,0,0,0,20,0,0,0,1,0,0,.80,0.256,2.32,,,1t start tie,6t 3 out a6
12,130,88,Jul 10,CLE,,NYY,L7-11,GS-4,L(5-3),4,3.2,5,5,1,2,4,1,0,2.47,20,81,54,13,8,8,6,4,0,0,41,,,0,0,0,18,3,0,0,0,0,2,.98,-0.283,-3.25,,,1t start tie,4t 12- 2 out d4
13,131,89,Jul 15,CLE,@,MIN,W5-2,GS-7,W(6-3),4,6.2,4,2,2,1,3,1,1,2.49,25,101,64,15,12,6,14,1,2,0,60,,,0,0,1,22,1,0,0,0,1,0,.95,0.133,1.23,,,1b start tie,7b -2- 2 out a2
14,132,94,Jul 20,CLE,@,KC,W11-4,GS-6,W(7-3),4,6.0,1,0,0,2,6,0,0,2.31,21,84,53,12,12,6,7,1,2,0,74,,,0,0,0,19,1,0,0,0,0,0,.46,0.207,3.11,,,1b start a 1,6b 3 out a11
15,133,99,Jul 27,CLE,,WSH,L1-4,GS-6,L(7-4),6,6.0,3,3,3,3,5,1,0,2.45,24,105,69,20,11,9,7,3,0,0,56,,,1,0,0,21,1,0,0,0,0,0,1.00,-0.026,0.32,,,1t start tie,6t 3 out d3
16,134,104,Aug 2,CLE,,MIN,L6-10,GS-4,L(7-5),5,3.2,9,8,8,2,1,2,0,3.12,22,92,60,15,12,8,11,6,2,0,10,,,1,0,0,20,5,0,1,0,0,0,.63,-0.332,-6.13,,,1t start tie,4t -2- 2 out d8
17,135,109,Aug 7,CLE,@,NYY,L2-3,GS-7,L(7-6),4,7.0,5,3,3,2,9,1,1,3.17,28,96,63,12,10,2,14,7,2,0,62,,,0,0,0,24,1,1,0,0,1,0,.63,-0.033,0.67,,,1b start tie,7b 3 out d2
