Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,176,2,Mar 31,CLE,@,SEA,W6-5,GS-6,W(1-0),99,5.2,7,5,5,0,4,2,0,7.94,23,77,52,16,9,6,13,4,1,0,39,,,0,0,0,23,0,0,0,0,0,0,0.91,-0.204,-2.22,10.55,26,1b start a 4,6b --- 2 out a1
2,177,7,Apr 06,CLE,,KC,W3-2,GS-6,W(2-0),5,6,5,2,2,1,4,0,0,5.4,23,92,64,17,11,9,9,6,0,0,57,,,0,0,0,21,1,0,1,1,0,0,1.44,0.184,1.19,17.9,36,1t start tie,6t 3 out a1
3,178,12,Apr 11,CLE,,DET,W5-1,CG,W(3-0),4,9,3,1,1,2,6,1,0,3.48,31,110,76,23,12,14,9,2,2,0,81,,,0,1,1,29,1,0,0,0,0,0,0.61,0.34,3.78,33.75,54,1t start tie,9t 3 out a4
4,179,16,Apr 18,CLE,@,MIN,L1-2,GS-7,,6,7,3,0,0,1,7,0,0,2.6,25,98,70,17,11,7,10,4,3,0,77,,,1,0,0,24,0,0,0,0,0,0,1.11,0.45,3.65,27.35,42,1b start tie,7b 3 out tie
5,180,20,Apr 23,CLE,@,BAL,W2-1,GS-8,W(4-0),4,7.1,6,1,1,2,7,0,0,2.31,28,81,58,10,18,6,13,7,1,0,67,,,1,0,0,26,1,0,1,0,0,0,1.5,0.383,2.41,27.7,52,1b start tie,8b 1-- 1 out a1
6,181,25,Apr 28,CLE,,SEA,L4-12,GS-3,L(4-1),4,3,5,5,4,1,4,2,1,3.08,16,64,36,10,6,2,8,2,0,0,34,,,2,0,0,13,0,0,0,0,1,0,0.69,-0.319,-3.41,2.55,9,1t start tie,3t 3 out d4
7,182,30,May 03,CLE,,TOR,L11-13,GS-6,,4,5.1,9,6,6,3,7,1,0,3.95,28,113,71,21,18,5,13,7,2,0,30,,,0,0,0,25,3,0,0,0,0,0,0.95,-0.183,-2.36,6.8,19,1t start tie,6t 1-- 1 out a2
8,183,36,May 09,CLE,@,MIL,W6-2,CG,W(5-1),5,9,5,2,2,1,14,0,0,3.61,31,117,85,22,22,8,8,3,0,0,82,,,0,0,0,29,1,0,0,2,1,0,0.69,0.303,2.44,47.15,75,1b start tie,9b 3 out a4
9,184,40,May 14,CLE,@,DET,L3-6,GS-7,L(5-2),4,6.2,6,3,3,2,4,1,0,3.66,28,112,73,15,12,12,10,5,1,0,52,,,1,0,0,26,2,0,1,0,0,0,0.99,-0.07,0.38,12.2,23,1b start a 1,7b 1-- 2 out d2
10,185,45,May 20,CLE,@,HOU,L1-3,GS-8,L(5-3),5,7.2,8,3,3,1,6,1,0,3.65,31,106,71,22,10,13,11,4,1,0,56,,,1,0,0,29,1,0,0,1,0,1,1.08,0.073,1.57,17.85,32,1b start tie,8b --3 2 out d2
11,186,50,May 26,CLE,,HOU,W8-6,GS-6,W(6-3),5,5.2,7,5,5,2,8,2,1,3.98,27,108,70,26,12,6,10,5,1,0,41,,,2,0,0,24,1,0,0,0,0,0,0.81,-0.125,-1.92,16.75,38,1t start tie,6t --- 2 out a2
12,187,56,Jun 01,CLE,@,MIN,L4-7,GS-4,L(6-4),5,3.2,7,6,6,3,2,1,0,4.5,21,71,48,12,8,3,13,5,2,0,22,,,0,0,0,18,3,0,1,0,0,0,0.75,-0.357,-4.53,-5.75,-1,1b start tie,4b -23 2 out d4
13,188,60,Jun 06,CLE,,MIL,W3-1,GS-7,W(7-4),4,7,8,1,1,1,10,0,0,4.23,28,109,71,21,18,12,5,0,0,0,66,,,0,0,0,27,1,0,0,2,0,0,1.19,0.29,2.72,32.35,60,1t start tie,7t 3 out a2
