Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,219,1,Apr 5,BOS,@,CLE,W6-2,GS-6,W(1-0),99,6.0,5,2,2,2,10,0,0,3.00,25,103,71,28,13,7,6,6,0,0,62,,,0,0,0,22,0,0,0,0,1,0,1.24,0.133,1.32,,,1b start tie,6b 3 out a2
2,220,6,Apr 11,BOS,,BAL,L7-9,GS-5,,5,5.0,5,5,5,2,8,1,1,5.73,23,104,65,18,17,4,8,4,2,0,43,,,0,0,0,20,1,0,0,0,0,0,1.17,-0.250,-2.31,,,1t start tie,5t 3 out tie
3,221,10,Apr 16,BOS,,TOR,W4-2,GS-7,W(2-0),4,7.0,6,2,2,0,9,0,0,4.50,26,107,74,20,17,6,11,4,1,0,66,,,0,0,0,26,2,1,0,0,0,0,1.03,0.228,1.77,,,1t start tie,7t 3 out a2
4,222,15,Apr 21,BOS,,TB,L8-12,GS-4,,4,3.2,8,8,8,2,5,2,2,7.06,23,87,55,10,16,3,11,3,1,0,16,,,0,0,0,19,2,0,0,0,0,0,1.06,-0.548,-5.19,,,1t start tie,4t -2- 2 out d2
5,223,20,Apr 26,BOS,@,ATL,W11-4,GS-8,W(3-0),4,8.0,6,2,2,2,14,0,0,5.76,33,114,78,25,18,7,10,6,0,0,74,,,0,0,0,30,0,0,0,0,1,1,.98,0.194,1.88,,,1b start a 4,8b 3 out a4
6,224,25,May 1,BOS,,NYY,W8-7,GS-7,W(4-0),4,7.0,8,6,6,1,3,1,1,6.14,30,100,71,14,13,15,10,6,2,0,39,,,0,0,0,26,3,0,0,1,0,0,1.21,-0.277,-2.23,,,1t start tie,7t 3 out tie
7,225,30,May 7,BOS,@,NYY,L2-8,GS-5,L(4-1),5,4.2,7,6,6,3,4,0,0,6.75,23,104,62,16,6,7,9,4,0,0,27,,,0,0,0,19,3,0,0,1,0,0,1.31,-0.346,-3.72,,,1b start tie,5b -2- 2 out d4
8,226,35,May 12,BOS,,HOU,W11-1,GS-7,W(5-1),4,6.2,6,1,1,1,12,0,0,6.00,27,113,72,19,17,6,8,4,1,0,69,,,0,0,0,26,1,0,0,1,0,1,1.04,0.179,2.65,,,1t start tie,7t --- 2 out a7
9,227,41,May 18,BOS,@,KC,W5-2,GS-8,W(6-1),5,7.1,5,2,2,1,5,1,0,5.53,28,108,75,16,13,9,13,4,1,0,64,,,0,0,0,27,2,0,0,0,0,0,1.08,0.293,2.45,,,1b start tie,8b -2- 1 out a4
10,228,45,May 24,BOS,,COL,W8-3,GS-7,W(7-1),5,7.0,5,3,3,1,6,1,0,5.34,26,108,73,12,13,12,7,4,0,0,60,,,0,0,0,24,0,2,0,1,0,0,.64,0.092,0.77,,,1t start tie,7t 3 out a4
11,229,50,May 29,BOS,@,TOR,W5-3,GS-7,,4,6.1,5,2,2,3,3,1,0,5.11,27,105,68,14,6,8,13,4,2,0,55,,,0,0,0,23,0,0,0,0,0,0,1.08,0.054,0.93,,,1b start tie,7b -2- 1 out a1
12,230,55,Jun 3,BOS,,TOR,L2-5,GS-7,L(7-2),4,7.0,6,3,2,4,5,1,1,4.88,30,114,68,19,12,9,11,7,0,0,56,,,0,0,0,25,0,0,0,2,0,1,.84,0.014,0.77,,,1t start tie,7t 3 out d2
13,231,59,Jun 8,BOS,@,SF,L1-2,CG(8),L(7-3),4,8.0,3,2,2,2,7,2,0,4.63,29,107,71,12,13,9,11,4,1,0,73,,,0,0,0,27,0,0,0,0,0,0,.96,0.054,1.80,,,1b start tie,8b 3 out d1
14,232,63,Jun 14,BOS,,BAL,L2-3,GS-8,L(7-4),5,8.0,5,3,3,0,11,2,0,4.52,29,105,75,14,21,12,6,1,0,0,71,,,0,0,0,29,0,0,0,0,0,0,.56,0.015,1.31,,,1t start tie,8t 3 out d2
15,233,68,Jun 19,BOS,,SEA,W2-1,GS-8,W(8-4),4,8.0,8,1,1,0,7,1,0,4.24,30,110,79,22,8,11,12,5,2,0,69,,,0,0,0,30,0,0,0,2,0,0,1.12,0.422,3.31,,,1t start tie,8t 3 out a1
16,234,73,Jun 24,BOS,@,TEX,W8-7,GS-3,,4,2.1,12,6,6,0,1,1,0,4.68,18,59,42,11,3,7,10,7,1,0,10,,,0,0,0,18,1,0,0,1,0,0,.81,-0.328,-5.33,,,1b start tie,3b 12- 1 out d6
17,235,78,Jun 29,BOS,@,TB,L0-4,GS-7,L(8-5),4,6.1,9,4,4,1,10,1,0,4.74,29,103,67,19,15,5,13,8,2,0,48,,,0,0,0,28,4,0,0,0,0,0,.56,-0.197,-1.13,,,1b start tie,7b 1-- 1 out d4
18,236,83,Jul 5,BOS,,TEX,L2-7,GS-8,L(8-6),5,8.0,8,3,3,1,10,1,0,4.64,32,109,73,15,14,10,11,5,0,0,63,,,1,0,0,30,2,0,0,0,1,0,1.04,0.089,1.31,,,1t start tie,8t 3 out d1
19,237,87,Jul 10,BOS,,TB,W4-0,GS-8,W(9-6),4,8.0,4,0,0,1,10,0,2,4.34,29,113,78,17,19,9,7,5,0,0,83,,,0,0,0,26,1,0,0,1,0,0,.66,0.297,4.31,,,1t start tie,8t 3 out a4
20,238,90,Jul 17,BOS,@,NYY,L1-3,GS-6,L(9-7),6,5.2,11,3,3,1,1,0,0,4.36,29,106,77,13,7,10,17,12,2,0,35,,,0,0,0,28,3,0,0,0,0,0,.92,-0.113,-0.31,,,1b start a 1,6b 12- 2 out d2
21,239,95,Jul 23,BOS,,MIN,L9-11,GS-6,,5,5.2,11,5,5,2,4,0,0,4.51,27,106,66,21,7,11,10,4,1,0,29,,,0,0,0,23,1,1,0,2,2,0,1.02,-0.174,-2.02,,,1t start tie,6t 1-- 2 out a2
22,240,100,Jul 28,BOS,@,LAA,L1-2,GS-8,,4,8.0,7,0,0,1,6,0,0,4.26,29,109,74,19,9,17,5,3,1,0,73,,,0,1,0,28,0,0,0,2,0,0,1.51,0.626,3.86,,,1b start tie,8b 3 out a1
23,241,105,Aug 2,BOS,@,SEA,L4-5,GS-8,,4,7.0,7,4,4,0,5,1,0,4.30,28,98,70,21,8,12,11,5,2,0,52,,,0,0,0,28,1,0,0,0,0,0,.91,0.053,0.43,,,1b start a 1,8b 12- 0 out a2
24,242,110,Aug 7,BOS,@,LAD,L5-8,GS-5,L(9-8),4,5.0,6,6,3,5,3,1,0,4.34,26,100,59,15,15,10,8,5,0,0,35,,,0,0,0,21,2,0,1,1,0,1,1.30,-0.395,-3.60,,,1b start a 1,5b 3 out d4
25,243,114,Aug 12,BOS,,ARI,W9-4,GS-8,W(10-8),4,8.0,10,3,3,1,8,2,0,4.29,34,114,82,26,11,12,13,3,1,0,57,,,0,0,0,33,0,1,0,0,0,0,.41,-0.005,1.31,,,1t start tie,8t 3 out a6
26,244,119,Aug 17,BOS,@,BAL,W8-1,CG(6),W(11-8),4,6.0,4,1,1,0,4,1,0,4.19,23,84,62,10,8,5,14,2,4,0,64,,,0,0,0,23,1,0,0,0,0,1,.73,0.161,2.11,,,1b start tie,6b 3 out a7
27,245,124,Aug 22,BOS,@,TB,W6-2,GS-8,W(12-8),4,8.0,2,0,0,2,8,0,0,4.00,27,116,71,19,13,3,14,1,4,0,84,,,0,1,0,25,0,0,0,0,0,0,.97,0.450,3.86,,,1b start tie,8b 3 out a3
28,246,129,Aug 27,BOS,,KC,W8-3,GS-6,W(13-8),4,6.0,5,2,2,2,7,1,0,3.97,25,110,79,16,19,6,10,4,3,0,59,,,0,0,0,23,3,0,0,0,0,0,.75,0.094,1.23,,,1t start tie,6t 3 out a5
29,247,134,Sep 2,BOS,@,OAK,W16-2,GS-7,W(14-8),5,7.0,4,2,2,3,7,0,0,3.92,27,101,63,18,7,6,11,3,4,0,65,,,0,0,0,23,1,0,0,1,1,0,.76,0.001,1.41,,,1b start a 1,7b 3 out a10
30,248,139,Sep 7,BOS,@,SD,W7-2,GS-7,W(15-8),4,7.0,6,2,2,0,8,0,0,3.87,27,98,76,23,12,11,8,6,1,0,65,,,0,0,0,25,2,0,0,0,1,0,1.02,0.119,1.30,,,1b start tie,7b 3 out a3
31,249,143,Sep 12,BOS,,BAL,W12-2,GS-8,W(16-8),4,8.0,2,2,2,0,9,2,0,3.81,27,99,76,17,15,10,8,0,1,0,79,,,0,0,0,27,0,0,0,0,0,1,.25,0.090,2.31,,,1t start tie,8t 3 out a10
32,250,148,Sep 17,BOS,,NYY,W6-5,GS-6,,4,6.0,9,5,5,0,7,1,0,3.91,27,113,82,23,12,7,13,4,1,0,41,,,0,0,0,27,2,1,0,0,0,0,.94,-0.224,-1.77,,,1t start tie,6t 3 out d1
33,251,153,Sep 22,BOS,@,BAL,W5-3,GS-7,W(17-8),4,7.0,6,3,3,2,5,1,0,3.91,29,99,72,17,12,8,14,4,3,0,56,,,0,0,0,27,1,0,0,0,0,0,1.12,0.144,0.63,,,1b start a 1,7b 3 out a2
34,252,157,Sep 27,BOS,@,NYY,L4-6,GS-7,L(17-9),4,6.1,12,6,6,1,2,3,0,4.04,29,89,61,9,12,12,14,7,1,0,26,,,0,0,0,26,0,0,0,2,0,0,.82,-0.460,-2.88,,,1b start tie,7b 1-- 1 out d2
35,253,162,Oct 2,BOS,,TOR,L1-2,GS-5,,4,5.0,4,1,1,3,4,1,0,3.99,20,80,50,17,7,4,9,2,2,0,56,,,0,0,0,17,1,0,0,1,0,0,1.15,0.142,1.69,,,1t start tie,5t 3 out d1
,,,,,,,20-15,,W-L:17-9,4.3,230.0,227,106,102,50,228,30,7,3.99,951,3595,68%,17%,12%,0.82,,23%,7%,0,55,,---%,1,2,0,879,40,6,1,19,7,6,.94,0.627,14.20,,,,
