Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,61,1,Mar 29,PHI,@,ATL,L5-8,GS-6,,99,5.1,3,1,1,1,3,0,0,1.69,20,68,48,13,7,7,9,3,2,0,60,,,0,0,0,19,1,0,0,0,0,0,0.91,0.294,2.23,13.6,22,1b start a 1,6b -2- 1 out a5
2,62,5,Apr 04,PHI,@,NYM,L2-4,GS-5,,5,5,4,2,2,4,4,1,1,2.61,22,87,55,18,9,9,4,3,0,0,51,,,0,1,0,17,0,0,0,1,0,0,0.85,0.029,0.18,9.85,21,1b start tie,5b 3 out tie
3,63,10,Apr 10,PHI,,CIN,W6-1,GS-8,W(1-0),5,8,3,1,1,3,6,0,0,1.96,29,103,70,29,5,10,10,5,2,0,75,,,2,0,0,26,0,0,0,1,0,0,1.03,0.384,2.95,28.4,51,1t start tie,8t 3 out a1
4,64,15,Apr 16,PHI,@,ATL,L1-2,GS-6,L(1-1),5,6,4,2,2,1,2,0,0,2.22,22,85,53,9,2,10,9,3,2,0,57,,,1,0,0,19,0,0,0,1,1,0,1.04,0.054,0.9,10.5,18,1b start a 1,6b 3 out d1
5,65,20,Apr 21,PHI,,PIT,W6-2,GS-7,W(2-1),4,7,6,2,2,0,9,1,0,2.3,26,103,75,15,18,7,10,2,2,0,66,,,0,0,0,26,0,0,0,1,0,0,0.94,0.15,1.45,30.15,54,1t start tie,7t 3 out a1
6,66,25,Apr 27,PHI,,ATL,W7-3,GS-7,W(3-1),5,7,7,3,3,1,4,0,0,2.58,28,101,69,15,10,16,7,1,3,0,54,,,3,0,0,27,3,0,0,1,0,0,1.17,0.161,0.45,16.95,36,1t start tie,7t 3 out a1
7,67,30,May 02,PHI,@,MIA,W6-0,GS-8,W(4-1),4,7.1,4,0,0,1,7,0,0,2.17,25,101,67,18,15,8,9,7,0,0,76,,,0,1,1,24,0,0,0,0,0,0,0.96,0.402,2.98,31.5,55,1b start a 1,8b 1-- 1 out a4
8,68,35,May 08,PHI,,SF,W4-2,GS-7,W(5-1),5,7,5,1,1,0,12,0,0,2.05,25,109,75,19,26,6,7,5,0,0,75,,,1,0,1,25,1,0,0,0,0,0,0.95,0.267,2.45,38.75,66,1t start tie,7t 3 out a3
9,69,39,May 13,PHI,,NYM,W4-2,GS-6,W(6-1),4,6,9,1,1,2,4,1,0,1.99,25,89,62,17,9,12,7,4,1,0,52,,,0,1,0,23,0,0,0,2,0,0,1.39,0.168,1.96,16.9,39,1t start tie,6t 3 out d1
10,70,44,May 20,PHI,@,STL,L1-5,GS-6,L(6-2),6,6,7,4,4,1,6,1,0,2.37,26,99,65,22,11,6,13,7,1,0,47,,,1,0,0,23,1,0,0,0,1,0,1,-0.191,-1.19,12.7,24,1b start tie,6b 3 out d3
11,71,49,May 26,PHI,,TOR,W2-1,GS-7,,5,6.2,1,1,1,3,10,0,0,2.27,24,113,68,23,15,9,2,0,1,0,75,,,0,0,0,21,0,0,0,0,0,0,1.08,0.173,2.02,30.6,47,1t start tie,7t 12- 2 out tie
12,72,54,May 31,PHI,@,LAD,W2-1,GS-7,W(7-2),4,7,2,1,1,1,7,0,0,2.18,25,111,73,22,9,10,7,2,0,0,75,,,0,0,0,24,1,0,0,0,0,1,1.14,0.306,2.31,29.95,51,1b start tie,7b 3 out a1
