Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,157,1,Apr 3,WSH,,MIA,W4-2,GS-7,W(1-0),99,7.0,6,2,2,0,3,0,0,2.57,27,85,63,15,6,14,10,6,0,0,60,,,0,0,0,27,2,0,0,0,0,0,.84,0.115,1.73,18.15,36.00,1t start tie,7t 3 out d1
2,158,6,Apr 9,WSH,@,PHI,L3-4,GS-7,,5,7.0,5,3,3,3,8,0,0,3.21,28,105,69,16,12,8,9,4,4,0,60,,,1,1,0,25,2,0,0,0,0,0,.77,-0.053,0.47,20.95,36.00,1b start tie,7b 3 out d3
3,159,10,Apr 14,WSH,,PHI,W3-2,GS-7,,4,7.0,5,2,2,2,8,1,0,3.00,27,111,75,19,14,11,6,3,0,0,65,,,0,0,0,25,2,0,0,1,0,0,.90,0.150,1.73,23.55,39.00,1t start tie,7t 3 out d1
4,160,15,Apr 20,WSH,@,ATL,W3-2,GS-7,W(2-0),5,7.0,6,2,2,2,10,0,0,2.89,29,103,76,10,13,9,8,8,0,0,65,,,0,0,0,26,1,0,0,0,1,0,1.44,0.211,1.55,30.95,57.00,1b start tie,7b 3 out a1
5,161,24,Apr 29,WSH,,NYM,L3-5,GS-7,L(2-1),8,7.0,6,3,3,0,2,1,0,3.09,26,94,63,19,7,11,13,6,2,0,55,,,1,0,0,25,1,0,0,1,0,0,1.05,0.000,0.73,10.15,18.00,1t start tie,7t 3 out d1
6,162,29,May 5,WSH,@,PHI,W4-2,GS-6,W(3-1),5,5.2,5,0,0,4,5,0,0,2.66,26,119,73,18,13,9,8,2,2,0,60,,,1,0,0,22,1,0,1,0,0,0,1.29,0.262,2.54,21.35,44.00,1b start a 1,6b 12- 2 out a4
7,163,34,May 10,WSH,,BAL,W7-6,GS-6,,4,6.0,8,5,5,2,9,1,1,3.28,27,100,68,19,16,4,11,6,0,0,43,,,0,0,0,23,2,0,0,2,1,0,.90,-0.229,-1.81,14.90,30.00,1t start tie,6t 3 out d3
8,164,38,May 16,WSH,@,PIT,W8-4,GS-7,W(4-1),5,6.0,4,3,3,3,3,1,0,3.42,25,108,68,17,6,9,10,7,0,0,52,,,0,0,0,22,3,0,0,0,0,0,.64,0.092,1.07,13.30,30.00,1b start a 1,7b 12- 0 out a5
9,165,43,May 21,WSH,@,ATL,W3-2,GS-8,W(5-1),4,7.2,5,2,2,1,11,0,0,3.28,29,118,86,26,19,7,10,5,1,0,71,,,0,0,0,28,4,0,0,0,0,0,.88,0.191,1.73,35.65,62.00,1b start tie,8b -2- 2 out a1
10,166,48,May 27,WSH,,SD,W3-0,GS-7,W(6-1),5,7.0,3,0,0,1,15,0,0,2.94,27,108,76,25,16,6,6,3,2,0,85,,,1,0,0,26,0,0,0,0,0,2,1.33,0.424,3.73,47.35,78.00,1t start tie,7t 3 out a3
11,167,53,Jun 2,WSH,@,OAK,W13-3,GS-7,W(7-1),5,7.0,4,2,2,3,7,1,0,2.91,28,100,64,15,12,7,11,3,0,0,65,,,0,0,0,25,1,0,0,1,0,1,.70,0.038,1.55,25.55,48.00,1b start tie,7b 3 out a7
12,168,58,Jun 7,WSH,@,LAD,L1-2,GS-6,L(7-2),4,6.0,3,2,1,1,8,1,0,2.80,24,104,70,22,14,8,7,4,2,0,67,,,0,0,0,23,1,0,1,0,0,1,.97,-0.001,1.01,25.10,39.00,1b start tie,6b 3 out d1
13,169,63,Jun 12,WSH,,ATL,L10-11,GS-5,,4,5.0,7,6,6,1,10,3,0,3.27,24,100,66,15,21,4,9,5,0,0,38,,,0,0,0,23,0,0,0,0,0,1,.89,-0.355,-3.34,14.45,27.00,1t start tie,5t 3 out a3
14,170,68,Jun 17,WSH,@,NYM,W7-4,GS-6,W(8-2),4,5.1,6,2,2,2,5,0,1,3.28,23,106,68,15,13,7,8,6,0,0,51,,,0,0,0,18,0,0,0,2,1,0,1.16,0.023,0.09,16.60,37.00,1b start a 1,6b 12- 1 out a2
15,171,73,Jun 23,WSH,,CIN,W6-5,GS-5,,5,5.0,8,5,5,2,5,1,2,3.57,27,95,65,21,8,6,12,6,0,0,34,,,0,0,0,22,3,0,1,0,1,0,.71,-0.256,-2.34,4.05,15.00,1t start tie,5t 3 out d3
16,172,78,Jun 28,WSH,,CHC,W8-4,GS-7,W(9-2),4,7.0,4,3,2,1,13,1,0,3.51,26,96,70,16,24,5,7,3,1,0,71,,,0,0,0,25,2,0,0,1,0,1,.63,0.134,0.73,38.75,66.00,1t start tie,7t 3 out a5
17,173,83,Jul 3,WSH,,NYM,W3-2,GS-7,,4,7.0,2,0,0,3,6,0,0,3.28,25,105,72,19,15,6,10,0,2,0,76,,,0,1,0,22,0,0,0,0,0,0,1.08,0.455,3.73,24.75,39.00,1t start tie,7t 3 out tie
18,174,87,Jul 8,WSH,,ATL,L0-13,GS-3,L(9-3),4,3.0,7,6,3,2,0,0,0,3.43,19,65,42,8,3,10,7,4,0,0,25,,,0,0,0,17,2,0,1,0,0,1,1.00,-0.322,-4.40,-4.65,0.00,1t start tie,3t 3 out d6
19,175,92,Jul 17,WSH,@,CIN,W6-1,GS-7,W(10-3),8,7.0,4,1,1,1,11,1,1,3.31,25,105,68,18,20,5,7,1,1,0,75,,,0,0,0,23,0,0,0,2,0,0,.54,0.183,2.62,36.15,63.00,1b start a 5,7b 3 out a5
20,176,97,Jul 23,WSH,@,ARI,W6-2,GS-2,,5,2.0,1,0,0,3,2,0,0,3.25,10,51,29,12,3,2,3,1,0,0,53,,,0,0,0,7,0,0,0,0,0,0,.85,0.085,1.14,6.10,12.00,1b start a 4,2b 3 out a4
21,177,121,Aug 19,WSH,@,SD,L1-3,GS-6,L(10-4),26,6.0,4,2,2,1,8,1,0,3.24,22,91,61,21,14,6,7,2,2,0,63,,,0,1,0,21,0,0,0,0,0,0,.67,0.035,0.91,,,1b start tie,6b 3 out d1
22,178,125,Aug 24,WSH,@,HOU,W5-4,GS-6,,4,6.0,3,0,0,1,7,0,0,3.10,21,90,60,14,11,7,6,2,2,0,72,,,0,0,0,20,1,0,0,1,0,0,1.06,0.347,2.88,,,1b start tie,6b 3 out a2
23,179,132,Aug 30,WSH,,MIA,W4-0,SHO,W(11-4),5,9.0,6,0,0,1,8,0,0,2.90,33,110,78,24,9,17,7,2,2,0,82,,,0,1,0,32,1,1,1,0,0,0,.97,0.490,4.79,,,1t start tie,9t 3 out a4
24,180,138,Sep 5,WSH,@,MIA,W2-1,GS-6,W(12-4),5,6.0,6,0,0,0,8,0,0,2.78,23,90,60,13,13,8,7,6,0,0,68,,,0,0,0,23,0,0,0,0,0,0,1.05,0.384,2.88,,,1b start tie,6b 3 out a1
25,181,143,Sep 10,WSH,,PHI,W3-2,GS-8,W(13-4),4,8.0,2,0,0,1,10,0,0,2.64,25,108,76,16,21,7,7,4,2,0,87,,,0,0,0,24,0,0,0,2,0,0,.99,0.516,4.26,,,1t start tie,8t 3 out a2
26,182,149,Sep 17,WSH,,LAD,W7-1,GS-6,W(14-4),6,6.0,2,1,0,3,8,0,1,2.55,25,94,59,19,11,5,8,3,1,0,71,,,3,0,0,21,0,0,0,0,0,1,.98,0.211,2.20,,,1t start tie,6t 3 out d1
27,183,154,Sep 23,WSH,@,NYM,W4-3,GS-5,,5,5.0,7,3,3,1,6,0,0,2.63,23,83,56,16,11,7,9,4,2,0,46,,,0,0,0,22,2,0,0,0,0,0,1.10,-0.051,-0.50,,,1b start tie,5b 3 out tie
28,184,160,Sep 29,WSH,,PIT,W6-1,GS-8,W(15-4),5,7.2,2,0,0,2,8,0,1,2.52,27,98,63,14,15,10,6,3,0,0,81,,,0,0,0,24,0,0,0,1,0,0,.89,0.412,3.81,,,1t start tie,8t 12- 2 out a4
,,,,,,,22-6,,W-L:15-4,4.8,175.1,131,55,49,47,204,13,7,2.52,701,2742,67%,18%,13%,0.94,,25%,6%,0,62,,---%,7,4,0,641,31,1,5,14,4,8,.94,3.491,35.47,423.15,776.00,,
