Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,197,1,Apr 4,CWS,@,OAK,W4-3,GS-7,W(1-0),99,7.0,7,3,3,1,8,0,0,3.86,28,104,67,14,16,9,10,7,0,0,58,,,0,0,0,27,2,0,0,0,0,0,1.22,0.213,0.41,,,1b start tie,7b 3 out a1
2,198,6,Apr 9,CWS,,CLE,W7-3,GS-7,W(2-0),4,7.0,6,3,3,2,6,2,0,3.86,28,107,64,21,8,13,7,2,2,0,57,,,0,0,0,26,0,0,0,0,0,0,.99,-0.084,0.41,,,1t start tie,7t 3 out d1
3,199,10,Apr 15,CWS,@,TB,W1-0,SHO,W(3-0),5,9.0,2,0,0,0,9,0,0,2.35,30,106,71,13,16,6,15,5,1,0,92,,,0,0,0,30,0,0,0,0,0,1,1.18,0.734,4.34,,,1b start tie,9b 3 out a1
4,200,15,Apr 20,CWS,,LAA,W2-1,GS-8,W(4-0),4,7.0,2,1,0,0,3,0,1,1.80,23,108,76,22,8,11,8,4,0,0,74,,,0,1,0,22,0,0,0,0,0,0,.85,0.353,3.03,,,1t start tie,8t 1-- 0 out a2
5,201,21,Apr 26,CWS,@,TOR,W10-1,GS-8,W(5-0),5,8.0,4,1,1,2,6,1,0,1.66,29,100,63,23,6,5,16,3,4,0,74,,,0,1,0,27,1,0,0,0,0,0,.61,0.316,3.14,,,1b start tie,8b 3 out a6
6,202,26,May 1,CWS,@,BAL,W7-1,GS-6,W(6-0),4,5.1,5,1,1,4,6,0,0,1.66,24,112,73,17,13,7,7,2,2,0,56,,,0,0,0,20,0,0,0,1,0,0,.95,0.237,2.41,,,1b start tie,6b -2- 1 out a6
7,203,31,May 7,CWS,,MIN,W7-2,GS-7,W(7-0),5,7.0,3,2,2,1,9,0,2,1.79,27,120,74,32,9,8,7,1,3,0,71,,,0,0,0,24,2,0,0,0,0,0,1.10,0.231,1.41,,,1t start tie,7t 3 out a1
8,204,36,May 13,CWS,@,NYY,W7-1,CG,W(8-0),5,9.0,6,1,1,0,6,1,0,1.67,33,99,71,25,4,8,19,7,3,0,77,,,0,0,0,33,1,0,0,0,0,0,.46,0.117,3.71,,,1b start tie,9b 3 out a6
9,205,41,May 19,CWS,,HOU,W2-1,CG,W(9-0),5,9.0,4,1,1,0,9,1,0,1.58,31,107,80,20,11,10,12,7,2,0,84,,,0,0,0,31,0,0,0,0,0,0,1.23,0.619,3.39,,,1t start tie,9t 3 out a1
10,206,47,May 24,CWS,,CLE,L2-6,GS-4,L(9-1),4,3.1,7,6,6,4,7,1,0,2.26,21,89,60,15,8,3,7,4,1,0,25,,,0,0,0,17,0,1,0,0,0,0,.88,-0.359,-3.95,,,1t start tie,4t 12- 1 out d4
11,207,51,May 29,CWS,@,KC,L4-5,GS-7,,4,7.0,7,2,2,2,7,0,0,2.29,28,118,80,20,13,6,13,8,0,0,60,,,0,0,0,26,1,0,0,0,0,0,1.17,0.238,1.63,,,1b start tie,7b 3 out a2
12,208,56,Jun 4,CWS,@,DET,L4-7,GS-7,L(9-2),5,6.1,9,4,4,2,2,1,0,2.54,29,111,70,17,4,10,15,7,3,0,39,,,0,0,0,26,1,0,0,1,1,0,1.30,-0.199,-0.98,,,1b start a 1,7b 1-- 1 out d2
13,209,61,Jun 10,CWS,,KC,W7-5,GS-7,W(10-2),5,6.0,11,5,5,1,8,3,0,2.87,29,113,75,13,18,5,15,8,0,0,37,,,1,0,0,28,1,0,0,1,0,0,1.01,-0.175,-2.42,,,1t start tie,7t 1-3 0 out a3
14,210,66,Jun 15,CWS,,DET,W5-3,GS-7,W(11-2),4,7.0,6,3,3,1,7,1,1,2.94,28,119,78,22,14,10,9,5,1,0,59,,,0,0,0,26,2,0,1,0,0,0,.97,0.053,0.41,,,1t start tie,7t 3 out tie
15,211,71,Jun 21,CWS,@,BOS,W3-1,GS-7,W(12-2),5,7.0,4,1,1,1,9,0,1,2.83,27,111,72,22,14,6,10,8,0,0,73,,,0,0,0,24,1,0,0,0,1,0,1.31,0.356,2.77,,,1b start a 2,7b 3 out a2
16,212,76,Jun 26,CWS,,TOR,W5-2,GS-8,W(13-2),4,8.0,5,2,2,2,7,2,0,2.79,28,99,67,19,12,10,9,2,1,0,69,,,0,0,0,26,0,0,0,2,0,0,.68,0.300,1.90,,,1t start tie,8t 3 out a2
17,213,81,Jul 2,CWS,@,HOU,W7-6,GS-8,W(14-2),5,7.0,6,5,4,1,9,1,0,2.92,29,105,73,13,22,9,10,6,1,0,55,,,0,0,0,27,0,0,0,0,0,1,1.10,-0.192,-2.13,,,1b start tie,8b -23 0 out a3
18,214,86,Jul 8,CWS,,ATL,L8-11,GS-5,L(14-3),5,5.0,10,8,8,2,5,3,1,3.38,26,88,57,17,12,9,9,5,1,0,18,,,0,0,0,23,4,0,0,0,0,0,1.26,-0.622,-5.56,,,1t start tie,5t 3 out d4
19,215,92,Jul 18,CWS,@,SEA,L3-4,GS-8,,9,8.0,1,0,0,3,6,0,2,3.18,28,100,59,17,11,8,9,3,0,0,83,,,1,0,0,23,0,0,0,2,0,0,.96,0.420,3.90,,,1b start a 1,8b 3 out a3
20,216,102,Jul 28,CWS,@,CHC,L1-3,GS-6,L(14-4),9,6.0,6,2,2,3,4,0,1,3.17,27,111,71,19,9,10,9,4,2,0,53,,,0,0,0,23,2,0,1,1,0,0,1.14,0.067,1.00,,,1b start a 1,6b 3 out d1
21,217,107,Aug 3,CWS,@,DET,L1-2,CG(8),L(14-5),5,8.0,6,2,2,1,10,1,0,3.12,30,108,74,19,10,3,16,6,5,0,71,,,0,0,0,28,2,0,0,0,0,0,.98,0.032,2.06,,,1b start tie,8b 3 out d1
22,218,112,Aug 9,CWS,@,KC,W7-5,GS-7,,5,7.0,7,3,3,1,7,0,0,3.16,28,115,82,15,11,6,14,4,2,0,57,,,1,0,0,27,2,0,0,1,0,0,1.15,0.126,0.63,,,1b start tie,7b 3 out a1
23,219,117,Aug 14,CWS,@,MIA,L4-5,GS-7,L(14-6),4,6.2,8,5,5,1,7,0,1,3.30,30,110,75,17,11,9,12,10,1,0,44,,,0,0,0,26,1,0,0,0,0,0,1.53,-0.335,-1.25,,,1b start a 2,7b 1-3 2 out d1
24,220,122,Aug 20,CWS,,OAK,W6-2,GS-8,W(15-6),5,8.0,3,0,0,3,8,0,0,3.15,29,120,74,20,17,5,13,4,3,0,81,,,0,0,0,26,0,0,0,1,0,0,.49,0.207,3.90,,,1t start tie,8t 3 out a6
25,221,127,Aug 26,CWS,,SEA,L1-3,CG,L(15-7),5,9.0,5,3,3,0,14,1,1,3.14,32,120,88,26,21,9,8,3,2,0,79,,,0,0,0,31,1,0,0,1,0,0,.63,-0.024,1.39,,,1t start tie,9t 3 out d2
26,222,132,Aug 31,CWS,@,DET,L2-3,GS-8,,4,8.0,8,2,2,4,6,0,0,3.10,33,111,72,22,14,10,13,7,1,0,60,,,1,0,0,28,2,0,0,3,0,0,1.63,0.167,2.06,,,1b start tie,8b 3 out tie
27,223,137,Sep 5,CWS,,DET,L3-5,GS-8,,4,8.0,6,2,2,0,8,2,1,3.07,31,118,82,19,15,12,10,5,0,0,70,,,0,0,0,30,0,0,0,0,0,0,.88,0.238,1.90,,,1t start tie,8t 3 out tie
28,224,142,Sep 11,CWS,,KC,L0-2,GS-8,L(15-8),5,8.0,8,2,2,1,12,2,1,3.03,33,118,84,17,25,8,11,3,2,0,69,,,0,0,0,31,1,0,0,1,0,0,.91,0.110,1.90,,,1t start tie,8t 3 out d2
29,225,147,Sep 16,CWS,@,KC,W7-4,CG,W(16-8),4,9.0,7,4,2,1,10,0,0,2.99,35,119,82,20,12,14,10,4,1,0,70,,,0,0,0,34,1,1,0,1,0,1,1.07,-0.066,0.66,,,1b start tie,9b 3 out a3
30,226,152,Sep 21,CWS,@,PHI,L3-8,GS-4,L(16-9),4,4.0,7,6,6,0,5,1,3,3.19,21,72,47,8,11,4,9,6,1,0,29,,,1,0,0,18,2,1,0,0,0,0,.73,-0.363,-4.04,,,1b start a 1,4b 3 out d5
31,227,157,Sep 27,CWS,,TB,W13-6,GS-7,W(17-9),5,7.0,8,3,3,0,7,1,1,3.21,30,102,74,20,9,11,11,3,1,0,56,,,0,0,0,29,2,0,0,0,0,0,.70,-0.007,0.41,,,1t start tie,7t 3 out a7
32,228,162,Oct 2,CWS,,MIN,L3-6,GS-5,L(17-10),4,5.0,6,5,5,1,6,2,0,3.34,22,91,54,15,10,7,8,3,0,0,40,,,0,0,0,20,2,0,0,0,1,0,.61,-0.258,-2.56,,,1t start tie,5t 3 out d4
,,,,,,,18-14,,W-L:17-10,4.8,226.2,190,88,84,45,233,27,17,3.34,907,3431,67%,17%,11%,0.74,,25%,8%,0,61,,---%,5,2,0,837,34,3,2,16,3,3,.99,2.450,25.92,,,,
