Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,108,1,Apr 5,CLE,,BOS,L2-6,GS-6,L(0-1),99,5.1,9,4,4,2,5,1,0,6.75,27,96,64,22,12,8,12,9,0,0,37,,,0,0,0,25,1,0,0,0,0,0,1.07,-0.242,-1.64,,,1t start tie,6t 12- 1 out d2
2,109,5,Apr 12,CLE,@,TB,L1-5,GS-8,L(0-2),6,7.2,4,3,3,2,6,1,1,4.85,28,109,72,13,19,11,8,4,0,0,63,,,1,1,0,25,1,0,0,1,0,0,1.23,-0.098,0.76,,,1b start tie,8b --- 2 out d2
3,110,10,Apr 17,CLE,,NYM,L0-6,GS-6,L(0-3),4,6.0,9,6,6,1,8,0,0,6.16,28,95,62,16,16,8,11,5,1,0,37,,,0,0,0,27,3,1,0,0,0,0,.47,-0.321,-2.68,,,1t start tie,6t 3 out d6
4,111,15,Apr 23,CLE,@,DET,W10-1,GS-8,W(1-3),5,8.0,2,1,1,0,10,1,0,4.67,26,100,64,17,11,8,8,1,0,0,84,,,0,0,0,26,0,0,0,1,0,1,.25,0.122,3.06,,,1b start a 3,8b 3 out a9
5,112,20,Apr 29,CLE,@,PHI,L3-4,GS-7,,5,7.0,5,3,2,0,6,0,0,4.24,25,90,61,16,9,10,9,5,1,0,63,,,0,0,0,24,2,0,0,2,0,1,1.23,0.057,0.44,,,1b start tie,7b 3 out tie
6,113,24,May 4,CLE,,DET,W4-0,SHO,W(2-3),4,9.0,5,0,0,2,7,0,0,3.35,32,111,77,17,16,16,7,3,0,0,82,,,0,0,0,30,1,0,0,2,0,0,.86,0.374,4.98,,,1t start tie,9t 3 out a4
7,114,29,May 9,CLE,@,HOU,L1-7,GS-3,L(2-4),4,2.2,5,5,5,3,3,0,0,4.14,16,54,31,9,4,5,5,3,0,0,28,,,0,0,0,13,2,0,0,0,0,0,.87,-0.288,-4.05,,,1b start tie,3b 1-3 2 out d5
8,115,33,May 14,CLE,,MIN,L3-6,GS-7,L(2-5),4,6.2,7,4,4,3,7,1,1,4.30,30,110,66,17,12,8,11,5,2,0,48,,,0,0,0,25,1,0,0,1,1,0,1.10,-0.125,-0.37,,,1t start tie,7t 1-- 2 out d3
9,116,39,May 20,CLE,@,BOS,W4-2,GS-7,W(3-5),5,7.0,5,2,2,2,6,1,0,4.10,28,105,66,17,12,14,6,1,2,0,63,,,0,0,0,25,2,0,0,1,0,1,.93,0.251,1.77,,,1b start tie,7b 3 out a2
10,117,45,May 25,CLE,@,CWS,W4-3,GS-8,W(4-5),4,7.1,7,2,1,1,9,0,0,3.78,30,106,76,21,12,10,10,5,2,0,66,,,2,0,0,29,0,0,0,0,0,0,1.11,0.300,2.39,,,1b start tie,8b 1-- 1 out a3
11,118,50,May 31,CLE,,TEX,L3-7,GS-8,L(4-6),5,7.0,8,6,6,0,6,2,0,4.15,29,105,77,25,5,5,18,9,3,0,43,,,0,0,0,29,1,0,0,0,0,0,.73,-0.224,-1.76,,,1t start tie,8t -2- 0 out d3
12,119,55,Jun 5,CLE,,KC,W7-0,GS-6,W(5-6),4,6.0,2,0,0,2,6,0,0,3.84,21,82,55,15,13,7,6,2,0,0,72,,,1,0,0,19,0,0,0,1,0,0,.79,0.315,3.32,,,1t start tie,6t 3 out a5
13,120,60,Jun 10,CLE,@,LAA,W6-2,CG,W(6-6),4,9.0,3,2,2,1,8,0,0,3.65,31,114,73,21,13,11,11,5,1,0,80,,,0,0,0,30,1,0,0,0,0,0,.49,0.153,2.34,,,1b start a 4,9b 3 out a4
14,121,65,Jun 15,CLE,@,KC,L4-9,GS-6,L(6-7),4,5.0,8,8,5,1,7,1,0,3.94,27,97,67,9,15,9,10,5,1,0,31,,,0,0,0,24,3,0,0,0,0,3,.86,-0.416,-4.76,,,1b start tie,6b 1-3 0 out d4
15,122,70,Jun 21,CLE,,TB,W6-0,SHO,W(7-7),5,9.0,3,0,0,2,9,0,0,3.59,32,115,72,19,11,13,8,3,1,0,88,,,0,1,0,30,0,0,0,0,0,0,.68,0.455,4.98,,,1t start tie,9t 3 out a6
16,123,76,Jun 28,CLE,@,ATL,W5-3,GS-8,W(8-7),6,8.0,3,2,2,1,7,0,0,3.50,26,87,64,19,10,11,7,4,2,0,74,,,0,0,0,24,0,0,0,1,0,0,1.25,0.222,1.88,,,1b start a 2,8b 3 out tie
17,124,81,Jul 3,CLE,@,TOR,L1-17,GS-4,L(8-8),4,3.1,7,5,5,4,4,1,0,3.79,22,95,53,14,9,6,8,3,2,0,26,,,0,0,0,16,2,0,1,0,1,1,.74,-0.254,-3.35,,,1b start tie,4b -23 1 out d4
18,125,86,Jul 8,CLE,,NYY,W10-2,GS-8,W(9-8),4,8.0,5,1,1,0,8,1,0,3.61,28,96,68,19,10,9,11,9,1,0,76,,,0,0,0,28,1,0,0,1,0,0,.42,0.170,3.43,,,1t start tie,8t 3 out a9
