Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,63,3,Apr 6,TOR,@,TB,W5-2,GS-7,W(1-0),99,6.1,6,1,1,2,5,0,0,1.42,24,89,56,16,8,11,6,5,0,0,60,,,0,0,0,22,1,0,0,3,0,0,.82,0.184,1.57,21.45,43.00,1b start tie,7b 12- 1 out a4
2,64,8,Apr 12,TOR,,MIL,L0-2,CG,L(1-1),5,9.0,7,2,2,1,4,1,0,1.76,34,100,68,24,4,16,13,7,1,0,68,,,0,0,1,33,3,0,0,0,0,0,.77,0.182,2.99,21.95,33.00,1t start tie,9t 3 out d2
3,65,13,Apr 18,TOR,,BOS,L7-8,GS-5,L(1-2),5,4.2,11,6,6,1,4,0,0,4.05,24,94,60,18,11,11,8,6,1,0,21,,,0,1,0,23,2,0,0,1,0,0,1.20,-0.322,-2.57,-0.70,8.00,1t start tie,5t -2- 2 out d2
4,66,18,Apr 23,TOR,@,LAA,W6-2,CG,W(2-2),4,9.0,7,2,1,1,5,0,1,3.10,33,99,63,16,8,15,11,4,2,0,71,,,1,0,0,31,1,0,0,3,0,0,.81,0.277,2.56,29.35,51.00,1b start tie,9b 3 out a4
5,67,23,Apr 28,TOR,,TB,L4-7,GS-8,,4,7.1,6,2,2,2,10,1,0,2.97,29,100,73,23,11,11,5,1,1,1,66,,,0,0,0,27,0,0,0,1,0,0,1.03,0.283,2.14,27.70,46.00,1t start tie,8t --- 1 out a1
6,68,28,May 3,TOR,@,NYY,L6-8,GS-3,,4,3.0,6,5,5,3,2,2,0,3.89,17,66,36,13,7,8,4,1,0,0,26,,,0,1,0,14,0,0,0,0,0,0,1.07,-0.279,-3.35,-4.65,0.00,1b start a 4,3b 3 out a1
7,69,32,May 8,TOR,,CLE,W4-2,GS-6,W(3-2),4,6.0,6,0,0,2,1,0,0,3.38,23,94,58,17,5,9,11,7,1,0,59,,,0,0,0,21,1,0,0,3,0,0,1.09,0.271,3.33,14.70,33.00,1t start tie,6t 3 out a4
8,70,37,May 13,TOR,,SEA,W7-2,GS-6,,4,6.0,8,2,2,2,9,0,0,3.33,27,100,66,16,13,11,5,1,0,0,55,,,2,0,0,25,1,0,0,1,0,0,1.38,0.071,1.33,21.50,39.00,1t start tie,6t 3 out d1
9,71,42,May 18,TOR,@,ATL,W9-0,GS-6,W(4-2),4,5.2,7,0,0,1,6,0,0,3.00,25,103,69,18,7,15,3,2,0,0,60,,,0,0,0,24,1,0,0,0,0,0,.37,0.123,2.60,23.95,47.00,1b start a 3,6b 12- 2 out a9
10,72,47,May 24,TOR,@,MIL,W8-4,GS-6,W(5-2),5,5.2,4,4,4,4,5,2,0,3.30,23,106,60,17,13,9,5,3,0,0,46,,,0,0,0,19,1,0,0,2,0,0,.79,0.121,-0.98,13.95,32.00,1b start tie,6b --- 2 out a4
11,73,51,May 29,TOR,,CIN,W17-2,GS-6,W(6-2),4,6.0,5,2,2,0,5,1,1,3.28,23,97,63,17,12,12,5,3,0,0,59,,,1,0,0,22,0,0,0,0,0,0,.53,0.086,1.33,19.90,39.00,1t start tie,6t 3 out a11
12,74,57,Jun 4,TOR,,NYY,W3-2,GS-6,,5,6.0,5,2,2,1,4,0,0,3.25,23,105,65,16,10,9,9,6,1,0,57,,,2,1,0,22,1,0,0,0,0,0,1.10,0.080,1.33,13.90,24.00,1t start tie,6t 3 out d2
13,75,62,Jun 10,TOR,@,SEA,W4-2,GS-7,W(7-2),5,7.0,6,2,1,0,6,0,1,3.09,28,95,68,24,12,15,6,3,1,0,65,,,1,0,0,27,0,0,0,0,0,0,1.14,0.128,1.59,25.55,48.00,1b start tie,7b 3 out tie
14,76,67,Jun 17,TOR,,CWS,L2-5,GS-7,L(7-3),6,7.0,6,3,3,1,5,3,0,3.15,27,90,62,20,12,13,8,4,1,0,57,,,0,0,0,26,0,0,0,1,0,1,.78,0.029,0.88,15.55,27.00,1t start tie,7t 3 out d2
15,77,72,Jun 22,TOR,@,TEX,L4-11,GS-4,L(7-4),4,4.0,7,7,7,2,5,3,0,3.69,21,77,53,16,12,6,8,3,1,0,23,,,2,0,0,19,1,0,0,0,0,0,.55,-0.300,-4.74,-0.40,6.00,1b start tie,4b 3 out d7
16,78,77,Jun 28,TOR,,BAL,W4-0,GS-8,W(8-4),5,7.2,5,0,0,1,8,0,0,3.41,28,119,70,24,13,13,6,4,0,0,76,,,0,0,0,27,0,0,0,1,0,0,.68,0.352,4.19,33.65,59.00,1t start tie,8t 1-- 2 out a4
17,79,82,Jul 3,TOR,@,NYY,L3-6,GS-5,L(8-5),4,5.0,5,2,2,2,3,0,1,3.42,21,79,49,15,6,10,5,4,0,0,50,,,0,0,0,18,1,0,0,2,0,0,.96,0.007,0.75,8.45,18.00,1b start tie,5b 3 out d2
