Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,1,22,Apr 29,DET,@,MIN,W9-2,GS-5,W(1-0),99,5.0,7,2,2,1,4,0,0,3.60,23,93,61,13,9,10,8,4,2,0,48,,,0,0,0,22,1,0,0,0,0,0,1.00,0.078,0.54,,,1b start a 3,5b 3 out a2
2,2,27,May 5,DET,@,CLE,L4-9,GS-5,L(1-1),5,5.0,10,5,5,2,6,2,0,6.30,25,92,57,18,7,7,10,5,1,0,31,,,0,0,0,23,1,0,0,2,0,0,.72,-0.265,-2.23,,,1b start tie,5b 3 out d2
3,3,32,May 10,DET,@,WSH,W5-4,GS-5,W(2-1),4,5.0,7,3,3,3,6,1,0,6.00,24,96,60,17,9,10,5,3,0,0,44,,,0,0,0,21,1,0,1,1,0,0,1.20,-0.147,-0.45,,,1b start tie,5b 3 out d1
4,4,37,May 15,DET,@,BAL,W6-5,GS-5,,4,4.1,5,5,4,3,6,1,0,6.52,21,98,55,13,14,5,7,3,1,0,38,,,1,0,0,18,1,0,0,1,0,1,1.18,-0.390,-2.95,,,1b start a 1,5b 1-- 1 out d1
5,5,42,May 21,DET,,TB,W5-4,GS-7,W(3-1),5,7.0,4,1,1,1,11,1,0,5.13,25,106,69,17,16,5,8,0,1,0,75,,,0,1,0,24,2,0,0,0,0,0,.99,0.290,2.56,,,1t start tie,7t 3 out tie
6,6,47,May 27,DET,@,OAK,W4-1,GS-8,W(4-1),5,7.2,3,0,0,1,3,0,1,3.97,28,103,68,18,7,14,9,5,3,0,75,,,0,0,0,26,1,0,0,0,0,0,.77,0.369,3.31,,,1b start tie,8b -23 2 out a3
7,7,52,Jun 1,DET,@,LAA,W3-0,GS-8,W(5-1),4,7.2,2,0,0,2,8,0,0,3.24,27,102,67,16,13,7,10,5,1,0,81,,,0,0,0,25,1,0,0,0,0,0,1.01,0.398,3.27,,,1b start tie,8b -23 2 out a2
8,8,57,Jun 6,DET,,TOR,W11-0,GS-6,W(6-1),4,6.0,2,0,0,3,5,0,0,2.83,22,88,53,16,12,8,6,1,1,0,70,,,0,0,0,19,0,0,0,1,0,0,.65,0.180,3.05,,,1t start tie,6t 3 out a6
9,9,62,Jun 12,DET,@,NYY,W4-1,GS-6,W(7-1),5,6.0,2,0,0,3,3,0,1,2.52,24,91,55,14,6,5,12,6,2,0,68,,,0,0,0,20,2,0,0,0,0,0,1.21,0.368,3.14,,,1b start tie,6b 3 out a2
10,10,67,Jun 17,DET,@,KC,L3-10,GS-6,L(7-2),4,5.2,5,1,1,4,5,1,0,2.43,25,100,63,10,14,10,6,2,0,0,56,,,0,0,0,20,1,0,0,1,0,0,1.07,0.128,1.66,,,1b start tie,6b 12- 2 out d1
