Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,74,5,Apr 9,PIT,@,CIN,L1-5,GS-5,L(0-1),99,4.2,5,3,3,3,4,0,0,5.79,21,100,62,13,9,9,5,4,0,0,43,,,0,0,0,18,1,0,0,1,0,0,.78,-0.045,0.06,,,1b start tie,5b 12- 2 out d2
2,75,10,Apr 14,PIT,,DET,L4-7,GS-6,L(0-2),4,6.0,4,2,2,1,5,0,0,4.22,21,83,53,13,8,4,11,6,0,0,60,,,0,0,0,20,1,0,0,1,0,0,.88,0.030,0.95,,,1t start tie,6t 3 out d2
3,76,16,Apr 21,PIT,@,SD,W11-1,GS-6,W(1-2),6,6.0,4,0,0,0,7,0,0,2.70,22,97,60,20,7,7,8,4,0,0,71,,,1,0,0,21,0,0,0,0,0,0,.96,0.308,2.83,,,1b start tie,6b 3 out a3
4,77,21,Apr 26,PIT,@,COL,W9-4,GS-6,W(2-2),4,6.0,8,4,2,2,3,1,0,2.78,27,103,68,16,6,14,8,5,0,0,45,,,0,0,0,24,0,0,0,0,0,1,1.24,0.009,-0.55,,,1b start a 3,6b 3 out a4
5,78,26,May 2,PIT,,CHC,L2-7,GS-5,L(2-3),5,4.2,6,6,5,4,6,0,1,3.95,25,105,61,11,13,2,12,6,1,0,32,,,3,0,0,19,2,0,0,0,1,0,1.25,-0.165,-1.31,,,1t start tie,5t 123 2 out d2
6,79,31,May 8,PIT,@,STL,W10-5,GS-6,W(3-3),5,6.0,6,2,2,2,7,1,0,3.78,26,104,65,22,10,9,8,5,0,0,57,,,1,0,0,24,2,0,0,1,0,0,1.13,0.112,0.91,,,1b start tie,6b 3 out a2
7,80,36,May 15,PIT,@,CHC,W2-1,GS-8,W(4-3),6,8.0,3,0,0,0,7,0,0,3.05,27,95,65,13,7,8,12,1,3,0,83,,,0,0,0,27,2,0,0,0,0,0,1.09,0.604,4.00,,,1b start tie,8b 3 out a1
8,81,41,May 20,PIT,,COL,W2-1,GS-7,W(5-3),4,7.0,10,1,1,1,0,1,0,2.79,28,109,72,16,4,6,21,13,3,0,52,,,0,1,0,27,0,0,0,0,0,0,1.42,0.291,2.44,,,1t start tie,7t 3 out a1
9,82,46,May 26,PIT,,ARI,W8-3,GS-5,,5,5.0,7,1,0,3,5,0,0,2.53,24,106,70,16,9,11,5,1,0,0,53,,,2,0,0,21,3,0,0,1,0,0,1.38,0.156,1.46,,,1t start tie,5t 3 out a2
10,83,51,May 31,PIT,@,MIA,L1-3,GS-7,L(5-4),4,6.1,9,3,3,2,4,0,0,2.72,31,108,71,20,7,12,13,9,1,0,45,,,0,0,0,29,0,0,0,0,0,0,1.59,0.001,0.08,,,1b start tie,7b 1-3 1 out d2
11,84,56,Jun 5,PIT,,LAA,L4-5,GS-7,,4,6.2,6,3,3,1,4,0,0,2.85,27,102,67,19,9,12,10,7,1,0,53,,,1,0,0,25,3,0,0,0,1,0,.92,0.055,0.12,,,1t start tie,7t -2- 2 out a1
12,85,61,Jun 10,PIT,,STL,L3-9,GS-3,,4,2.0,2,0,0,1,3,0,1,2.77,10,35,24,9,4,3,2,2,0,0,54,,,0,0,0,7,0,0,0,0,0,0,1.22,0.055,0.60,,,1t start tie,3t 1-- 0 out a1
13,86,91,Jul 16,PIT,@,WSH,L0-6,GS-4,L(5-5),35,4.0,7,5,4,2,5,0,0,3.11,20,80,54,18,4,5,8,6,0,0,33,,,2,0,0,18,3,0,1,0,0,0,.87,-0.227,-2.96,,,1b start tie,4b 3 out d5
14,87,96,Jul 22,PIT,,PHI,L0-4,GS-6,L(5-6),5,6.0,6,1,1,1,7,0,2,2.99,26,96,62,15,13,10,6,4,0,0,62,,,1,0,0,23,1,0,0,1,0,0,1.35,0.167,1.95,,,1t start tie,6t 3 out d1
15,88,100,Jul 27,PIT,,SEA,W10-1,CG,W(6-6),4,9.0,3,1,1,0,6,0,1,2.78,31,93,69,13,11,13,11,3,3,0,83,,,0,0,0,29,2,0,0,1,1,1,.75,0.300,3.42,,,1t start tie,9t 3 out a9
16,89,104,Aug 2,PIT,@,ATL,W5-3,GS-5,W(7-6),5,5.0,7,2,1,2,4,0,0,2.73,23,97,65,10,8,10,7,4,2,0,49,,,1,0,0,21,3,0,0,0,0,0,1.24,-0.033,0.43,,,1b start tie,5b 3 out d1
17,90,109,Aug 7,PIT,,CIN,L3-7,GS-6,L(7-7),4,5.2,3,4,4,3,6,0,0,2.94,23,99,61,19,8,6,8,3,2,0,50,,,4,0,0,19,1,0,0,0,1,0,.77,-0.188,-1.28,,,1t start tie,6t 1-- 2 out d3
18,91,114,Aug 13,PIT,@,LAD,L4-8,GS-5,L(7-8),5,4.1,12,6,5,0,3,0,1,3.25,27,89,60,13,9,14,9,8,0,0,20,,,1,0,0,25,4,0,0,1,0,1,1.19,-0.458,-4.49,,,1b start a 1,5b 12- 1 out d3
19,92,119,Aug 19,PIT,,MIA,L5-6,GS-7,,5,6.2,12,3,3,3,5,2,0,3.30,31,105,68,18,9,13,10,8,0,0,40,,,0,0,0,28,0,0,1,2,0,0,1.31,-0.111,0.21,,,1t start tie,7t 1-- 2 out d1
20,93,124,Aug 24,PIT,,HOU,L4-5,GS-5,L(7-9),4,5.0,7,5,5,1,4,1,0,3.55,23,77,46,13,6,8,10,4,2,0,36,,,0,0,0,20,2,1,1,0,2,0,.83,-0.277,-2.55,,,1t start tie,5t 3 out d4
