Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,140,1,Apr 3,CLE,@,TEX,W8-5,GS-6,,99,6.0,6,5,5,3,6,3,0,7.50,26,109,67,22,8,5,12,8,0,0,43,,,1,1,0,23,2,0,0,0,0,0,.69,-0.199,-1.61,10.10,21.00,1b start tie,6b 3 out d2
2,141,6,Apr 9,CLE,@,ARI,L2-3,GS-6,L(0-1),5,6.0,6,3,2,1,4,1,0,5.25,25,90,61,18,7,7,13,5,3,0,53,,,3,0,0,24,0,0,0,0,0,0,.76,-0.022,0.42,13.30,24.00,1b start tie,6b 3 out d3
3,142,11,Apr 15,CLE,,DET,W13-6,GS-7,W(1-1),5,6.1,8,6,6,2,8,1,0,6.38,29,107,71,20,16,6,13,5,2,0,39,,,0,0,0,27,3,0,0,0,0,0,.59,0.060,-1.05,16.25,37.00,1t start tie,7t 12- 1 out a5
4,143,16,Apr 21,CLE,@,CWS,W3-0,SHO,W(2-1),5,9.0,3,0,0,2,9,0,0,4.28,29,110,73,23,14,11,7,1,3,0,88,,,0,0,0,27,0,0,0,2,0,0,.93,0.477,4.66,44.25,66.00,1b start tie,9b 3 out a3
5,144,21,Apr 27,CLE,,HOU,W4-3,GS-7,W(3-1),5,7.0,8,3,3,4,10,1,0,4.19,32,105,72,25,13,7,11,7,1,0,55,,,0,1,0,28,3,0,0,0,0,0,1.16,0.051,0.92,26.55,54.00,1t start tie,7t 3 out d1
6,145,26,May 2,CLE,@,DET,L2-5,GS-3,L(3-2),4,3.0,7,5,5,1,4,1,0,5.06,17,55,38,9,8,6,6,4,0,0,28,,,1,0,0,16,2,0,0,0,0,0,.87,-0.306,-3.37,-0.05,6.00,1b start a 1,3b 3 out d4
7,146,52,Jun 1,CLE,,OAK,W8-0,GS-6,W(4-2),29,6.0,2,0,0,1,10,0,0,4.36,20,77,51,13,24,6,3,1,2,0,77,,,1,1,0,19,0,0,0,0,0,0,1.02,0.382,3.36,35.70,60.00,1t start tie,6t 3 out a1
8,147,58,Jun 9,CLE,,CWS,W7-3,GS-6,W(5-2),7,6.0,7,3,3,2,8,0,0,4.38,26,98,68,20,13,8,8,4,0,0,52,,,1,0,0,23,1,0,0,0,1,0,1.20,0.009,0.36,22.10,45.00,1t start tie,6t 3 out a1
9,148,62,Jun 14,CLE,,LAD,L4-6,GS-7,,4,7.0,4,2,2,1,10,0,1,4.15,26,106,71,23,20,9,5,2,1,0,70,,,2,1,0,24,2,0,0,0,0,0,.86,0.139,1.92,28.15,45.00,1t start tie,7t 3 out d1
10,149,68,Jun 19,CLE,@,BAL,W12-0,SHO,W(6-2),4,9.0,3,0,0,0,11,0,0,3.58,30,108,80,25,19,14,5,3,1,0,92,,,0,0,0,30,0,0,0,0,0,0,.29,0.205,4.66,49.45,72.00,1b start tie,9b 3 out a12
11,150,73,Jun 24,CLE,,MIN,L2-4,GS-7,,4,7.0,3,2,0,2,13,0,0,3.24,27,106,73,24,14,6,6,3,0,0,78,,,1,0,0,25,2,0,1,0,0,1,.89,0.171,1.92,38.75,60.00,1t start tie,7t 3 out d1
12,151,78,Jun 29,CLE,,TEX,W5-1,GS-8,W(7-2),4,8.0,3,1,1,1,12,1,0,3.02,27,111,78,23,22,8,6,3,1,0,83,,,2,0,0,26,0,0,0,0,0,0,.80,0.336,3.48,41.60,69.00,1t start tie,8t 3 out a4
13,152,82,Jul 4,CLE,,SD,L0-1,GS-8,L(7-3),4,8.0,5,1,1,1,10,0,0,2.85,29,107,73,21,19,10,8,3,3,0,77,,,1,0,0,27,1,0,0,0,0,0,1.12,0.332,3.48,32.40,51.00,1t start tie,8t 3 out d1
14,153,87,Jul 9,CLE,,DET,L3-5,GS-5,,4,5.0,3,1,1,3,8,0,0,2.80,21,101,61,16,19,5,5,3,0,0,62,,,0,0,0,18,1,0,0,0,0,0,1.14,0.173,1.80,21.65,36.00,1t start tie,5t 3 out tie
