Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,163,1,Mar 29,TB,,BOS,W6-4,GS-7,,99,6,6,4,4,1,6,1,0,6,24,81,56,10,12,7,10,5,3,0,49,,,0,0,0,23,3,0,0,0,0,0,0.58,-0.159,-1.65,13.3,24,1t start tie,7t -2- 0 out d4
2,164,5,Apr 03,TB,@,NYY,L4-11,GS-5,,4,5,6,4,4,3,8,1,0,6.55,23,96,59,15,14,5,7,5,1,0,44,,,0,0,0,20,1,0,0,1,0,0,0.91,-0.214,-1.34,13.85,27,1b start tie,5b 3 out d3
3,165,10,Apr 09,TB,@,CWS,W5-4,GS-6,W(1-0),5,5.2,6,4,3,3,8,1,1,5.94,28,102,68,12,17,7,9,5,1,0,48,,,1,0,0,23,2,0,0,0,1,1,1.43,-0.163,-1.46,20.75,44,1b start a 1,6b 12- 2 out a1
4,166,14,Apr 14,TB,,PHI,L4-9,GS-4,L(1-1),4,4,8,7,7,2,2,1,0,7.84,21,80,54,14,8,6,11,5,1,0,18,,,0,0,0,19,3,0,0,1,0,0,0.77,-0.377,-5.02,-7,-3,1t start tie,4t 3 out d7
5,167,19,Apr 20,TB,,MIN,W8-7,GS-7,,5,6.2,4,2,2,1,5,1,0,6.59,24,92,62,14,12,12,6,1,0,0,62,,,0,1,1,23,1,0,0,0,0,0,1.06,0.135,1.24,18,29,1t start tie,7t 1-- 2 out a1
6,168,23,Apr 26,TB,@,BAL,W9-5,GS-6,W(2-1),5,5.1,11,4,4,1,7,1,0,6.61,27,115,78,15,19,9,10,2,2,0,36,,,1,0,0,26,1,0,0,1,0,0,0.77,0.001,-1.96,14.8,37,1b start a 2,6b 12- 1 out a4
7,169,28,May 01,TB,@,DET,L1-2,GS-6,L(2-2),4,6,6,2,2,1,6,0,0,6.05,24,90,57,17,10,5,12,8,0,0,57,,,0,0,0,23,2,0,0,0,0,0,1.05,0.037,1.1,17.3,30,1b start tie,6b 3 out d1
8,170,32,May 06,TB,,TOR,L1-2,GS-7,,4,7,5,1,1,0,6,0,0,5.32,26,97,64,15,14,6,14,5,1,0,69,,,1,0,0,26,1,0,0,0,0,0,1.07,0.233,2.47,22.75,36,1t start tie,7t 3 out d1
9,171,36,May 12,TB,@,BAL,L3-6,GS-7,L(2-3),5,7,7,6,6,3,4,3,0,5.64,31,101,62,10,13,11,13,4,2,0,40,,,2,0,0,28,2,0,0,0,0,0,0.72,-0.364,-2.56,5.75,15,1b start a 3,7b 3 out d3
10,172,42,May 17,TB,@,LAA,W7-1,GS-7,W(3-3),4,6.2,2,0,0,4,5,0,1,5.01,26,104,63,23,9,9,7,3,1,0,71,,,0,0,0,21,0,0,0,1,0,0,1.01,0.378,3.24,24.8,47,1b start tie,7b 1-- 2 out a5
11,173,47,May 23,TB,,BOS,L1-4,GS-6,,5,6,4,1,1,3,6,0,0,4.68,22,95,57,17,9,5,8,4,3,0,63,,,0,0,0,19,1,0,0,2,0,0,1.2,0.17,1.97,19.3,33,1t start tie,6t 3 out d1
12,174,52,May 28,TB,@,OAK,W1-0,GS-6,,4,6,4,0,0,2,7,0,0,4.29,22,88,51,11,14,6,7,3,2,0,69,,,0,1,0,20,1,0,0,1,0,0,1.17,0.355,3.01,23.9,39,1b start tie,6b 3 out tie
13,175,57,Jun 02,TB,@,SEA,L1-3,GS-5,L(3-4),4,5,7,2,2,2,6,0,1,4.24,23,92,52,16,5,8,6,3,0,0,49,,,1,1,0,20,1,0,0,1,0,0,0.93,-0.024,0.4,13.25,27,1b start tie,5b 3 out d2
14,176,90,Jul 09,TB,,DET,W10-9,GS-4,,36,3.1,6,3,3,2,3,0,0,4.41,18,78,53,10,9,9,4,3,0,0,37,,,0,0,0,16,1,0,0,1,0,1,1.22,-0.1,-1.93,2.7,10,1t start tie,4t 12- 1 out a4
15,177,95,Jul 14,TB,@,MIN,W19-6,GS-5,,4,4.1,5,2,1,1,7,1,0,4.29,20,93,59,12,18,2,10,5,0,0,53,,,0,0,0,19,0,0,0,0,0,1,1.13,0.04,0.67,18.15,31,1b start tie,5b 12- 1 out a3
16,178,99,Jul 22,TB,,MIA,W6-4,GS-6,,7,6,8,4,3,0,13,0,1,4.3,28,101,76,24,20,8,6,5,0,0,55,,,0,0,0,27,2,0,0,0,0,1,0.72,-0.17,-1.03,28.1,48,1t start tie,6t 3 out d3
17,179,104,Jul 27,TB,@,BAL,L5-15,GS-6,L(3-5),4,6,7,4,3,2,3,1,0,4.31,26,93,63,10,14,11,10,4,1,0,45,,,0,0,0,24,1,0,0,1,0,0,0.89,-0.173,-1.05,8.1,18,1b start a 1,6b 3 out d2
18,180,110,Aug 03,PIT,,STL,W7-6,GS-5,,6,4.1,7,5,3,4,6,1,1,4.4,25,95,57,16,15,6,8,3,1,0,35,,,0,0,0,20,2,0,1,0,0,1,1.38,-0.22,-2.55,8.55,22,1t start tie,5t 12- 1 out a2
19,181,115,Aug 08,PIT,@,COL,W4-3,GS-5,W(4-5),4,5,5,2,2,2,3,1,0,4.36,22,98,65,20,6,9,8,3,0,0,50,,,0,0,0,20,1,0,0,0,0,0,1.19,0.1,0.83,13.05,30,1b start a 2,5b 3 out a1
20,182,121,Aug 15,PIT,@,MIN,L4-6,GS-6,,6,5,6,4,4,0,7,0,0,4.49,21,96,64,18,13,7,7,5,0,0,46,,,0,0,0,21,1,0,0,0,0,0,1.08,-0.14,-0.78,13.65,24,1b start tie,6b 1-- 0 out a1
21,183,126,Aug 20,PIT,,ATL,L0-1,GS-4,L(4-6),4,4,5,1,1,1,3,0,0,4.41,18,76,50,12,8,6,8,3,4,0,50,,,0,0,0,17,3,0,0,0,0,0,0.97,0.076,0.86,9.4,18,1t start tie,4t 3 out d1
22,184,131,Aug 26,PIT,@,MIL,L4-7,GS-4,L(4-7),5,4,7,6,6,2,5,2,0,4.72,21,78,52,7,9,7,7,5,0,0,27,,,1,0,0,18,2,1,1,0,1,0,0.87,-0.296,-4.03,1.6,9,1b start tie,4b 3 out d6
23,185,136,Sep 01,PIT,@,ATL,L3-5,GS-6,,5,6,2,1,1,1,5,0,0,4.56,21,86,56,16,8,9,6,2,1,0,68,,,0,0,0,20,1,0,0,0,0,0,1.01,0.252,1.9,19.7,30,1b start tie,6b 3 out a2
24,186,141,Sep 07,PIT,,MIA,W5-3,GS-6,,5,6,5,3,3,3,6,1,0,4.56,25,91,55,20,7,8,8,3,2,0,53,,,0,0,0,21,2,0,0,1,0,0,1.15,-0.155,-0.22,14.7,27,1t start tie,6t 3 out d1
25,187,146,Sep 14,PIT,@,MIL,L4-7,GS-5,L(4-8),6,5,6,4,4,2,8,2,0,4.66,23,103,67,19,16,3,10,4,0,0,45,,,2,0,0,20,1,0,1,0,1,0,1.04,-0.218,-1.53,14.45,27,1b start tie,5b 3 out d1
26,188,151,Sep 19,PIT,,KC,W2-1,GS-7,W(5-8),4,7,6,1,1,1,8,1,0,4.49,25,93,62,18,15,7,9,5,0,0,68,,,1,1,0,24,2,0,0,2,0,0,1.06,0.322,2.25,29.55,54,1t start tie,7t 3 out a1
27,189,156,Sep 25,PIT,@,CHC,W6-0,GS-6,W(6-8),5,6,4,0,0,2,9,0,1,4.31,24,91,63,19,14,7,5,2,1,0,71,,,0,0,0,21,1,0,0,1,0,0,0.76,0.221,3.1,31.3,57,1b start tie,6b 3 out a6
