Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,110,1,Apr 5,HOU,@,NYY,W5-3,GS-7,W(1-0),99,7.0,3,2,2,4,5,0,0,2.57,26,106,62,17,6,8,9,2,3,0,64,,,1,0,0,22,1,0,0,2,0,0,.96,0.191,1.67,,,1b start tie,7b 3 out tie
2,111,6,Apr 10,HOU,@,MIL,L2-3,GS-6,L(1-1),4,5.2,6,3,3,6,8,0,0,3.55,29,110,59,22,9,10,5,4,0,0,47,,,0,0,0,23,3,0,1,0,0,1,1.26,-0.062,-0.20,,,1b start a 1,6b 1-- 2 out d1
3,112,11,Apr 15,HOU,,DET,W1-0,GS-8,W(2-1),4,8.0,5,0,0,1,4,0,0,2.18,29,108,72,21,10,14,10,6,0,0,75,,,0,0,0,28,0,0,0,0,0,0,1.21,0.574,3.82,,,1t start tie,8t 3 out a1
4,113,16,Apr 21,HOU,@,TEX,L4-7,GS-6,L(2-2),5,6.0,13,6,6,0,5,1,0,3.71,29,99,65,12,23,13,11,6,0,0,27,,,0,0,0,28,2,1,0,0,0,0,.55,-0.315,-2.74,,,1b start a 1,6b 3 out d4
5,114,21,Apr 26,HOU,@,SEA,L1-11,GS-6,L(2-3),4,6.0,6,5,5,2,5,0,0,4.41,25,107,63,17,15,10,8,6,0,0,43,,,0,0,0,23,2,0,0,0,0,0,1.04,-0.171,-2.07,,,1b start tie,6b 3 out d5
6,115,26,May 2,HOU,,MIN,L2-6,GS-5,L(2-4),5,4.1,7,5,5,5,3,0,0,5.11,23,97,51,18,3,9,6,3,0,0,27,,,0,0,0,17,1,1,0,2,1,0,1.53,-0.341,-3.54,,,1t start tie,5t --3 1 out d4
7,116,31,May 7,HOU,,SEA,L2-3,GS-7,,4,7.0,8,2,2,1,8,2,0,4.70,30,106,67,10,15,12,9,4,2,0,60,,,0,0,0,29,0,0,0,1,0,1,.81,0.079,1.34,,,1t start tie,7t 3 out d1
8,117,36,May 12,HOU,@,BOS,L1-11,GS-6,L(2-5),4,6.0,10,8,8,3,4,2,0,5.58,30,114,70,19,9,15,8,5,1,0,21,,,0,0,0,27,2,0,0,1,0,0,.52,-0.317,-4.77,,,1b start tie,6b 3 out d7
9,118,40,May 17,HOU,@,CWS,W6-5,GS-7,,4,6.1,6,3,3,3,5,1,0,5.43,28,106,61,23,7,8,12,6,0,0,51,,,0,0,0,25,2,0,0,0,0,0,1.14,-0.228,-1.14,,,1b start tie,7b 123 1 out tie
10,119,45,May 22,HOU,,TEX,L2-9,GS-6,L(2-6),4,6.0,9,7,7,1,6,0,1,5.92,28,93,62,18,7,13,7,6,1,0,31,,,1,0,0,26,3,0,0,1,0,0,.58,-0.339,-4.13,,,1t start tie,6t 3 out d6
11,120,50,May 28,HOU,@,LAA,W4-2,GS-7,W(3-6),5,7.0,3,2,2,0,5,2,0,5.58,24,106,73,19,7,9,10,4,2,0,68,,,0,0,0,24,0,0,0,0,0,0,.82,0.182,1.38,,,1b start a 1,7b 3 out a2
12,121,55,Jun 2,HOU,,ARI,L0-3,GS-7,L(3-7),4,6.0,6,3,3,1,6,0,1,5.50,25,98,61,23,4,14,3,1,0,0,53,,,0,0,0,23,1,0,0,1,0,0,1.09,-0.032,-0.12,,,1t start tie,7t 12- 0 out d2
13,122,60,Jun 7,HOU,@,TEX,L3-4,GS-8,L(3-8),4,7.1,10,4,4,0,8,2,0,5.44,30,115,73,25,13,12,10,5,1,0,50,,,0,0,0,30,1,0,0,2,0,0,1.25,-0.097,-0.21,,,1b start tie,8b 1-- 1 out d2
14,123,65,Jun 12,HOU,@,TB,L0-5,GS-5,L(3-9),4,5.0,5,5,4,2,9,0,0,5.54,23,89,59,18,13,9,3,3,0,0,46,,,0,0,0,21,1,0,0,0,0,1,.97,-0.182,-2.59,,,1b start tie,5b 3 out d5
15,124,69,Jun 18,HOU,,CIN,W5-4,GS-7,,5,7.0,5,2,2,0,6,1,0,5.32,25,97,62,22,5,14,5,2,0,0,65,,,0,0,0,25,1,1,0,1,0,0,1.04,0.145,1.34,,,1t start tie,7t 3 out tie
16,125,74,Jun 24,HOU,@,KC,W13-4,GS-7,W(4-9),5,6.1,10,4,3,2,2,2,0,5.26,30,98,70,17,9,13,13,7,1,0,39,,,0,0,0,28,2,1,0,1,0,1,.08,0.012,-1.31,,,1b start a 9,7b 12- 1 out a8
17,126,79,Jun 29,HOU,@,LAA,W10-4,GS-6,W(5-9),4,6.0,6,3,2,3,4,1,0,5.13,28,102,63,16,11,9,12,5,2,0,51,,,0,0,0,25,1,1,0,0,0,1,1.22,0.014,-0.11,,,1b start a 1,6b 3 out a3
18,127,84,Jul 5,HOU,,SEA,W5-2,GS-6,W(6-9),5,6.0,5,2,2,1,6,1,0,5.02,24,100,64,18,15,11,6,4,1,0,59,,,0,0,0,23,1,0,0,0,0,0,1.02,0.046,0.87,,,1t start tie,6t 3 out a3
19,128,89,Jul 10,HOU,,OAK,W2-1,GS-7,,4,7.0,4,1,1,2,5,0,0,4.80,26,99,61,16,9,11,8,3,0,0,68,,,0,0,0,23,0,0,0,0,0,0,.97,0.213,2.34,,,1t start tie,7t 3 out d1
20,129,94,Jul 19,HOU,@,OAK,L3-4,GS-7,,8,6.1,5,2,2,3,6,0,0,4.70,25,116,66,19,11,8,8,5,0,0,58,,,0,1,0,22,2,0,0,1,0,1,1.06,0.220,2.02,,,1b start tie,7b -23 1 out a3
21,130,99,Jul 25,HOU,,NYY,L1-2,GS-8,L(6-10),5,7.2,6,2,2,0,5,0,0,4.57,28,105,74,19,12,11,12,5,4,0,64,,,0,0,0,28,3,0,0,1,0,0,1.19,0.048,1.47,,,1t start tie,8t --3 2 out d1
22,131,104,Jul 31,HOU,@,DET,L0-11,GS-5,L(6-11),5,5.0,7,7,7,3,4,2,0,4.86,24,83,51,18,9,9,8,3,0,0,26,,,0,0,0,21,0,0,0,0,0,0,.53,-0.366,-4.46,,,1b start tie,5b 3 out d7
23,132,109,Aug 5,HOU,,TEX,W5-0,SHO,W(7-11),4,9.0,3,0,0,2,7,0,0,4.56,32,111,71,25,11,20,3,2,0,0,86,,,0,0,0,30,2,0,0,1,0,0,.57,0.289,4.30,,,1t start tie,9t 3 out a5
