Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,133,2,Apr 6,WSH,@,ATL,W3-1,GS-6,W(1-0),99,6.0,6,1,1,3,4,0,0,1.50,23,88,57,12,8,9,7,7,0,0,57,,,0,1,0,20,0,0,0,1,0,0,1.06,0.160,1.91,,,1b start tie,6b 3 out d1
2,134,8,Apr 14,WSH,,ATL,W6-2,GS-8,W(2-0),7,7.2,4,2,2,2,7,0,0,1.98,28,100,69,19,12,12,7,4,1,0,68,,,0,1,0,25,0,0,0,0,0,0,.71,0.174,2.85,,,1t start tie,8t 1-- 2 out a5
3,135,13,Apr 19,WSH,@,MIA,W7-0,GS-8,W(3-0),4,8.0,3,0,0,2,10,0,0,1.25,28,105,75,26,14,10,6,2,1,0,84,,,0,0,0,26,1,0,0,1,0,0,.79,0.351,3.69,,,1b start tie,8b 3 out a7
4,136,18,Apr 24,WSH,,MIN,W6-5,GS-8,,4,7.1,7,4,4,0,10,1,0,2.17,29,114,81,21,11,8,11,5,0,0,58,,,0,0,0,28,1,0,0,0,0,0,1.24,-0.088,-0.19,,,1t start tie,8t --- 1 out d3
5,137,22,Apr 29,WSH,@,STL,W5-4,GS-7,W(4-0),4,7.0,8,2,2,1,9,0,0,2.25,29,103,70,18,16,7,12,6,0,0,61,,,0,0,0,28,3,0,0,1,0,0,1.12,0.129,1.40,,,1b start a 1,7b 3 out a3
6,138,27,May 4,WSH,@,KC,W13-2,GS-6,W(5-0),4,6.0,5,2,2,1,7,0,0,2.36,24,95,65,15,14,6,10,3,2,0,60,,,0,0,0,23,1,0,0,1,0,1,.32,-0.013,1.11,,,1b start a 6,6b 3 out a11
7,139,32,May 9,WSH,,DET,W5-4,GS-8,,4,7.0,6,4,4,3,11,2,0,2.76,30,107,65,20,14,8,8,5,1,0,57,,,0,0,0,27,1,0,1,0,0,0,.75,-0.189,-0.82,,,1t start tie,8t 1-- 0 out tie
8,140,36,May 14,WSH,,MIA,W6-4,GS-6,W(6-0),4,6.0,5,3,3,3,7,1,1,2.95,27,104,68,17,9,8,9,5,1,0,54,,,0,0,0,23,2,0,0,1,0,1,1.19,0.023,0.06,,,1t start tie,6t 3 out a1
9,141,41,May 19,WSH,@,NYM,W9-1,GS-6,W(7-0),4,6.0,6,1,1,1,10,0,0,2.80,25,113,78,18,15,6,8,3,2,0,65,,,0,0,0,24,0,0,0,0,0,0,.56,0.021,1.85,,,1b start a 2,6b 3 out a8
10,142,46,May 24,WSH,,NYM,W7-4,GS-7,W(8-0),4,6.2,4,2,2,2,11,1,0,2.79,26,108,74,22,12,3,10,7,1,0,67,,,0,0,0,24,1,0,0,0,0,0,.85,0.142,1.13,,,1t start tie,7t 12- 2 out a3
11,143,51,May 29,WSH,,STL,W10-2,GS-6,W(9-0),4,6.0,6,1,1,2,4,1,0,2.69,26,104,66,14,7,8,12,3,2,0,58,,,0,0,0,24,0,0,0,0,0,0,1.12,0.209,2.06,,,1t start tie,6t 3 out a2
12,144,56,Jun 4,WSH,@,CIN,L3-6,GS-6,,5,5.1,4,3,3,2,10,2,0,2.85,22,97,61,23,13,4,6,5,0,0,56,,,0,0,0,20,1,0,0,0,0,0,1.06,-0.153,-0.52,,,1b start tie,6b 1-- 1 out d1
13,145,61,Jun 10,WSH,,PHI,W9-6,GS-7,W(10-0),5,7.0,5,4,4,1,10,1,0,3.03,27,104,73,16,14,10,6,5,0,0,60,,,0,0,0,25,0,0,0,0,0,0,.87,-0.017,-0.43,,,1t start tie,7t 3 out a3
14,146,66,Jun 15,WSH,,CHC,W5-4,GS-7,,4,7.0,6,1,1,1,8,1,1,2.90,26,105,67,16,9,5,11,5,1,0,68,,,0,1,0,24,2,0,0,1,0,0,1.19,0.345,2.57,,,1t start tie,7t 3 out tie
