Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
15,147,83,Jul 3,WSH,,CIN,W12-1,GS-7,W(11-0),17,6.2,0,0,0,4,5,0,0,2.71,24,109,70,14,10,7,8,3,2,0,75,,,0,0,0,20,0,0,0,0,0,0,.72,0.248,3.20,,,1t start tie,7t --3 2 out a9
16,148,88,Jul 8,WSH,@,NYM,W3-1,GS-7,W(12-0),4,7.0,2,1,1,3,9,1,0,2.62,26,108,67,18,11,7,7,3,1,0,75,,,0,0,0,23,0,0,0,0,0,0,1.02,0.311,2.33,,,1b start tie,7b 3 out a2
17,149,91,Jul 15,WSH,,PIT,W5-1,GS-8,W(13-0),6,8.0,3,1,1,2,6,0,0,2.51,28,105,69,16,9,7,13,5,2,0,76,,,2,0,0,26,0,0,0,1,0,0,1.09,0.318,3.08,,,1t start tie,8t 3 out a4
18,150,96,Jul 21,WSH,,LAD,L3-6,GS-6,L(13-1),5,6.0,7,6,6,1,10,2,0,2.83,26,103,70,21,11,3,12,5,2,0,43,,,0,0,0,25,1,0,0,0,0,0,.57,-0.348,-2.94,,,1t start tie,6t 3 out d5
19,151,101,Jul 27,WSH,@,CLE,W4-1,GS-7,W(14-1),5,7.0,3,0,0,2,7,0,0,2.68,27,110,71,11,14,6,12,5,3,0,76,,,1,0,0,24,1,0,0,0,0,1,1.06,0.399,3.88,,,1b start tie,7b 3 out a4
20,152,106,Aug 1,WSH,@,ARI,W14-1,GS-6,W(15-1),4,6.0,3,1,1,2,6,0,0,2.63,23,99,66,22,12,4,11,5,2,0,66,,,0,0,0,20,1,0,0,0,0,0,.39,0.067,2.18,,,1b start a 4,6b 3 out a8
21,153,110,Aug 6,WSH,,SF,L1-7,GS-5,L(15-2),4,4.2,8,4,4,1,8,0,0,2.80,23,88,56,11,9,6,8,5,2,0,39,,,0,0,0,21,2,2,0,0,1,0,1.12,-0.171,-1.68,,,1t start tie,5t 1-- 2 out d4
22,154,114,Aug 12,WSH,,ATL,L5-8,GS-6,L(15-3),5,5.1,7,6,6,2,7,2,0,3.07,25,103,72,18,10,4,12,5,2,0,35,,,0,0,0,23,3,0,0,0,0,0,.98,-0.372,-2.47,,,1t start tie,6t 1-- 1 out d2
23,155,119,Aug 17,WSH,@,COL,L10-12,GS-2,L(15-4),4,1.2,9,9,9,3,3,0,0,3.59,17,71,46,11,2,4,7,7,0,0,1,,,0,0,0,14,4,1,0,0,0,0,.65,-0.443,-8.33,,,1b start tie,2b 12- 2 out d7
24,156,139,Sep 7,WSH,,ATL,W5-4,GS-3,,20,2.1,2,1,1,0,4,0,0,3.60,9,42,30,4,7,3,3,2,0,0,53,,,0,0,0,9,1,0,0,0,0,0,.99,0.079,0.84,,,1t start tie,3t -2- 1 out a1
,,,,,,,19-5,,W-L:15-4,4.5,147.2,119,59,59,44,183,15,2,3.60,598,2385,66%,17%,11%,0.72,,30%,8%,0,59,,---%,3,3,0,546,26,3,1,7,1,3,.90,1.182,16.76,,,,
