Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,198,8,Apr 08,PHI,,MIA,L3-6,GS-4,,99,4,3,3,2,2,5,1,0,4.5,18,74,47,15,5,4,6,3,0,0,49,,,0,0,0,15,0,0,0,0,0,0,0.93,-0.088,-1.03,12,21,1t start tie,4t 3 out tie
2,199,13,Apr 14,PHI,@,TB,W9-4,GS-7,W(1-0),5,6.2,7,3,2,2,1,0,0,3.38,27,88,57,16,4,19,5,3,0,0,49,,,0,0,0,24,2,0,0,2,1,0,0.37,0.082,0.24,11.6,29,1b start tie,7b 1-- 2 out a6
3,200,18,Apr 19,PHI,,PIT,W7-0,GS-7,W(2-0),4,7,1,0,0,2,10,0,0,2.04,24,97,65,20,12,7,5,2,0,0,83,,,0,0,0,22,0,0,0,0,0,0,0.46,0.182,3.45,37.95,63,1t start tie,7t 3 out a7
4,201,23,Apr 25,PHI,,ARI,W5-3,GS-7,W(3-0),5,7,4,3,1,2,2,0,0,1.82,27,107,63,15,5,14,9,2,2,0,61,,,1,0,0,23,0,0,0,2,2,2,1.42,-0.002,0.45,18.15,36,1t start tie,7t 3 out a2
5,202,28,Apr 30,PHI,@,MIA,L4-8,GS-4,L(3-1),4,3.2,8,6,6,2,2,0,0,3.49,21,79,44,18,2,9,8,5,1,0,21,,,1,0,0,19,5,0,0,0,0,0,1.2,-0.536,-4.58,-5.75,-1,1b start tie,4b -2- 2 out d2
6,203,33,May 06,PHI,@,WSH,L4-5,GS-6,,5,6,2,1,1,2,2,1,0,3.15,20,75,48,14,6,8,8,1,2,0,64,,,0,2,0,18,0,0,0,1,0,1,0.73,0.178,2.07,13.1,21,1b start tie,6b 3 out d1
7,204,38,May 11,PHI,,NYM,L1-3,GS-8,,4,7.1,5,0,0,2,5,0,0,2.59,27,101,63,19,6,9,11,4,3,0,71,,,0,0,1,25,1,0,0,1,0,0,1.13,0.516,3.69,22.3,37,1t start tie,8t --- 1 out a1
8,205,42,May 18,PHI,@,STL,L4-12,GS-3,L(3-2),6,3,5,4,2,2,1,0,0,2.82,16,64,41,7,2,7,6,5,0,0,36,,,0,0,0,13,1,0,0,2,0,1,1.06,-0.239,-2.59,0.55,6,1b start tie,3b 3 out d4
9,206,47,May 23,PHI,,ATL,W4-0,GS-7,W(4-2),4,6.2,7,0,0,1,7,0,0,2.45,26,109,76,15,12,9,9,7,0,0,66,,,0,1,0,25,2,0,0,1,0,0,0.95,0.308,2.86,28.2,53,1t start tie,7t -23 2 out a3
10,207,52,May 29,PHI,@,LAD,W6-1,GS-7,W(5-2),5,7,6,0,0,2,5,0,0,2.16,27,103,62,19,7,12,8,3,2,0,68,,,0,0,0,25,0,0,0,2,0,0,0.9,0.303,3.31,24.95,48,1b start tie,7b 3 out a4
11,208,57,Jun 03,PHI,@,SF,L1-6,GS-6,L(5-3),4,6,8,5,5,0,4,1,0,2.66,23,79,58,15,7,10,9,4,2,0,40,,,0,1,0,23,0,0,0,2,0,0,1.29,-0.282,-2.25,6.7,15,1b start tie,6b 3 out d4
12,209,62,Jun 09,PHI,,MIL,L3-12,GS-6,L(5-4),5,5.1,4,5,4,3,4,1,2,2.97,25,106,61,13,8,9,6,4,0,0,43,,,1,0,0,19,1,0,0,1,0,0,1.21,-0.108,-0.61,6.6,16,1t start tie,6t 123 1 out a1
