Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,159,2,Mar 30,HOU,@,TEX,L1-5,GS-6,L(0-1),99,6,7,3,3,1,4,1,0,4.5,25,99,60,21,9,12,8,4,0,0,49,,,0,0,0,22,1,0,0,2,2,1,0.87,-0.02,0.44,10.7,21,1b start tie,6b 3 out d2
2,160,7,Apr 04,HOU,,BAL,W3-2,GS-5,,4,5,5,2,1,4,3,0,0,3.27,24,104,61,11,9,9,8,4,3,0,50,,,0,0,0,20,0,0,0,1,0,1,1.14,0.018,0.46,9.85,21,1t start tie,5t 3 out d1
3,161,12,Apr 10,HOU,@,MIN,L1-4,GS-4,L(0-2),5,4,6,3,3,4,6,0,0,4.2,22,101,60,15,10,9,3,2,0,0,40,,,0,0,0,17,1,0,0,0,1,0,1.12,-0.131,-0.92,9,21,1b start tie,4b 3 out d2
4,162,17,Apr 16,HOU,@,SEA,L1-2,CG(8),L(0-3),5,8,6,2,2,1,6,1,0,3.52,31,96,62,20,7,15,9,5,1,0,67,,,0,0,0,30,3,0,0,0,0,0,0.93,0.09,1.84,24.3,36,1b start a 1,8b 3 out d1
5,163,22,Apr 21,HOU,@,CWS,W10-1,GS-6,W(1-3),4,6,4,1,1,2,6,1,0,3.1,24,95,58,15,9,7,9,3,2,0,64,,,0,0,0,22,1,0,0,0,0,0,0.2,0.06,1.97,23.9,45,1b start a 4,6b 3 out a9
6,164,27,Apr 27,HOU,,OAK,L1-8,GS-7,L(1-4),5,7,7,6,6,0,3,3,0,4,27,98,64,21,4,14,10,4,1,0,42,,,0,0,0,27,1,0,0,1,0,0,0.76,-0.257,-2.56,5.55,12,1t start tie,7t 3 out d5
7,165,32,May 02,HOU,,NYY,L0-4,GS-7,L(1-5),4,7,6,3,3,0,5,2,0,3.98,27,105,69,14,12,13,9,6,1,0,58,,,0,0,0,27,2,0,0,0,0,1,0.51,-0.066,0.44,16.15,27,1t start tie,7t 3 out d3
8,166,37,May 07,HOU,@,OAK,W16-2,GS-8,W(2-5),4,8,5,1,1,2,4,0,0,3.53,31,101,66,15,7,15,10,4,1,0,70,,,0,0,0,29,2,0,0,1,0,2,0.23,0.113,3.01,23.8,45,1b start a 2,8b 3 out a12
9,167,42,May 13,HOU,,TEX,W6-1,GS-7,W(3-5),5,7,3,0,0,1,8,0,0,3.1,25,103,67,22,13,8,8,3,0,0,78,,,0,0,0,24,1,0,0,0,0,0,0.78,0.336,3.44,33.35,57,1t start tie,7t 3 out a3
10,168,47,May 19,HOU,,CLE,L4-5,GS-5,L(3-6),5,5,6,4,4,2,3,1,0,3.43,22,98,62,17,8,12,5,2,1,0,40,,,0,0,0,20,3,0,0,1,0,0,0.67,-0.197,-1.55,4.45,12,1t start tie,5t 3 out d4
11,169,52,May 25,HOU,@,CLE,W11-2,GS-6,,5,6,8,2,2,1,5,0,0,3.39,27,103,64,18,10,12,9,6,0,0,52,,,0,0,0,26,3,0,0,0,0,0,1.03,0.063,1.19,14.1,27,1b start tie,6b 3 out d2
12,170,57,May 30,HOU,@,NYY,L3-5,GS-6,L(3-7),4,5,7,4,4,3,7,0,0,3.65,25,106,61,12,12,5,10,7,0,0,41,,,0,0,0,21,1,0,0,0,1,0,1.2,-0.272,-1.73,11.25,24,1b start tie,6b 1-- 0 out d2
13,171,62,Jun 05,HOU,,SEA,L1-7,GS-7,L(3-8),5,6.2,7,7,7,1,3,3,0,4.13,28,107,64,21,7,14,10,4,0,0,34,,,0,0,0,27,0,0,0,0,0,0,0.37,-0.37,-3.88,2.2,8,1t start tie,7t -2- 2 out d6
14,172,67,Jun 10,HOU,@,TEX,W8-7,GS-5,,4,4.1,13,6,5,0,3,0,1,4.45,27,106,68,16,8,11,12,8,1,0,18,,,1,0,0,25,1,0,0,0,0,0,1.22,-0.306,-3.72,-2.65,7,1b start a 2,5b 1-- 1 out tie
15,173,72,Jun 16,HOU,@,KC,W10-2,GS-6,W(4-8),5,6,6,2,0,1,5,0,0,4.15,25,101,65,16,10,14,5,5,0,0,60,,,2,0,0,24,1,0,0,1,0,1,1.09,0.146,1.03,23.3,45,1b start a 2,6b 3 out a5
16,174,77,Jun 22,HOU,,KC,L0-1,GS-6,,5,6,6,0,0,2,6,0,0,3.9,26,98,62,12,10,7,11,5,0,0,64,,,0,0,0,24,2,0,0,0,0,0,1.09,0.352,2.95,20.7,36,1t start tie,6t 3 out tie
17,175,82,Jun 27,HOU,,TOR,W7-6,GS-6,,4,5.1,7,6,6,3,3,0,0,4.22,27,96,58,16,8,12,9,7,1,0,30,,,0,0,0,22,2,0,0,0,2,1,0.93,-0.404,-4.62,0,7,1t start tie,6t 123 1 out d2
18,176,87,Jul 03,HOU,@,TEX,W5-3,GS-7,W(5-8),5,7,5,2,2,1,7,0,0,4.12,27,111,74,23,7,11,8,5,0,0,65,,,0,0,0,26,2,0,0,0,0,0,0.85,0.255,2.01,26.15,48,1b start a 2,7b 3 out a3
19,177,92,Jul 08,HOU,,CWS,W2-1,GS-7,W(6-8),4,7,6,1,1,3,2,0,0,3.95,29,104,63,15,10,17,7,5,0,0,60,,,0,0,0,24,1,0,0,1,1,0,1.64,0.25,2.44,16.35,36,1t start tie,7t 3 out tie
20,178,97,Jul 13,HOU,,DET,W3-0,GS-6,W(7-8),4,6,6,0,0,1,4,0,0,3.75,24,98,62,14,9,9,10,4,2,0,63,,,0,0,0,23,0,0,0,2,0,1,1.42,0.286,2.95,21.3,42,1t start tie,6t 3 out a3
21,179,100,Jul 20,HOU,@,LAA,W3-1,GS-8,W(8-8),6,7.2,2,1,0,1,5,0,0,3.53,27,102,63,19,10,7,14,10,2,0,77,,,0,0,0,25,0,0,0,0,1,0,0.94,0.33,2.74,29.45,50,1b start a 1,8b 1-- 2 out a2
22,180,105,Jul 27,HOU,,TEX,L2-11,GS-5,L(8-9),6,5,6,3,3,2,5,1,0,3.6,25,102,64,19,6,13,5,3,0,0,46,,,0,0,0,22,2,0,0,0,0,1,1.16,-0.091,-0.55,10.45,21,1t start tie,5t 3 out d3
23,181,110,Aug 01,HOU,@,SEA,W8-3,GS-7,W(9-9),4,7,8,3,3,1,2,1,0,3.61,28,99,72,23,4,13,12,9,0,0,50,,,0,0,0,27,0,0,0,0,0,0,0.85,0.058,0.36,12.35,30,1b start tie,7b 3 out a5
24,182,115,Aug 07,HOU,@,SF,W2-1,GS-6,,5,6,3,1,1,2,5,0,1,3.53,24,87,51,12,6,9,7,6,0,0,65,,,0,0,0,21,1,0,0,0,0,0,0.87,0.149,1.75,17.9,30,1b start tie,6b 3 out d1
25,183,119,Aug 12,HOU,,SEA,L3-4,GS-7,,4,7,7,2,1,1,5,1,0,3.43,27,112,67,17,15,13,8,4,2,0,61,,,0,0,0,26,0,0,0,2,0,0,0.99,0.099,1.44,18.95,33,1t start tie,7t 3 out d2
26,184,123,Aug 18,HOU,@,OAK,L1-7,GS-6,L(9-10),5,5.2,9,5,5,1,4,0,0,3.59,27,85,62,13,8,6,16,9,2,0,34,,,0,0,0,26,6,0,0,0,0,0,0.7,-0.143,-2.32,4.75,14,1b start tie,6b -2- 2 out d5
27,185,128,Aug 24,HOU,@,LAA,W9-3,GS-7,W(10-10),5,7,5,2,2,2,6,1,0,3.54,27,107,64,20,11,8,11,5,1,0,63,,,0,0,0,25,0,1,0,1,0,1,0.66,0.257,1.47,23.55,45,1b start tie,7b 3 out a4
28,186,133,Aug 29,HOU,,OAK,W5-4,GS-6,,4,6,8,3,3,1,5,0,0,3.58,27,90,52,12,7,13,8,5,2,0,48,,,0,0,0,26,2,0,0,0,0,0,1.26,0.009,-0.05,12.1,24,1t start tie,6t 3 out a1
29,187,138,Sep 03,HOU,,MIN,W4-1,GS-6,W(11-10),4,6,5,1,0,2,6,0,0,3.46,26,100,62,23,10,10,8,4,0,0,64,,,0,0,0,24,1,0,0,0,0,1,1.15,0.214,1.95,25.3,48,1t start tie,6t 3 out a3
30,188,143,Sep 09,HOU,@,BOS,L5-6,GS-6,,5,6,9,5,5,2,2,1,0,3.59,27,91,53,17,4,15,8,4,0,0,34,,,0,0,0,24,2,0,0,2,1,0,0.9,-0.147,-1.81,0.9,9,1b start tie,6b 3 out tie
31,189,147,Sep 14,HOU,,ARI,L2-4,GS-6,,4,6,5,2,2,4,5,0,0,3.57,27,99,54,15,6,9,9,7,0,0,55,,,0,0,0,23,2,0,0,0,0,0,1.05,0.15,0.95,14.1,27,1t start tie,6t 3 out tie
32,190,152,Sep 19,HOU,,SEA,L0-9,GS-5,L(11-11),4,5,6,5,5,2,3,0,0,3.71,23,81,52,15,6,6,12,6,1,0,36,,,0,0,0,21,2,0,0,0,0,0,0.77,-0.242,-2.55,2.45,9,1t start tie,5t 3 out d5
33,191,156,Sep 24,HOU,@,TOR,W5-3,GS-5,W(12-11),4,5,7,3,3,3,5,1,0,3.75,23,86,48,14,4,8,7,2,2,0,43,,,0,0,0,20,2,0,0,2,0,0,1.52,-0.024,-0.52,13.25,33,1b start a 1,5b 3 out a1
34,192,161,Sep 29,HOU,@,BAL,W5-2,GS-3,,4,3,5,1,1,1,2,0,0,3.74,13,39,27,8,2,8,2,1,0,0,46,,,0,0,0,12,0,0,0,1,0,0,1.12,0.043,0.47,5.15,12,1b start a 1,3b 3 out tie
,,,,,,,19-15,,W-L:12-11,4.5,204.2,211,92,85,58,153,18,2,3.74,874,3310,62.00%,17.00%,8.00%,1.23,,25.00%,4.00%,0,52,,---%,3,0,0,802,48,1,0,18,9,11,0.93,0.608,8.49,484.4,962,,
