Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,245,1,Apr 4,LAD,@,SD,W15-0,GS-7,W(1-0),99,7.0,1,0,0,1,9,0,0,0.00,23,96,61,27,13,5,8,4,0,0,83,,,0,0,0,22,0,0,0,0,0,0,.50,0.249,3.30,,,1b start a 2,7b 3 out a11
2,246,6,Apr 9,LAD,@,SF,W3-2,GS-8,,4,8.0,4,2,2,1,5,2,0,1.20,29,91,60,15,10,6,17,10,0,0,70,,,0,0,0,28,0,0,0,0,0,0,.71,0.102,1.80,,,1b start tie,8b 3 out d1
3,247,11,Apr 15,LAD,,SF,W7-3,GS-7,W(2-0),5,7.0,5,3,2,0,6,0,0,1.64,27,107,73,19,13,14,7,2,2,0,63,,,0,0,0,27,0,0,0,0,0,1,1.00,0.105,0.37,,,1t start tie,7t 3 out a4
4,248,16,Apr 21,LAD,@,ATL,W2-1,GS-8,,5,8.0,10,1,1,1,10,0,0,1.50,32,116,83,26,21,13,8,6,0,0,67,,,0,0,0,31,2,0,0,1,0,0,1.37,0.437,2.88,,,1b start a 1,8b 3 out tie
5,249,21,Apr 26,LAD,,MIA,L3-6,GS-7,L(2-1),4,7.0,7,5,5,0,10,1,1,2.43,29,104,71,21,12,8,10,6,1,0,53,,,0,0,0,28,2,1,0,0,0,0,.92,-0.345,-1.63,,,1t start tie,7t 3 out d2
6,250,26,May 1,LAD,,SD,W1-0,SHO,W(3-1),4,9.0,3,0,0,0,14,0,0,1.96,29,101,75,17,26,9,6,3,2,0,95,,,0,0,0,29,0,0,0,0,0,0,1.31,0.730,4.33,,,1t start tie,9t 3 out a1
7,251,30,May 7,LAD,@,TOR,W6-2,GS-7,W(4-1),5,7.0,8,2,2,0,10,0,0,2.04,26,112,78,16,21,6,10,7,1,0,63,,,0,0,0,26,2,0,0,3,0,0,1.08,0.224,1.63,,,1b start tie,7b 3 out a2
8,252,35,May 12,LAD,,NYM,W5-0,SHO,W(5-1),4,9.0,3,0,0,1,13,0,0,1.74,30,109,73,20,16,10,6,2,1,0,93,,,0,0,0,29,1,0,0,1,0,0,.33,0.202,4.33,,,1t start tie,9t 3 out a5
9,253,40,May 17,LAD,,LAA,W5-1,GS-8,W(6-1),4,8.0,4,1,1,0,11,0,0,1.67,28,107,77,14,21,9,8,4,0,0,81,,,0,0,0,28,0,0,0,0,0,0,.94,0.321,2.85,,,1t start tie,8t 3 out a3
10,254,46,May 23,LAD,,CIN,W1-0,SHO,W(7-1),5,9.0,2,0,0,1,7,0,0,1.48,29,102,71,22,11,16,5,2,0,0,89,,,0,0,0,27,1,0,0,1,0,0,1.24,0.719,4.33,,,1t start tie,9t 3 out a1
