Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,27,3,Apr 7,DET,,BOS,W6-5,GS-6,,99,6.0,4,0,0,2,4,0,1,0.00,24,95,57,9,8,7,10,4,0,0,66,,,0,0,0,21,1,0,0,1,0,0,1.28,0.380,3.26,17.30,30.00,1t start tie,6t 3 out a1
2,28,8,Apr 12,DET,,MIN,W5-3,GS-6,W(1-0),4,6.0,4,3,3,1,7,1,1,2.25,23,110,74,21,9,6,8,5,0,0,58,,,0,0,0,21,0,0,0,1,0,0,.92,0.017,0.26,21.90,42.00,1t start tie,6t 3 out a2
3,29,13,Apr 18,DET,@,TB,L1-5,GS-6,L(1-1),5,6.0,6,3,3,2,5,1,0,3.00,26,88,55,12,10,7,12,6,1,0,51,,,0,0,0,24,0,0,0,0,0,0,.91,-0.071,-0.02,12.70,24.00,1b start a 1,6b 3 out d2
4,30,18,Apr 23,DET,@,MIN,W13-4,GS-7,W(2-1),4,7.0,4,2,2,1,7,1,0,2.88,26,98,61,14,11,12,6,3,1,0,67,,,0,0,0,25,1,0,0,0,0,0,.55,0.052,1.66,26.75,48.00,1b start tie,7b 3 out a8
5,31,23,Apr 29,DET,,CWS,L4-6,GS-6,,5,6.0,4,3,3,3,3,1,1,3.19,25,106,64,13,7,7,11,6,0,0,52,,,0,0,0,20,0,0,0,1,1,0,.91,-0.029,0.26,8.70,18.00,1t start tie,6t 3 out d2
6,32,28,May 5,DET,@,OAK,W7-2,GS-8,W(3-1),5,8.0,8,2,1,2,9,0,0,2.77,34,107,75,14,17,12,11,3,4,0,67,,,0,0,0,32,1,0,0,0,0,1,1.05,0.321,2.05,32.00,60.00,1b start tie,8b 3 out a5
7,33,33,May 11,DET,@,LAA,W7-1,GS-7,W(4-1),5,7.0,3,1,1,2,7,0,1,2.54,27,114,71,22,13,13,4,1,3,0,72,,,0,0,0,24,1,0,0,0,0,0,.47,0.200,2.55,28.15,51.00,1b start a 3,7b 3 out a4
8,34,38,May 17,DET,,BAL,W5-4,GS-7,W(5-1),5,7.0,10,4,3,0,4,0,0,2.72,31,104,72,15,11,12,15,7,1,0,47,,,0,0,0,30,3,0,0,1,1,1,1.37,-0.015,-0.19,15.75,36.00,1t start tie,7t 3 out a1
9,35,43,May 22,DET,@,HOU,L0-1,GS-7,L(5-2),4,7.0,8,1,1,1,4,0,0,2.55,29,109,67,11,12,13,11,6,2,0,60,,,0,0,0,28,2,0,0,1,0,0,.97,0.203,2.36,16.35,30.00,1b start tie,7b 3 out d1
10,36,48,May 27,DET,@,CWS,L0-3,CG(8),L(5-3),4,8.0,9,3,3,1,4,0,0,2.65,32,96,66,21,3,14,13,5,1,0,55,,,0,0,0,31,0,1,0,2,0,0,.88,0.119,1.14,16.50,27.00,1b start tie,8b 3 out d3
11,37,54,Jun 2,DET,,CWS,W15-5,GS-7,W(6-3),5,7.0,7,5,5,1,5,0,0,3.00,29,103,72,16,11,12,11,6,1,0,47,,,0,0,0,27,3,0,0,1,1,1,.32,0.088,-1.19,14.95,33.00,1t start tie,7t 3 out a9
12,38,59,Jun 8,DET,,LAA,L4-11,GS-5,L(6-4),5,4.1,9,5,5,0,1,0,0,3.40,22,74,49,11,4,8,13,8,0,0,26,,,0,0,0,21,2,0,0,0,1,0,1.25,-0.407,-3.51,-3.65,1.00,1t start tie,5t 1-3 1 out d1
13,39,67,Jun 17,DET,,TB,L2-3,GS-7,L(6-5),8,6.2,6,3,3,4,3,0,0,3.45,27,100,61,14,12,13,7,4,2,0,49,,,0,1,0,23,1,0,0,2,0,0,1.36,0.051,1.35,9.00,20.00,1t start tie,7t 12- 2 out tie
14,40,73,Jun 23,DET,@,SD,L0-1,GS-7,L(6-6),5,7.0,2,1,1,4,8,0,0,3.29,27,101,62,15,15,10,5,3,2,0,73,,,1,0,0,22,1,0,1,0,0,0,.91,0.205,2.40,26.15,42.00,1b start tie,7b 3 out d1
15,41,78,Jun 29,DET,,KC,W7-3,GS-9,W(7-6),5,8.2,7,3,2,0,7,0,0,3.19,31,104,77,16,11,13,11,7,3,0,67,,,0,0,0,31,1,0,0,3,0,1,.33,0.221,1.65,29.30,53.00,1t start tie,9t 1-- 2 out a4
16,42,82,Jul 4,DET,,SF,W5-3,GS-8,W(8-6),4,8.0,5,3,3,1,5,2,0,3.20,30,104,65,15,7,10,14,3,1,0,64,,,0,0,0,29,1,0,0,0,0,0,.87,0.114,1.35,22.40,42.00,1t start tie,8t 3 out a2
17,43,87,Jul 9,DET,@,CLE,W5-3,GS-7,W(9-6),4,6.0,7,3,2,1,1,1,0,3.19,25,87,59,16,2,11,12,5,1,0,48,,,0,0,0,24,1,0,1,1,0,0,1.14,-0.093,-0.66,10.70,27.00,1b start tie,7b 12- 0 out a2
18,44,89,Jul 15,DET,,TOR,W11-1,GS-8,W(10-6),5,8.0,2,1,1,1,3,0,0,3.06,26,101,61,14,5,15,7,2,0,0,76,,,0,0,0,25,0,0,0,1,0,0,.50,0.232,3.35,24.20,42.00,1t start tie,8t 3 out a7
19,45,94,Jul 20,DET,@,KC,L4-16,GS-3,L(10-7),4,2.2,7,8,5,1,2,1,1,3.35,18,70,42,7,8,4,10,5,3,0,19,,,1,0,0,16,2,0,0,0,0,1,.60,-0.359,-6.72,-5.40,-1.00,1b start tie,3b -2- 2 out d8
20,46,99,Jul 25,DET,,KC,L1-3,GS-8,L(10-8),4,8.0,8,3,3,0,6,1,0,3.35,31,108,72,11,20,15,10,6,0,0,60,,,0,0,0,30,0,0,0,1,1,0,.73,0.049,1.35,19.20,33.00,1t start tie,8t 3 out d2
21,47,104,Jul 31,DET,@,NYY,L3-7,GS-7,L(10-9),5,6.0,7,7,6,3,5,1,1,3.59,30,102,63,12,12,9,12,8,0,0,34,,,1,0,0,26,1,1,0,0,0,1,.75,-0.292,-4.05,4.90,15.00,1b start tie,7b 1-3 0 out d4
22,48,118,Aug 14,DET,@,TEX,L2-6,GS-5,L(10-10),13,5.0,7,5,5,3,2,1,0,3.78,23,75,47,13,5,9,9,5,1,0,32,,,1,0,0,17,1,0,0,2,1,0,1.03,-0.262,-2.18,,,1b start a 2,5b 3 out d3
