"Season","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","G","GS","IP","Balls","Strikes","Pitches","Start-IP","Starting","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)"
"2010","62.1 %","92.3","15.8 %","83.3","5.5 %","88.2","6.6 %","77.5","7.3 %","83.1","2.4 %","85.8","0.4 %","71.8","2.0 %","6144","0","6486.1","40886","67356","108242","","","51.8 %","","5.0 %","2.0 %","","4.5 %","16.6 %","7.3 %","0.0 %","","8.1 %","","0.4 %","","92.5","90.2","89.7","85.7","","90.2","83.8","78.0","81.4","","83.3","","70.4"
"2011","61.0 %","92.3","17.6 %","83.1","5.9 %","88.3","6.5 %","77.4","6.6 %","83.1","2.3 %","85.0","0.2 %","65.5","1.1 %","6104","0","6531.0","40715","68526","109241","","","46.3 %","","5.4 %","1.6 %","","6.6 %","19.1 %","7.0 %","0.1 %","","7.0 %","","0.2 %","0.0 %","92.6","91.8","89.8","84.2","","90.5","83.6","77.7","82.0","","83.3","","65.7"
"2012","61.5 %","92.7","18.0 %","83.1","4.1 %","87.6","7.7 %","77.9","6.3 %","83.7","2.3 %","84.6","","","1.0 %","6597","0","6942.2","41591","72425","114016","","","39.9 %","","3.7 %","1.3 %","","9.6 %","19.2 %","7.9 %","0.1 %","0.1 %","6.8 %","0.1 %","0.0 %","0.0 %","93.0","92.8","90.6","83.6","","90.3","83.3","78.2","80.8","53.7","83.9","74.6","72.9"
"2013","59.7 %","92.8","17.1 %","83.5","6.1 %","88.6","8.1 %","78.1","7.0 %","84.1","1.9 %","83.6","0.2 %","75.9","1.0 %","7013","0","7482.1","45494","78487","123981","","","38.8 %","","5.5 %","1.1 %","0.3 %","7.2 %","17.5 %","8.7 %","0.3 %","0.0 %","7.0 %","0.0 %","0.1 %","0.0 %","93.2","92.3","90.2","81.9","87.0","91.0","83.5","78.6","79.9","69.2","83.9","76.0","75.6"
"2014","59.1 %","92.4","17.8 %","83.2","5.8 %","88.7","7.0 %","79.0","7.6 %","83.3","2.5 %","83.7","0.2 %","72.3","1.1 %","7226","0","7398.1","44234","77520","121754","","","36.7 %","","5.2 %","2.1 %","0.2 %","8.2 %","17.7 %","6.9 %","1.8 %","0.0 %","7.5 %","","0.2 %","0.0 %","92.8","92.4","89.9","83.2","87.7","90.2","83.5","79.1","82.6","69.1","83.1","","72.5"
"2015","58.3 %","92.7","18.9 %","83.5","5.6 %","88.6","6.5 %","79.2","8.2 %","83.0","2.3 %","83.8","0.3 %","73.9","0.9 %","7326","0","7493.2","44520","78775","123295","","","40.7 %","","5.5 %","1.9 %","0.2 %","5.7 %","17.9 %","6.4 %","2.2 %","0.0 %","8.1 %","","0.3 %","0.0 %","93.0","92.7","90.0","83.5","86.6","89.8","83.7","78.9","82.6","69.3","82.7","","74.6"
"2016","57.2 %","92.9","18.4 %","83.7","6.2 %","88.8","8.3 %","79.5","8.4 %","82.7","1.5 %","83.3","0.2 %","70.5","0.7 %","7301","0","7794.1","47017","82242","129259","","","38.8 %","","5.6 %","1.4 %","0.2 %","6.6 %","17.5 %","7.7 %","2.3 %","","8.5 %","","0.2 %","0.0 %","93.3","92.7","90.0","83.1","87.0","90.2","83.9","79.2","82.3","","82.7","","69.3"
"2017","55.8 %","93.4","19.9 %","84.3","6.8 %","89.3","8.0 %","80.3","8.1 %","83.5","1.3 %","84.3","","","0.8 %","7736","0","8264.0","50062","88018","138080","","","36.9 %","","5.6 %","1.3 %","","7.6 %","19.7 %","6.6 %","2.4 %","","8.4 %","","0.0 %","0.0 %","93.8","93.6","89.7","83.7","","91.4","84.7","79.7","82.3","","83.8","","70.1"
