GS,IP,,Balls,Strikes,Pitches,,,FB%,SL%,CT%,CB%,CH%,SF%,KN%,FBv,SLv,CTv,CBv,CHv,SFv,KNv
31,186,,1043,1789,2832,,,0.62,0.07,0.22,,0.08,,,92.70,80.10,88.70,,85.30,,
31,178,,986,1849,2835,,,0.44,0.17,,0.22,0.18,,,83.00,76.60,,69.00,74.50,,
32,202.2,,1134,2027,3161,,,0.59,,0.23,0.13,0.06,,,92.10,,88.80,74.60,85.00,,
32,219.2,,1110,2189,3299,,,0.50,0.08,0.22,0.03,0.17,,,91.50,83.70,85.90,79.90,82.20,,
32,215,,1093,2096,3189,,,0.52,,0.24,0.20,0.05,,,92.50,,89.20,83.50,85.30,,
32,195,,1117,1916,3033,,,0.74,0.13,,0.07,0.07,,,91.60,85.20,,78.50,83.70,,
32,208,,1205,2077,3282,,,0.67,,0.00,0.25,0.08,,,92.10,,91.20,77.70,86.20,,
32,200.2,,1197,2056,3253,,,0.44,,0.23,0.15,0.19,,,92.60,,89.10,79.30,84.20,,
32,226.2,,1142,2289,3431,,,0.59,0.25,,0.00,0.16,,,92.80,78.60,,75.00,85.80,,
32,175.2,,1046,1884,2930,,,0.43,0.29,,0.18,0.10,,,90.00,81.40,,72.50,82.50,,
32,189,,1061,1864,2925,,,0.49,,0.09,0.15,0.26,,,90.10,,85.50,76.70,80.50,,
32,203.1,,1087,2103,3190,,,0.47,0.15,0.21,0.07,,0.10,,94.30,85.90,92.30,80.00,,85.80,
32,204,,1102,2000,3102,,,0.58,0.15,0.12,0.10,0.05,,,92.40,86.60,89.80,81.30,84.70,,
32,197.2,,1123,2004,3127,,,0.48,0.33,,0.11,,0.08,,90.40,81.20,,73.10,,79.50,
32,186,,1180,1868,3048,,,0.57,,0.00,0.25,0.18,,,96.10,,87.00,83.10,86.10,,
32,177.1,,1208,1908,3116,,,0.65,,,0.20,0.16,,,90.80,,,77.20,83.70,,
32,179.1,,1118,1866,2984,,,0.71,0.16,,0.12,0.01,,,93.10,87.10,,83.00,86.30,,
32,180.1,,1143,1857,3000,,,0.66,0.12,0.00,0.15,0.07,,,87.00,82.60,85.00,70.40,79.20,,
32,186,,1157,1898,3055,,,0.56,,0.21,0.10,0.13,,,91.70,,85.90,74.70,85.90,,
32,175.2,,1044,1973,3017,,,0.51,0.41,,,0.07,,,94.10,85.60,,,88.30,,
32,174.1,,1141,2035,3176,,,0.71,0.18,,0.05,0.06,,,94.10,85.10,,81.60,86.80,,
33,207.2,,1258,2072,3330,,,0.62,0.15,,0.13,0.10,,,92.10,85.40,,77.20,83.80,,
33,223,,1119,2291,3410,,,0.62,0.12,,0.14,0.12,,,90.20,85.00,,73.70,80.30,,
33,190.1,,900,1933,2833,,,0.90,0.06,,,0.05,,,87.90,81.80,,,81.10,,
33,197.1,,1106,1922,3028,,,0.53,0.18,,0.24,0.05,,,91.00,81.90,,75.00,84.00,,
33,195.2,,1199,2179,3378,,,0.66,,0.08,0.14,0.12,,,92.20,,86.00,77.30,83.90,,
33,187.2,,1184,2124,3308,,,0.60,0.11,0.06,0.04,0.20,,,91.60,82.80,86.90,71.20,84.70,,
33,201.1,,1264,2145,3409,,,0.49,0.40,,,0.11,,,94.30,88.30,,,86.80,,
33,198.1,,1170,2115,3285,,,0.61,,0.04,0.22,0.13,,,92.80,,90.40,81.40,84.40,,
33,199,,988,1993,2981,,,0.46,0.18,0.09,0.09,,0.18,,87.80,81.10,85.10,70.90,,83.30,
33,176.2,,1214,1875,3089,,,0.47,0.24,,0.23,0.07,,,91.90,85.40,,78.70,84.70,,
33,184.2,,1098,2061,3159,,,0.36,,0.29,0.30,0.05,,,90.20,,86.70,72.40,83.60,,
33,198.2,,1119,1959,3078,,,0.62,0.11,,0.11,0.17,,,92.70,85.00,,80.10,84.30,,
33,198.2,,1177,2018,3195,,,0.42,,0.29,0.27,0.02,,,90.30,,85.30,73.90,82.40,,
33,182,,1162,2010,3172,,,0.63,0.06,0.03,0.06,0.22,0.00,,91.40,81.70,86.70,75.10,82.70,78.50,
33,181.2,,1277,1856,3133,,,0.44,0.02,0.19,0.16,0.20,,,90.40,80.90,86.30,77.00,83.60,,
34,226.2,,1202,2369,3571,,,0.48,0.33,,0.15,0.03,,,90.90,86.80,,74.70,83.30,,
34,228.1,,1145,2418,3563,,,0.55,0.22,0.02,0.08,0.12,,,94.30,86.20,88.90,77.90,85.30,,
34,227.2,,1213,2455,3668,,,0.57,0.18,,0.16,0.09,,,93.50,88.00,,78.70,85.30,,
34,189.1,,1191,2041,3232,,,0.53,,,0.25,0.22,,,93.20,,,80.00,83.50,,
35,230,,1158,2437,3595,,,0.49,,0.20,0.09,0.23,,,92.90,,88.30,79.00,84.50,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3539.00,20760.50,5.87,121148.00,215678.00,336826.00,95.18,16.22,70.45,16.77,7.82,14.14,14.03,2.17,1.65,91.76,83.94,87.66,76.91,84.05,84.19,74.65
,,,,,,,,,,,,,,127.03,,,,,,,
,,,,,,,,0.55,0.13,0.06,0.11,0.11,0.02,0.01,,,,,,,
