game_id,date,team,team_id,opp,opp_id
63ec4d97-3575-4b6e-af05-d526021bbd31,2018-03-29,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
beecf214-0227-45c8-8626-120b46d835f7,2018-04-03,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,ARI,25507be1-6a68-4267-bd82-e097d94b359b
28174928-fece-4497-8fb3-3f803c696171,2018-04-08,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
c4a51d62-93d8-420d-87de-32b8a0746056,2018-04-15,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,ARI,25507be1-6a68-4267-bd82-e097d94b359b
51f1c507-2bf3-4f0b-ad26-1ab19cd64640,2018-04-20,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,WSH,d89bed32-3aee-4407-99e3-4103641b999a
0a614109-9d7d-46e1-8def-0055b76d1c60,2018-04-25,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,MIA,03556285-bdbb-4576-a06d-42f71f46ddc5
c1f5982a-e3ea-421b-af52-4aa15bfb972a,2018-05-01,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,ARI,25507be1-6a68-4267-bd82-e097d94b359b
d933a65f-3bad-404b-bab7-c1280d80dd95,2018-05-31,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,PHI,2142e1ba-3b40-445c-b8bb-f1f8b1054220
53871039-c219-4eb2-9ea5-58b2ef4fa462,2018-06-23,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,NYM,f246a5e5-afdb-479c-9aaa-c68beeda7af6
d19a9636-daa7-4c74-9ae0-50842fb70b7e,2018-06-28,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,CHC,55714da8-fcaf-4574-8443-59bfb511a524
d2cf7c26-7c41-4daf-a301-e185310bec73,2018-07-03,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,PIT,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd
799533be-2272-4384-87f4-91168722180a,2018-07-09,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SD,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3
e249fd54-2df4-4eab-b3a4-a0f4bcd20d0f,2018-07-15,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,LAA,4f735188-37c8-473d-ae32-1f7e34ccf892
9419ef72-221c-44d7-8414-4f063e002ae6,2018-07-21,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
c1ecd193-1c36-4971-b12b-e7ebbc7fad31,2018-07-27,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,ATL,12079497-e414-450a-8bf2-29f91de646bf
e594af5d-616b-40a5-866c-061ff2752d11,2018-08-02,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
d3b12d06-be2d-4b1b-a45c-16e9b5dc3781,2018-08-08,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,OAK,27a59d3b-ff7c-48ea-b016-4798f560f5e1
16427efa-2fed-4244-ae04-463ab0768e85,2018-08-13,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
090f7a0d-f477-4029-824b-9017dd63c71b,2018-08-19,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SEA,43a39081-52b4-4f93-ad29-da7f329ea960
24f1f5be-006e-4937-b9d1-4b802493107b,2018-08-25,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SD,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3
7ffd60ff-d917-44a4-8557-91f3788dd199,2018-09-01,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,ARI,25507be1-6a68-4267-bd82-e097d94b359b
1dfee2c0-ae3a-4a1b-80e2-db720c20c9bc,2018-09-07,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
69cd9eb3-3e08-4d66-8239-545d967f8036,2018-09-13,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7
3d4c9425-ecb0-4735-ad92-1a6eda1bb782,2018-09-18,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
e976bf99-f443-4575-817f-4a707585d1c5,2018-09-24,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,ARI,25507be1-6a68-4267-bd82-e097d94b359b
2bd4a558-0f8a-4d67-9310-4a1d1bb8d1e5,2018-09-29,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
