game_id,date,team,team_id,opp,opp_id
596cd5ab-b9d3-4d32-b5be-0335a235d18a,2018-03-29,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,NYM,f246a5e5-afdb-479c-9aaa-c68beeda7af6
4111bbd9-f767-42c1-a46b-154fe67b1b21,2018-04-04,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
dfb9ad8e-2705-4115-b4b5-36550d8ff939,2018-04-10,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
97043ab5-588b-4c7b-84d9-96f7fd31d22c,2018-04-15,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CIN,c874a065-c115-4e7d-b0f0-235584fb0e6f
f6a3ddde-280d-4be9-af87-63313cce4680,2018-04-21,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CIN,c874a065-c115-4e7d-b0f0-235584fb0e6f
456c97f7-9eee-4913-a0e6-2f3923782278,2018-04-26,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,NYM,f246a5e5-afdb-479c-9aaa-c68beeda7af6
722c8fe9-117c-4908-bde5-8d97b37197f1,2018-05-02,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CWS,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8
1726a2b9-b493-41a1-89e6-c1e839d1174c,2018-05-08,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MIN,aa34e0ed-f342-4ec6-b774-c79b47b60e2d
9b8fde02-13b1-4aae-bf95-5e6cbe5ca516,2018-06-05,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MIA,03556285-bdbb-4576-a06d-42f71f46ddc5
ca938584-753d-4077-8519-d86e92065997,2018-06-10,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CIN,c874a065-c115-4e7d-b0f0-235584fb0e6f
d551ad91-834a-4840-ac11-cfa213bca4fe,2018-06-16,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CHC,55714da8-fcaf-4574-8443-59bfb511a524
256f3613-b052-4be3-9fe6-fe5672c77ed0,2018-06-21,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
f5acc6ff-8015-4039-8528-17cda6f94702,2018-06-26,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CLE,80715d0d-0d2a-450f-a970-1b9a3b18c7e7
dd1e6f84-d2e3-4929-9cae-b221711e27dd,2018-07-02,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,ARI,25507be1-6a68-4267-bd82-e097d94b359b
bed93426-22fa-4a68-8886-9556736883f9,2018-07-07,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
b5182c7f-2999-4083-9c36-9ec3925a61c9,2018-07-13,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CIN,c874a065-c115-4e7d-b0f0-235584fb0e6f
2c3490e7-e5df-4a56-be69-0c250b2980bd,2018-07-19,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CHC,55714da8-fcaf-4574-8443-59bfb511a524
f724dede-358c-42db-ad8c-b1843bdd6a6d,2018-07-30,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
52b41d07-0e35-4cfc-b9cf-a83e28a3f57d,2018-08-21,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c
85aaa6b8-5cbc-466c-9aab-232dbefb7467,2018-08-24,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
5dffdab7-4662-4ec8-a20d-8cd85cfcbe61,2018-08-29,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,PIT,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd
d63f0355-8a13-49d3-b572-3a6bb87c838d,2018-08-30,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,PIT,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd
aa6b4321-a7cf-42d1-9a92-c16c713c2eca,2018-09-02,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CIN,c874a065-c115-4e7d-b0f0-235584fb0e6f
794bca69-e2a5-43ed-bc3a-f0f965450d34,2018-09-03,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,WSH,d89bed32-3aee-4407-99e3-4103641b999a
48e5826f-7d3d-45f9-8307-9f295baeee95,2018-09-05,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,WSH,d89bed32-3aee-4407-99e3-4103641b999a
cbc9424f-4ba5-4727-83e7-cb5d551b17cf,2018-09-09,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,DET,575c19b7-4052-41c2-9f0a-1c5813d02f99
5ae891ec-f709-4f88-bfba-a45d4d2f6606,2018-09-10,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,PIT,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd
414aacbd-a0e2-4bfd-aae7-71f7ed28fc5d,2018-09-16,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c
8b582b8c-61c8-4503-9853-150f5dd82b7b,2018-09-17,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,ATL,12079497-e414-450a-8bf2-29f91de646bf
d820213a-a762-47a6-89ae-95b3ebac8d9f,2018-09-21,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
fbe4cef8-543c-4bcd-9659-4ccbb0c5e1db,2018-09-22,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
8230810d-f526-428f-bb32-5d6a4900aee5,2018-09-26,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
e51c8143-b587-4b91-acba-8fd5b22f9918,2018-09-29,STL,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,CHC,55714da8-fcaf-4574-8443-59bfb511a524
