team_id,team_name,team_abbr,game_id,at_away,at_home,scheduled,rescheduled
dd59d49e-caee-4443-9220-f05d0d9bd1e1,American League,AL,ccdb3ca8-3c63-48c3-aaf2-280f647f96b3,1,0,2017-07-11,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,3f7c32bb-17b6-4d63-9856-a5f89483f4fb,1,0,2017-04-03,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,627d4222-a1f1-44ac-aa53-64d2fa3b11e8,1,0,2017-04-04,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,156191dc-df5d-4e37-be59-19c511f07397,1,0,2017-04-05,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,69fff08e-37b6-4c6c-b27b-a6044ef9f034,1,0,2017-04-06,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,665c23c3-d592-473b-8e02-4de710fc16dc,0,1,2017-04-07,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,3ffcdcaa-ca8d-4574-a1a2-98ce62cb5448,0,1,2017-04-08,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,ee7b5e2c-deb3-439a-99dc-8fe1fe5ec4f5,0,1,2017-04-09,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,eb6cb97d-9728-4dcd-abc3-c474d4c26825,0,1,2017-04-11,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,d21db7e3-15f1-4f53-8451-83d80b4b648d,0,1,2017-04-12,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,d24e1205-85d9-4c5c-8cd9-f728b6a470c4,0,1,2017-04-13,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,d78088fa-bc17-4749-a8ea-38b7ed84e888,1,0,2017-04-14,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,2cbf56a1-56f5-4cad-8a44-e4351a2cbd73,1,0,2017-04-15,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,43d05486-cf01-486c-8e46-f88a7470dfea,1,0,2017-04-16,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,8581df31-011b-4126-bb95-8eda314a34b8,1,0,2017-04-17,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,2b15c53f-5c47-404a-9389-320dff45678d,1,0,2017-04-18,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,65db86d8-9131-415c-9f2f-d8d6dfdeac5b,1,0,2017-04-19,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,bdedce22-1106-4ed9-9b0b-1f62a920dacc,1,0,2017-04-20,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,4b8d96a3-7a6c-4bc0-b5bb-553a312aba5c,0,1,2017-04-21,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,1749fd87-6b74-446e-a6b1-1421a4bf30ec,0,1,2017-04-22,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,928d49e8-630a-43e6-bf5b-bf8949712c5c,0,1,2017-04-23,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,5af59ca3-b4fd-4658-86ca-fbfb053ef9ed,0,1,2017-04-24,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,6375e477-8f21-40b9-b50a-e4c0937fca7a,0,1,2017-04-25,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,0112c09b-d036-4615-8226-9356c32c05a8,0,1,2017-04-26,
