id,away_team,home_team,scheduled,rescheduled
b28c65d4-280d-4a63-851e-6d13408e0b49,1d678440-b4b1-4954-9b39-70afb3ebbcfa,bdc11650-6f74-49c4-875e-778aeb7632d9,2016-04-03,
a4c7d74e-7a24-48d8-80c8-8a4b1c0080be,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,2016-04-03,
f2d7391b-7468-46a9-9223-98dfefbc56da,f246a5e5-afdb-479c-9aaa-c68beeda7af6,833a51a9-0d84-410f-bd77-da08c3e5e26e,2016-04-03,
e6d4e359-3254-41a2-be7c-26ad5cd93743,d89bed32-3aee-4407-99e3-4103641b999a,12079497-e414-450a-8bf2-29f91de646bf,2016-04-04,
ec89154d-f6d0-4277-9fbd-a44ecf51c822,29dd9a87-5bcc-4774-80c3-7f50d985068b,25507be1-6a68-4267-bd82-e097d94b359b,2016-04-04,
b25938e3-1d5a-4050-8ed5-b524507cd7af,2142e1ba-3b40-445c-b8bb-f1f8b1054220,c874a065-c115-4e7d-b0f0-235584fb0e6f,2016-04-04,
d25cd731-0cc7-4eaf-b840-7bff9df0993b,ef64da7f-cfaf-4300-87b0-9313386b977c,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,2016-04-04,
e3aa1ebc-00bb-4977-9be8-c5849da69adc,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,75729d34-bca7-4a0f-b3df-6f26c6ad3719,2016-04-04,
ef28daa0-2015-4d87-9cca-19a56d049735,43a39081-52b4-4f93-ad29-da7f329ea960,d99f919b-1534-4516-8e8a-9cd106c6d8cd,2016-04-04,
c4be6dbb-f42d-4fb9-bcd8-2fd90f76e621,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,27a59d3b-ff7c-48ea-b016-4798f560f5e1,2016-04-04,
659ccef3-788b-43a5-b4d8-a3e0c6ac735a,a7723160-10b7-4277-a309-d8dd95a8ae65,dcfd5266-00ce-442c-bc09-264cd20cf455,2016-04-04,
9e4ce345-e684-465f-80fb-31cbae5b549b,55714da8-fcaf-4574-8443-59bfb511a524,4f735188-37c8-473d-ae32-1f7e34ccf892,2016-04-04,
50dce15a-5857-4338-85c8-11cc5267d503,1d678440-b4b1-4954-9b39-70afb3ebbcfa,bdc11650-6f74-49c4-875e-778aeb7632d9,2016-04-04,
968a201d-3aee-4d5e-b118-55c949d9a305,29dd9a87-5bcc-4774-80c3-7f50d985068b,25507be1-6a68-4267-bd82-e097d94b359b,2016-04-05,
983612c8-997a-4e5a-9b90-6f7a33fed47e,eb21dadd-8f10-4095-8bf3-dfb3b779f107,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,2016-04-05,2016-04-04 00:00:00
9a5d74a2-eb98-4260-8951-6fe654ec27da,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,27a59d3b-ff7c-48ea-b016-4798f560f5e1,2016-04-05,
b6f922df-46c6-483c-8d3b-4235a6fc4520,575c19b7-4052-41c2-9f0a-1c5813d02f99,03556285-bdbb-4576-a06d-42f71f46ddc5,2016-04-05,
a74496d7-2424-46f6-a029-1f999feb04d4,f246a5e5-afdb-479c-9aaa-c68beeda7af6,833a51a9-0d84-410f-bd77-da08c3e5e26e,2016-04-05,
