game_id,date,team,team_id,opp,opp_id
3191adc6-10f8-49b1-bece-9ae50800f274,2017-04-02,ARI,25507be1-6a68-4267-bd82-e097d94b359b,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
d017eb84-b21a-43cd-abae-3b64911e483f,2017-04-08,ARI,25507be1-6a68-4267-bd82-e097d94b359b,CLE,80715d0d-0d2a-450f-a970-1b9a3b18c7e7
92e23ee8-4768-46bb-ae0b-60ca2ff6c6c9,2017-04-14,ARI,25507be1-6a68-4267-bd82-e097d94b359b,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c
4da619bb-7465-4759-a024-fe4118644b22,2017-04-19,ARI,25507be1-6a68-4267-bd82-e097d94b359b,SD,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3
09bdef52-7528-468b-9789-64b2471a7c16,2017-04-24,ARI,25507be1-6a68-4267-bd82-e097d94b359b,SD,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3
ac0cb5e3-a4eb-4bbe-ae6c-06e2e5c21339,2017-04-29,ARI,25507be1-6a68-4267-bd82-e097d94b359b,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
006f561d-60f9-4e02-a7f0-9e6df9572d21,2017-05-05,ARI,25507be1-6a68-4267-bd82-e097d94b359b,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
bfe46c1a-b773-4f10-9d21-8024dfa0e3fe,2017-05-11,ARI,25507be1-6a68-4267-bd82-e097d94b359b,PIT,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd
39ef485d-f826-4526-ae56-daed5a7a12d4,2017-05-16,ARI,25507be1-6a68-4267-bd82-e097d94b359b,NYM,f246a5e5-afdb-479c-9aaa-c68beeda7af6
d2ba41ed-37fb-415c-b5db-ffb72fee8bb4,2017-05-22,ARI,25507be1-6a68-4267-bd82-e097d94b359b,CWS,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8
03c58c70-eb47-4ed0-8f07-dde6cea139e6,2017-05-27,ARI,25507be1-6a68-4267-bd82-e097d94b359b,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
18dcc5ca-0b12-413b-8f90-7ceab974ddac,2017-06-01,ARI,25507be1-6a68-4267-bd82-e097d94b359b,MIA,03556285-bdbb-4576-a06d-42f71f46ddc5
a282ec57-e9c0-4ec3-ae40-5cf1dc962e5a,2017-06-07,ARI,25507be1-6a68-4267-bd82-e097d94b359b,SD,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3
e1dcfc62-59da-4593-8ff8-53be4691449e,2017-06-13,ARI,25507be1-6a68-4267-bd82-e097d94b359b,DET,575c19b7-4052-41c2-9f0a-1c5813d02f99
