team_id,team_name,team_abbr,game_id,at_away,at_home,scheduled,rescheduled
dd59d49e-caee-4443-9220-f05d0d9bd1e1,American League,AL,039bb40e-7613-4674-a653-584b93e9b21b,0,1,2016-07-12,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,9e4ce345-e684-465f-80fb-31cbae5b549b,0,1,2016-04-04,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,24740ced-a9dc-46fb-9992-115eb41ac63b,0,1,2016-04-05,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,64f1f7d9-8eef-4403-8f41-2db9dd7206a9,0,1,2016-04-07,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,aa71c8fb-4a88-48ab-bf7e-51ac8d721a1d,0,1,2016-04-08,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,cda95080-efea-4772-a9b9-15842466e94f,0,1,2016-04-09,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,a1e1640e-d9e7-4ae9-a679-e3cd825cbf2e,0,1,2016-04-10,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,d7d822f5-5857-4575-a999-40f77709d848,1,0,2016-04-11,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,9a12f7f3-663a-4f95-97cc-b2be707f3ee5,1,0,2016-04-12,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,92c3b40f-0847-432e-8b75-02148d62147a,1,0,2016-04-13,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,0b0239d7-572a-493a-9c23-3afc1eec593b,1,0,2016-04-15,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,51081092-e8ca-435e-870d-691ccc41189a,1,0,2016-04-16,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,b3da1f09-d51f-4ade-a9bb-93d633a2791b,1,0,2016-04-17,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,405e768a-5d27-45ec-a1ba-c0377c9b591f,1,0,2016-04-18,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,73b53367-65e3-4657-9980-f68a4bea3fdc,1,0,2016-04-19,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,25251f08-b966-4713-bf0e-31848f276dc9,1,0,2016-04-20,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,be58d83e-23f9-49f6-a7e8-19d13010abd7,1,0,2016-04-21,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,320302cb-705d-4a80-8e7e-14c52e706f6e,0,1,2016-04-22,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,f6fcd83c-e130-487c-a0cc-d00b2712d08b,0,1,2016-04-23,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,40708384-b5ca-4100-97af-1487d79c37ff,0,1,2016-04-24,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,8f7a0a99-6b97-4fe2-84b1-76687ce51e2f,0,1,2016-04-25,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,22d431f0-4ad0-42b8-a51a-01bc479e27bd,0,1,2016-04-26,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,f3e708ac-ba3a-4aa9-b22d-b5878c5d41b0,0,1,2016-04-27,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,5f24ae87-b754-4596-a298-c6333c436d4a,1,0,2016-04-29,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,e1fd70d7-4a43-40fb-9f2d-988f4485041a,1,0,2016-04-30,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,0e15e49a-23e5-422a-81b3-035c7a581470,1,0,2016-05-01,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,ee42873f-07bd-4e11-88e9-a5293a6cf1ea,1,0,2016-05-02,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,a361990e-af25-4fbf-be2c-2c684ea18d74,1,0,2016-05-03,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,ae07d48a-ef77-495b-96e4-1978d890efc0,1,0,2016-05-04,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,2eb96cad-371f-482a-a84a-b42e63c82c27,0,1,2016-05-06,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,c7e27fe8-56f1-4ba4-adb0-3a2ce531fef5,0,1,2016-05-07,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,73375be8-0f01-4925-acdc-d692b7972ec6,0,1,2016-05-08,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,c9e0297b-a008-4398-8da1-c5e4cdc0f9ee,0,1,2016-05-10,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,ea8b0955-d52a-4a66-bccb-3d934db1597f,0,1,2016-05-11,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,0dea3635-391c-47e6-8c5d-df31ebe2651e,0,1,2016-05-12,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,89fda312-79f4-455d-8d99-0dde5264caa5,1,0,2016-05-13,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,5346303b-f9e8-42fb-b177-03d98e02fcfd,1,0,2016-05-14,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,4ea303c3-331b-4800-84eb-bdbec947d6e2,1,0,2016-05-15,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,f14916e1-d7ec-4b4c-8641-8e12f1975482,1,0,2016-05-16,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,b1179619-40fd-4f83-960e-3edfa1efaa0a,1,0,2016-05-17,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,fe401dd2-089c-4822-8657-4d510d460f38,0,1,2016-05-18,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,7700786c-0ae8-4901-9560-4ae8942f254d,0,1,2016-05-19,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,06d20ebd-0f9e-42ae-8968-29da2980f280,0,1,2016-05-20,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,9f860b08-85c9-44ee-beb8-85623046c106,0,1,2016-05-21,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,3637addf-006c-4e67-aadf-afdd02fb495a,0,1,2016-05-22,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,198aaa28-d409-40e8-9d44-328ccf1c6e81,1,0,2016-05-23,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,0780d6c7-993f-4ca5-a7c1-1c5efe173e86,1,0,2016-05-24,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,e2abe25b-527e-4af6-b99f-9689d0836b87,1,0,2016-05-25,
4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,LAA,96013089-bc47-4473-b445-abad63a9971e,0,1,2016-05-27,
