game_id,date,team,team_id,opp,opp_id
a4cedfd2-7cac-481d-bd12-87d2dba665bc,2018-03-31,WSH,d89bed32-3aee-4407-99e3-4103641b999a,CIN,c874a065-c115-4e7d-b0f0-235584fb0e6f
85fc8ab1-9c85-4708-b50c-8211866fc982,2018-04-05,WSH,d89bed32-3aee-4407-99e3-4103641b999a,NYM,f246a5e5-afdb-479c-9aaa-c68beeda7af6
0f940fd2-b85f-46ec-af04-c008e8fb56ba,2018-04-10,WSH,d89bed32-3aee-4407-99e3-4103641b999a,ATL,12079497-e414-450a-8bf2-29f91de646bf
bf0255d4-ecd8-43fe-b7c4-7943f360e449,2018-04-15,WSH,d89bed32-3aee-4407-99e3-4103641b999a,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
a8c6fc28-c5f3-4029-a142-2fdcd34057a7,2018-04-21,WSH,d89bed32-3aee-4407-99e3-4103641b999a,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c
52e55962-8d31-462e-bb78-7028cca05c1a,2018-04-27,WSH,d89bed32-3aee-4407-99e3-4103641b999a,ARI,25507be1-6a68-4267-bd82-e097d94b359b
dce2d590-5b01-4a6c-89cb-64e22245d57e,2018-05-02,WSH,d89bed32-3aee-4407-99e3-4103641b999a,PIT,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd
c88b57b3-a972-4f84-aba4-fd2b56253732,2018-05-07,WSH,d89bed32-3aee-4407-99e3-4103641b999a,SD,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3
51cb3d36-8086-41a0-94e9-c753e831867b,2018-05-12,WSH,d89bed32-3aee-4407-99e3-4103641b999a,ARI,25507be1-6a68-4267-bd82-e097d94b359b
6576112c-3a1d-44ab-a4a7-7d1d126a3145,2018-05-20,WSH,d89bed32-3aee-4407-99e3-4103641b999a,LAD,ef64da7f-cfaf-4300-87b0-9313386b977c
772bc2d4-7638-47bf-84f8-78e52fc63ccd,2018-05-27,WSH,d89bed32-3aee-4407-99e3-4103641b999a,MIA,03556285-bdbb-4576-a06d-42f71f46ddc5
89474155-f9a4-460c-9f7b-51ea4daa2385,2018-06-01,WSH,d89bed32-3aee-4407-99e3-4103641b999a,ATL,12079497-e414-450a-8bf2-29f91de646bf
84fa1267-e80f-4064-aeb5-5eaa3d6c3778,2018-06-08,WSH,d89bed32-3aee-4407-99e3-4103641b999a,SF,a7723160-10b7-4277-a309-d8dd95a8ae65
ce9cdd7b-b8bc-4466-b434-6ab8a8bcdfb1,2018-07-20,WSH,d89bed32-3aee-4407-99e3-4103641b999a,ATL,12079497-e414-450a-8bf2-29f91de646bf
f8cff394-9f80-4c2d-a73a-09f743665fa6,2018-08-22,WSH,d89bed32-3aee-4407-99e3-4103641b999a,PHI,2142e1ba-3b40-445c-b8bb-f1f8b1054220
5c0b7d73-1c5e-4147-9dfc-b678704a6c44,2018-08-27,WSH,d89bed32-3aee-4407-99e3-4103641b999a,PHI,2142e1ba-3b40-445c-b8bb-f1f8b1054220
d9c09eb4-2f9b-4ec0-84de-1a9d96a3a1eb,2018-09-01,WSH,d89bed32-3aee-4407-99e3-4103641b999a,MIL,dcfd5266-00ce-442c-bc09-264cd20cf455
5b7e6291-ad16-4036-a8ad-34728378d83f,2018-09-06,WSH,d89bed32-3aee-4407-99e3-4103641b999a,CHC,55714da8-fcaf-4574-8443-59bfb511a524
d4ab3320-07d8-4c30-ad5c-a04af216992f,2018-09-12,WSH,d89bed32-3aee-4407-99e3-4103641b999a,PHI,2142e1ba-3b40-445c-b8bb-f1f8b1054220
9b388f4e-6bb2-461a-b73e-dccea2666c97,2018-09-18,WSH,d89bed32-3aee-4407-99e3-4103641b999a,MIA,03556285-bdbb-4576-a06d-42f71f46ddc5
6d0ee0ed-cfcd-4258-a02e-b74c8be9faa1,2018-09-24,WSH,d89bed32-3aee-4407-99e3-4103641b999a,MIA,03556285-bdbb-4576-a06d-42f71f46ddc5
c5c2f65e-b575-4115-b1b0-4b136ed14215,2018-09-29,WSH,d89bed32-3aee-4407-99e3-4103641b999a,COL,29dd9a87-5bcc-4774-80c3-7f50d985068b
