id,away_team,home_team,scheduled,rescheduled
0e2e9445-819b-41f0-926f-9235eff0fb2b,eb21dadd-8f10-4095-8bf3-dfb3b779f107,d99f919b-1534-4516-8e8a-9cd106c6d8cd,2018-03-29,
14811b8f-9eef-46f6-8355-d07d23d7cd28,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,833a51a9-0d84-410f-bd77-da08c3e5e26e,2018-03-29,
56fe3b48-9d03-407e-bd84-9aace8824146,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,1d678440-b4b1-4954-9b39-70afb3ebbcfa,2018-03-29,
63ec4d97-3575-4b6e-af05-d526021bbd31,a7723160-10b7-4277-a309-d8dd95a8ae65,ef64da7f-cfaf-4300-87b0-9313386b977c,2018-03-29,
5ca558cc-1e1f-4f50-8420-44dce7bfa28b,4f735188-37c8-473d-ae32-1f7e34ccf892,27a59d3b-ff7c-48ea-b016-4798f560f5e1,2018-03-29,
cfda3b54-d896-41c3-b977-bfdc4afb076b,dcfd5266-00ce-442c-bc09-264cd20cf455,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,2018-03-29,
c5d1dff4-91a0-44c5-bdb2-f0b22e965a7b,2142e1ba-3b40-445c-b8bb-f1f8b1054220,12079497-e414-450a-8bf2-29f91de646bf,2018-03-29,
596cd5ab-b9d3-4d32-b5be-0335a235d18a,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,f246a5e5-afdb-479c-9aaa-c68beeda7af6,2018-03-29,
dca0f1a1-423a-46db-84e3-ed56aa3a4d2a,29dd9a87-5bcc-4774-80c3-7f50d985068b,25507be1-6a68-4267-bd82-e097d94b359b,2018-03-29,
4abe6442-3335-45fd-9126-44199ee9ced5,93941372-eb4c-4c40-aced-fe3267174393,bdc11650-6f74-49c4-875e-778aeb7632d9,2018-03-29,
27eba71e-d530-4953-9e37-363faf52f3dc,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,75729d34-bca7-4a0f-b3df-6f26c6ad3719,2018-03-29,
ff29f1f6-639a-4bdc-b0d4-b10311fd74d2,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,43a39081-52b4-4f93-ad29-da7f329ea960,2018-03-29,
8e03e5d1-4740-4f42-b5f5-272fdfd60eaf,55714da8-fcaf-4574-8443-59bfb511a524,03556285-bdbb-4576-a06d-42f71f46ddc5,2018-03-29,
c10a5d7c-990c-4b3a-8210-c42ea9ff2698,dcfd5266-00ce-442c-bc09-264cd20cf455,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,2018-03-30,
eff3ccf5-5818-4aaa-aafe-9c08277f5c75,4f735188-37c8-473d-ae32-1f7e34ccf892,27a59d3b-ff7c-48ea-b016-4798f560f5e1,2018-03-30,
f7b70e0c-5138-4fa7-bfe0-d132018cf565,93941372-eb4c-4c40-aced-fe3267174393,bdc11650-6f74-49c4-875e-778aeb7632d9,2018-03-30,
69690bab-9d78-4987-99c5-909f05e92365,eb21dadd-8f10-4095-8bf3-dfb3b779f107,d99f919b-1534-4516-8e8a-9cd106c6d8cd,2018-03-30,
2e562640-01ed-48d7-a665-3d7d9ec7838f,a7723160-10b7-4277-a309-d8dd95a8ae65,ef64da7f-cfaf-4300-87b0-9313386b977c,2018-03-30,
341cc2ea-0012-474a-adda-49a55cda6ae3,2142e1ba-3b40-445c-b8bb-f1f8b1054220,12079497-e414-450a-8bf2-29f91de646bf,2018-03-30,
9083e812-00c4-4408-9216-167e652388b8,d89bed32-3aee-4407-99e3-4103641b999a,c874a065-c115-4e7d-b0f0-235584fb0e6f,2018-03-30,2018-03-29 00:00:00
fa03a3cc-6f74-4791-9ec5-e6e6f427f62e,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,1d678440-b4b1-4954-9b39-70afb3ebbcfa,2018-03-30,
fa2d2ef2-4945-4240-8e58-9e541ef5324b,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,575c19b7-4052-41c2-9f0a-1c5813d02f99,2018-03-30,2018-03-29 00:00:00
77c79475-d824-4a12-9566-bb9800765530,29dd9a87-5bcc-4774-80c3-7f50d985068b,25507be1-6a68-4267-bd82-e097d94b359b,2018-03-30,
c88f8aab-7812-4aad-9eeb-d877d266cb58,55714da8-fcaf-4574-8443-59bfb511a524,03556285-bdbb-4576-a06d-42f71f46ddc5,2018-03-30,
a4cedfd2-7cac-481d-bd12-87d2dba665bc,d89bed32-3aee-4407-99e3-4103641b999a,c874a065-c115-4e7d-b0f0-235584fb0e6f,2018-03-31,
e4b3644f-b501-4c61-8103-edad71a54a80,eb21dadd-8f10-4095-8bf3-dfb3b779f107,d99f919b-1534-4516-8e8a-9cd106c6d8cd,2018-03-31,
96f27489-9017-4746-9516-8e794ab4cf38,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,f246a5e5-afdb-479c-9aaa-c68beeda7af6,2018-03-31,
6f8c9637-bd71-4659-8b7c-56c785b85c1a,55714da8-fcaf-4574-8443-59bfb511a524,03556285-bdbb-4576-a06d-42f71f46ddc5,2018-03-31,
400977f0-4149-4bf0-8cb4-da588af115d3,47f490cd-2f58-4ef7-9dfd-2ad6ba6c1ae8,833a51a9-0d84-410f-bd77-da08c3e5e26e,2018-03-31,
0058365f-87cf-4df8-83d7-5d1da527176a,4f735188-37c8-473d-ae32-1f7e34ccf892,27a59d3b-ff7c-48ea-b016-4798f560f5e1,2018-03-31,
e92d4233-39a2-48de-b546-d03e5ed09a39,93941372-eb4c-4c40-aced-fe3267174393,bdc11650-6f74-49c4-875e-778aeb7632d9,2018-03-31,
9cd3548f-3677-4f0f-b6fe-ab77e4b746f6,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,43a39081-52b4-4f93-ad29-da7f329ea960,2018-03-31,
0075d6f1-2803-4ec8-8cd7-68ec10eda5f2,2142e1ba-3b40-445c-b8bb-f1f8b1054220,12079497-e414-450a-8bf2-29f91de646bf,2018-03-31,
65449631-4f09-4084-a2d1-bcad293f9c70,dcfd5266-00ce-442c-bc09-264cd20cf455,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,2018-03-31,
b339d909-e243-49f3-bcc4-85c60f1ae11a,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,1d678440-b4b1-4954-9b39-70afb3ebbcfa,2018-03-31,
98f89211-a81a-41f3-ab99-c4b2b68a0787,a7723160-10b7-4277-a309-d8dd95a8ae65,ef64da7f-cfaf-4300-87b0-9313386b977c,2018-03-31,
6ae848ee-3f27-4c41-83a2-2e4f4ba908d2,29dd9a87-5bcc-4774-80c3-7f50d985068b,25507be1-6a68-4267-bd82-e097d94b359b,2018-03-31,
614fe1e7-2088-4ace-a2f4-a351779c9af8,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,75729d34-bca7-4a0f-b3df-6f26c6ad3719,2018-03-31,
936ff585-bce0-48fb-8793-76ad57f4c750,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,43a39081-52b4-4f93-ad29-da7f329ea960,2018-04-01,
a0cc42fe-be92-43f5-b3b1-dc19914ad04b,a7723160-10b7-4277-a309-d8dd95a8ae65,ef64da7f-cfaf-4300-87b0-9313386b977c,2018-04-01,
2550da63-5c27-4c5d-881b-868855b6f9a4,d89bed32-3aee-4407-99e3-4103641b999a,c874a065-c115-4e7d-b0f0-235584fb0e6f,2018-04-01,
