id,away_team,home_team,scheduled,rescheduled
3191adc6-10f8-49b1-bece-9ae50800f274,a7723160-10b7-4277-a309-d8dd95a8ae65,25507be1-6a68-4267-bd82-e097d94b359b,2017-04-02,
6352570a-0a57-4ada-9c78-1dbb33704a00,55714da8-fcaf-4574-8443-59bfb511a524,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,2017-04-02,
16a66094-e2d1-4d24-8616-93b89167e3cf,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,bdc11650-6f74-49c4-875e-778aeb7632d9,2017-04-02,
156175c1-4d04-4e6e-b474-3279f4a2b5e7,43a39081-52b4-4f93-ad29-da7f329ea960,eb21dadd-8f10-4095-8bf3-dfb3b779f107,2017-04-03,
b2485acb-a6fb-4361-b127-31c8cd660169,833a51a9-0d84-410f-bd77-da08c3e5e26e,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,2017-04-03,
7542b726-3b65-4b30-a948-621c81588585,1d678440-b4b1-4954-9b39-70afb3ebbcfa,75729d34-bca7-4a0f-b3df-6f26c6ad3719,2017-04-03,
e0fdbd18-f6ef-413a-976c-549e04831ded,12079497-e414-450a-8bf2-29f91de646bf,f246a5e5-afdb-479c-9aaa-c68beeda7af6,2017-04-03,
1243ff01-37fa-4a9d-aaf5-23e320241401,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,ef64da7f-cfaf-4300-87b0-9313386b977c,2017-04-03,
b989466e-2570-4a19-9ca4-8d241b7e5492,03556285-bdbb-4576-a06d-42f71f46ddc5,d89bed32-3aee-4407-99e3-4103641b999a,2017-04-03,
7ee2b9a0-d525-46bf-a6db-009a5ca42ec2,2142e1ba-3b40-445c-b8bb-f1f8b1054220,c874a065-c115-4e7d-b0f0-235584fb0e6f,2017-04-03,
d52d8f53-abdd-49b8-ba80-b6dac9a1d8f7,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,93941372-eb4c-4c40-aced-fe3267174393,2017-04-03,
