count.balls,count.outs,count.pitch_count,count.strikes,day,description,errors,flags.is_ab_over,flags.is_bunt,flags.is_bunt_shown,flags.is_double_play,flags.is_hit,flags.is_passed_ball,flags.is_triple_play,flags.is_wild_pitch,half,hit_location,hit_type,hitter.first_name,hitter.id,hitter.last_name,hitter.preferred_name,inning,month,outcome_id,pitcher.first_name,pitcher.hitter_hand,pitcher.id,pitcher.last_name,pitcher.pitch_count,pitcher.pitch_speed,pitcher.pitch_type,pitcher.pitch_x,pitcher.pitch_y,pitcher.pitch_zone,pitcher.pitcher_hand,pitcher.preferred_name,pitcher_id,runner_1.description,runner_1.ending_base,runner_1.fielders,runner_1.first_name,runner_1.id,runner_1.jersey_number,runner_1.last_name,runner_1.out,runner_1.outcome_id,runner_1.preferred_name,runner_1.starting_base,runner_2.ending_base,runner_2.out,runner_2.outcome_id,runner_2.starting_base,runner_3.ending_base,runner_3.out,runner_3.outcome_id,runner_3.starting_base,runner_4.ending_base,runner_4.out,runner_4.outcome_id,runner_4.starting_base,year
1,1,2,1,05,DJ LeMahieu strikes out swinging.,,False,False,False,False,False,False,False,False,B,,,David,d1c07b01-a86d-4c17-ac38-8217e364c2cf,LeMahieu,DJ,6,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,75,91.0,FA,-158,-95,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,3,2,05,DJ LeMahieu strikes out swinging.,,False,False,False,False,False,False,False,False,B,,,David,d1c07b01-a86d-4c17-ac38-8217e364c2cf,LeMahieu,DJ,6,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,76,91.0,FA,-100,0,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,1,4,2,05,DJ LeMahieu strikes out swinging.,,False,False,False,False,False,False,False,False,B,,,David,d1c07b01-a86d-4c17-ac38-8217e364c2cf,LeMahieu,DJ,6,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,77,91.0,FA,-152,-60,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,1,5,2,05,DJ LeMahieu strikes out swinging.,,False,False,False,False,False,False,False,False,B,,,David,d1c07b01-a86d-4c17-ac38-8217e364c2cf,LeMahieu,DJ,6,05,kF,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,78,91.0,FA,64,-21,6,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,2,6,3,05,DJ LeMahieu strikes out swinging.,,True,False,False,False,False,False,False,False,B,,,David,d1c07b01-a86d-4c17-ac38-8217e364c2cf,LeMahieu,DJ,6,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,79,92.0,FA,-5,-65,8,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,2,1,1,05,Nolan Arenado singles to right field.,,False,False,False,False,False,False,False,False,B,,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,Arenado,Nolan,6,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,80,85.0,SL,-41,-143,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,2,2,2,05,Nolan Arenado singles to right field.,,False,False,False,False,False,False,False,False,B,,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,Arenado,Nolan,6,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,81,85.0,SL,-88,-21,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,2,3,2,05,Nolan Arenado singles to right field.,,True,False,False,False,True,False,False,False,B,15,LD,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,Arenado,Nolan,6,05,aS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,82,92.0,FA,-94,4,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,28,Arenado,False,AD1,Nolan,0.0,,,,,,,,,,,,,2017
1,2,1,0,05,Ian Desmond called out on strikes.,,False,False,False,False,False,False,False,False,B,,,Ian,fac92698-ed41-4615-8e1e-cd552612c5cf,Desmond,Ian,6,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,83,84.0,SL,-147,-95,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,28,Arenado,False,,Nolan,1.0,,,,,,,,,,,,,2017
1,2,2,1,05,Ian Desmond called out on strikes.,,False,False,False,False,False,False,False,False,B,,,Ian,fac92698-ed41-4615-8e1e-cd552612c5cf,Desmond,Ian,6,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,84,84.0,SL,-94,-60,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,28,Arenado,False,,Nolan,1.0,,,,,,,,,,,,,2017
1,2,3,2,05,Ian Desmond called out on strikes.,,False,False,False,False,False,False,False,False,B,,,Ian,fac92698-ed41-4615-8e1e-cd552612c5cf,Desmond,Ian,6,05,kF,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,85,91.0,FA,-76,60,1,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,28,Arenado,False,,Nolan,1.0,,,,,,,,,,,,,2017
1,3,4,3,05,Ian Desmond called out on strikes.,,True,False,False,False,False,False,False,False,B,,,Ian,fac92698-ed41-4615-8e1e-cd552612c5cf,Desmond,Ian,6,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,86,90.0,FA,-88,-56,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Nolan,aec77ff1-c238-449c-9af6-ed76ff9dd702,28,Arenado,False,,Nolan,1.0,,,,,,,,,,,,,2017
0,0,1,1,05,Mark Reynolds flies out to right center field to A.J. Pollock.,,False,False,False,False,False,False,False,False,B,,,Mark,d0f4c8f6-1d2a-456d-b292-16e37231e738,Reynolds,Mark,7,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,87,83.0,SL,-94,-13,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,0,2,2,05,Mark Reynolds flies out to right center field to A.J. Pollock.,,False,False,False,False,False,False,False,False,B,,,Mark,d0f4c8f6-1d2a-456d-b292-16e37231e738,Reynolds,Mark,7,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,88,84.0,SL,-129,-60,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,3,2,05,Mark Reynolds flies out to right center field to A.J. Pollock.,,False,False,False,False,False,False,False,False,B,,,Mark,d0f4c8f6-1d2a-456d-b292-16e37231e738,Reynolds,Mark,7,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,89,83.0,SL,-135,-78,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,4,2,05,Mark Reynolds flies out to right center field to A.J. Pollock.,,True,False,False,False,False,False,False,False,B,14,FB,Mark,d0f4c8f6-1d2a-456d-b292-16e37231e738,Reynolds,Mark,7,05,oFO,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,90,84.0,SL,-70,-21,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,1,0,05,Gerardo Parra singles to shallow center field.,,False,False,False,False,False,False,False,False,B,,,Gerardo,e7b98206-956a-4409-9f22-64f2048a31ee,Parra,Gerardo,7,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,91,72.0,CU,141,-30,11,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,2,0,05,Gerardo Parra singles to shallow center field.,,True,False,False,False,True,False,False,False,B,18,GB,Gerardo,e7b98206-956a-4409-9f22-64f2048a31ee,Parra,Gerardo,7,05,aS,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,92,87.0,CH,88,-82,9,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Gerardo,e7b98206-956a-4409-9f22-64f2048a31ee,8,Parra,False,AD1,Gerardo,0.0,,,,,,,,,,,,,2017
1,1,1,0,05,Trevor Story flies out to deep center field to A.J. Pollock.,,False,False,False,False,False,False,False,False,B,,,Trevor,f8ab2aa3-26ce-447c-9db5-83ea5f13da0c,Story,Trevor,7,05,bDB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,93,84.0,SL,-141,-113,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Gerardo,e7b98206-956a-4409-9f22-64f2048a31ee,8,Parra,False,,Gerardo,1.0,,,,,,,,,,,,,2017
1,2,2,0,05,Trevor Story flies out to deep center field to A.J. Pollock.,,True,False,False,False,False,False,False,False,B,8,FB,Trevor,f8ab2aa3-26ce-447c-9db5-83ea5f13da0c,Story,Trevor,7,05,oFO,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,94,84.0,SL,-94,-13,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Gerardo,e7b98206-956a-4409-9f22-64f2048a31ee,8,Parra,False,,Gerardo,1.0,,,,,,,,,,,,,2017
0,2,1,0,05,Dustin Garneau doubles to left field. Gerardo Parra scores.,,True,False,False,False,True,False,False,False,B,11,LD,Dustin,96da1d70-153b-4783-999a-858ef2c5c508,Garneau,Dustin,7,05,aD,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,95,89.0,FA,-5,56,2,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,2.0,,Dustin,96da1d70-153b-4783-999a-858ef2c5c508,13,Garneau,False,AD2,Dustin,0.0,4.0,False,ERN,1.0,,,,,,,,,2017
1,2,1,0,05,"Alexi Amarista grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,B,,,Alexi,24083ce8-39cb-445c-8e16-56d2810b1a0e,Amarista,Alexi,7,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,96,89.0,FA,123,4,11,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,2.0,,Dustin,96da1d70-153b-4783-999a-858ef2c5c508,13,Garneau,False,,Dustin,2.0,,,,,,,,,,,,,2017
1,3,2,0,05,"Alexi Amarista grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,True,False,False,False,False,False,False,False,B,27,GB,Alexi,24083ce8-39cb-445c-8e16-56d2810b1a0e,Amarista,Alexi,7,05,oGO,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,97,86.0,SL,-70,-21,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,2.0,,Dustin,96da1d70-153b-4783-999a-858ef2c5c508,13,Garneau,False,,Dustin,2.0,,,,,,,,,,,,,2017
1,0,1,0,11,Josh Harrison pops out to shallow right field to Brandon Drury.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,1,90.0,FA,-41,91,1,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,0,2,0,11,Josh Harrison pops out to shallow right field to Brandon Drury.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,2,90.0,FA,29,121,10,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,0,3,1,11,Josh Harrison pops out to shallow right field to Brandon Drury.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,3,90.0,FA,-105,-117,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,4,1,11,Josh Harrison pops out to shallow right field to Brandon Drury.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,4,85.0,SL,-94,-134,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,5,2,11,Josh Harrison pops out to shallow right field to Brandon Drury.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1,05,kF,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,5,89.0,FA,-100,-91,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,1,6,2,11,Josh Harrison pops out to shallow right field to Brandon Drury.,,True,False,False,False,False,False,False,False,T,20,PU,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1,05,oPO,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,6,84.0,SL,52,-52,9,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,1,1,1,11,Francisco Cervelli strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,1,05,kF,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,7,90.0,FA,-88,-17,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,1,2,2,11,Francisco Cervelli strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,1,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,8,91.0,FA,-76,8,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,3,2,11,Francisco Cervelli strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,1,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,9,77.0,CU,-141,-100,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,4,2,11,Francisco Cervelli strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,1,05,kF,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,10,92.0,FA,-147,-52,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,2,5,3,11,Francisco Cervelli strikes out swinging.,,True,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,1,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,11,84.0,SL,-70,-139,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,3,1,0,11,Andrew McCutchen lines out to right field to David Peralta.,,True,False,False,False,False,False,False,False,T,15,LD,Andrew,53a80099-966e-451c-a1e2-dccbb16f8dd8,McCutchen,Andrew,1,05,oLO,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,12,90.0,FA,11,-26,5,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,1,0,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,13,90.0,FA,-147,117,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,2,1,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,14,89.0,FA,-123,60,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,3,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,15,91.0,FA,-94,-34,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,4,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,16,85.0,SL,-23,-139,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,0,5,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,17,76.0,CU,-82,-160,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,0,6,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,18,77.0,CU,-76,-69,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,7,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,19,91.0,FA,35,-126,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,8,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,20,86.0,SL,-76,-21,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,9,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,21,92.0,FA,-29,-78,8,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,10,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,22,86.0,SL,-17,-147,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,1,11,2,11,"Grégory Polanco grounds out to shallow infield, Zack Greinke to Paul Goldschmidt.",,True,False,False,False,False,False,False,False,T,27,GB,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,2,05,oGO,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,23,91.0,FA,88,-17,6,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,1,1,1,11,John Jaso strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,John,ba0ec5b4-ddd9-4f8f-a3d8-2e0c0c84047a,Jaso,John,2,05,kKL,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,24,90.0,FA,64,-26,6,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,1,2,2,11,John Jaso strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,John,ba0ec5b4-ddd9-4f8f-a3d8-2e0c0c84047a,Jaso,John,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,25,90.0,FA,129,-47,11,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,1,3,2,11,John Jaso strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,John,ba0ec5b4-ddd9-4f8f-a3d8-2e0c0c84047a,Jaso,John,2,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,26,88.0,CH,23,-204,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,1,4,2,11,John Jaso strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,John,ba0ec5b4-ddd9-4f8f-a3d8-2e0c0c84047a,Jaso,John,2,05,bB,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,27,88.0,CH,182,-113,11,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,1,5,2,11,John Jaso strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,John,ba0ec5b4-ddd9-4f8f-a3d8-2e0c0c84047a,Jaso,John,2,05,kF,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,28,91.0,FA,-47,-69,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,2,6,3,11,John Jaso strikes out swinging.,,True,False,False,False,False,False,False,False,T,,,John,ba0ec5b4-ddd9-4f8f-a3d8-2e0c0c84047a,Jaso,John,2,05,kKS,Donald,L,ba554801-7322-487c-a998-74fd132712e8,Greinke,29,87.0,CH,82,-104,9,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,2,1,1,11,Jose Osuna called out on strikes.,,False,False,False,False,False,False,False,False,T,,,Jose,5992ae52-01e6-42e8-b958-9bfa1971cc3b,Osuna,Jose,2,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,30,84.0,SL,-5,-8,5,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
0,2,2,2,11,Jose Osuna called out on strikes.,,False,False,False,False,False,False,False,False,T,,,Jose,5992ae52-01e6-42e8-b958-9bfa1971cc3b,Osuna,Jose,2,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,31,83.0,SL,-58,-13,4,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,2,3,2,11,Jose Osuna called out on strikes.,,False,False,False,False,False,False,False,False,T,,,Jose,5992ae52-01e6-42e8-b958-9bfa1971cc3b,Osuna,Jose,2,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,32,85.0,SL,-152,-139,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,3,4,3,11,Jose Osuna called out on strikes.,,True,False,False,False,False,False,False,False,T,,,Jose,5992ae52-01e6-42e8-b958-9bfa1971cc3b,Osuna,Jose,2,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,33,91.0,FA,-100,-69,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,1,0,11,Jordy Mercer walks.,,False,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,34,73.0,CU,-64,-126,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,2,1,11,Jordy Mercer walks.,,False,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3,05,kKS,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,35,84.0,SL,-47,-60,7,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
1,0,3,2,11,Jordy Mercer walks.,,False,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3,05,kKL,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,36,92.0,FA,-117,-69,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
2,0,4,2,11,Jordy Mercer walks.,,False,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,37,85.0,SL,-111,-139,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
3,0,5,2,11,Jordy Mercer walks.,,False,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,38,92.0,FA,-29,-143,12,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,,,,,,,,,,,,,,,,,,,,,,,2017
4,0,6,2,11,Jordy Mercer walks.,,True,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3,05,bB,Donald,R,ba554801-7322-487c-a998-74fd132712e8,Greinke,39,85.0,SL,-123,-108,13,R,Zack,ba554801-7322-487c-a998-74fd132712e8,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,AD1,Jordy,0.0,,,,,,,,,,,,,2017
