Empty,count.balls,count.outs,count.pitch_count,count.strikes,day,description,errors,flags.is_ab_over,flags.is_bunt,flags.is_bunt_shown,flags.is_double_play,flags.is_hit,flags.is_passed_ball,flags.is_triple_play,flags.is_wild_pitch,half,hit_location,hit_type,hitter.first_name,hitter.id,hitter.last_name,hitter.preferred_name,inning,month,outcome_id,pitcher.first_name,pitcher.hitter_hand,pitcher.id,pitcher.last_name,pitcher.pitch_count,pitcher.pitch_speed,pitcher.pitch_type,pitcher.pitch_x,pitcher.pitch_y,pitcher.pitch_zone,pitcher.pitcher_hand,pitcher.preferred_name,pitcher_id,runner_1.description,runner_1.ending_base,runner_1.fielders,runner_1.first_name,runner_1.id,runner_1.jersey_number,runner_1.last_name,runner_1.out,runner_1.outcome_id,runner_1.preferred_name,runner_1.starting_base,runner_2.ending_base,runner_2.out,runner_2.outcome_id,runner_2.starting_base,runner_3.ending_base,runner_3.out,runner_3.outcome_id,runner_3.starting_base,runner_4.ending_base,runner_4.out,runner_4.outcome_id,runner_4.starting_base,weather.current_conditions.cloud_cover,weather.current_conditions.condition,weather.current_conditions.dew_point_f,weather.current_conditions.humidity,weather.current_conditions.obs_time,weather.current_conditions.temp_f,weather.current_conditions.wind.direction,weather.current_conditions.wind.speed_mph,year
,1.0,0.0,1.0,0.0,01,Adam Frazier walks.,,False,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,1.0,94.0,FA,129.0,-39.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,1.0,0.0,2.0,1.0,01,Adam Frazier walks.,,False,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,1.0,04,kF,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,2.0,95.0,FA,0.0,-78.0,8.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,0.0,3.0,1.0,01,Adam Frazier walks.,,False,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,3.0,94.0,FA,-111.0,-47.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,3.0,0.0,4.0,1.0,01,Adam Frazier walks.,,False,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,4.0,93.0,FA,52.0,-134.0,12.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,4.0,0.0,5.0,1.0,01,Adam Frazier walks.,,True,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,5.0,94.0,FA,170.0,82.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,26,Frazier,False,AD1,Adam,0.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,0.0,1.0,0.0,01,Josh Harrison lines out to left field to Mikie Mahtook.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1.0,04,bB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,6.0,95.0,FA,158.0,34.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,26,Frazier,False,,Adam,1.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,0.0,2.0,1.0,01,Josh Harrison lines out to left field to Mikie Mahtook.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1.0,04,kKL,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,7.0,94.0,FA,-41.0,26.0,4.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,26,Frazier,False,,Adam,1.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,1.0,3.0,1.0,01,Josh Harrison lines out to left field to Mikie Mahtook.,,True,False,False,False,False,False,False,False,T,11,LD,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,1.0,04,oLO,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,8.0,87.0,SL,-117.0,-17.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,26,Frazier,False,,Adam,1.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,1.0,1.0,0.0,01,Adam Frazier scores.,,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,9.0,93.0,FA,-111.0,113.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,26,Frazier,False,,Adam,1.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,2.0,2.0,0.0,01,Adam Frazier scores.,,True,False,False,False,True,False,False,False,T,10,LD,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,1.0,04,oDT3,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,10.0,93.0,FA,29.0,34.0,2.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,f772223f-2fbe-4191-aa67-6f495b4c7dd8,,,True,TO3,,0.0,4.0,False,ERN,1.0,,,,,,,,,,,,,,,,,2018
,1.0,2.0,1.0,0.0,01,"Josh Bell grounds out to second base, Dixon Machado to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,11.0,86.0,CH,-58.0,-139.0,12.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,2.0,2.0,0.0,01,"Josh Bell grounds out to second base, Dixon Machado to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,1.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,12.0,94.0,FA,-158.0,-60.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,3.0,3.0,0.0,01,"Josh Bell grounds out to second base, Dixon Machado to Miguel Cabrera.",,True,False,False,False,False,False,False,False,T,23,GB,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,1.0,04,oGO,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,13.0,86.0,CH,17.0,21.0,5.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,1.0,0.0,1.0,0.0,01,"Corey Dickerson grounds out to shortstop, José Iglesias to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,McKenzie,21e3d551-a8b8-4f6b-9d06-6832e527ddc1,Dickerson,Corey,2.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,14.0,94.0,FA,-100.0,117.0,10.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,0.0,2.0,0.0,01,"Corey Dickerson grounds out to shortstop, José Iglesias to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,McKenzie,21e3d551-a8b8-4f6b-9d06-6832e527ddc1,Dickerson,Corey,2.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,15.0,94.0,FA,135.0,-21.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,1.0,3.0,0.0,01,"Corey Dickerson grounds out to shortstop, José Iglesias to Miguel Cabrera.",,True,False,False,False,False,False,False,False,T,22,GB,McKenzie,21e3d551-a8b8-4f6b-9d06-6832e527ddc1,Dickerson,Corey,2.0,04,oGO,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,16.0,94.0,FA,94.0,47.0,3.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,0.0,1.0,1.0,1.0,01,"Starling Marte grounds out to shortstop, José Iglesias to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Starling,1c58cf18-0d61-479d-9438-0a4057f552ef,Marte,Starling,2.0,04,kKL,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,17.0,94.0,FA,-111.0,43.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,0.0,2.0,2.0,1.0,01,"Starling Marte grounds out to shortstop, José Iglesias to Miguel Cabrera.",,True,False,False,False,False,False,False,False,T,22,GB,Starling,1c58cf18-0d61-479d-9438-0a4057f552ef,Marte,Starling,2.0,04,oGO,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,18.0,94.0,FA,-88.0,-43.0,7.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,1.0,2.0,1.0,0.0,01,"Francisco Cervelli grounds out to third base, Jeimer Candelario to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,2.0,04,bB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,19.0,87.0,CH,-158.0,-117.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,2.0,2.0,0.0,01,"Francisco Cervelli grounds out to third base, Jeimer Candelario to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,2.0,04,bB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,20.0,86.0,SL,-200.0,-134.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,2.0,3.0,1.0,01,"Francisco Cervelli grounds out to third base, Jeimer Candelario to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,2.0,04,kF,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,21.0,93.0,FA,64.0,-17.0,6.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,2.0,4.0,2.0,01,"Francisco Cervelli grounds out to third base, Jeimer Candelario to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,2.0,04,kKL,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,22.0,87.0,SL,-123.0,-82.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,3.0,2.0,5.0,2.0,01,"Francisco Cervelli grounds out to third base, Jeimer Candelario to Miguel Cabrera.",,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,2.0,04,bB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,23.0,96.0,FA,-141.0,-95.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,3.0,3.0,6.0,2.0,01,"Francisco Cervelli grounds out to third base, Jeimer Candelario to Miguel Cabrera.",,True,False,False,False,False,False,False,False,T,21,GB,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,2.0,04,oGO,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,24.0,87.0,SL,-135.0,-17.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,0.0,0.0,1.0,0.0,01,Colin Moran doubles to deep left field.,,True,False,False,False,True,False,False,False,T,6,FB,Colin,febfa90b-51c5-4313-a4b4-a1bc40734be1,Moran,Colin,3.0,04,aD,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,25.0,93.0,FA,88.0,95.0,3.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,2.0,,Colin,febfa90b-51c5-4313-a4b4-a1bc40734be1,19,Moran,False,AD2,Colin,0.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,0.0,1.0,0.0,01,Jordy Mercer hit by pitch.,,True,False,False,False,False,False,False,False,T,,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,Mercer,Jordy,3.0,04,aHBP,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,26.0,93.0,FA,200.0,130.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,AD1,Jordy,0.0,2.0,False,,2.0,,,,,,,,,,,,,,,,,2018
,0.0,0.0,1.0,1.0,01,Adam Frazier called out on strikes.,,False,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,3.0,04,kKL,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,27.0,93.0,FA,-35.0,-30.0,5.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,,Jordy,1.0,2.0,False,,2.0,,,,,,,,,,,,,,,,,2018
,0.0,0.0,2.0,2.0,01,Adam Frazier called out on strikes.,,False,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,3.0,04,kF,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,28.0,87.0,CH,111.0,-121.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,,Jordy,1.0,2.0,False,,2.0,,,,,,,,,,,,,,,,,2018
,0.0,1.0,3.0,3.0,01,Adam Frazier called out on strikes.,,True,False,False,False,False,False,False,False,T,,,Adam,cb07e138-22b7-4a0a-a294-5b9d89475e1d,Frazier,Adam,3.0,04,kKL,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,29.0,93.0,FA,-94.0,26.0,4.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,,Jordy,1.0,2.0,False,,2.0,,,,,,,,,,,,,,,,,2018
,1.0,1.0,1.0,0.0,01,Josh Harrison grounds out to third base. Colin Moran out at third.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,3.0,04,bB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,30.0,93.0,FA,-141.0,-113.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,,Jordy,1.0,2.0,False,,2.0,,,,,,,,,,,,,,,,,2018
,1.0,1.0,2.0,1.0,01,Josh Harrison grounds out to third base. Colin Moran out at third.,,False,False,False,False,False,False,False,False,T,,,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,3.0,04,kKS,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,31.0,87.0,CH,-17.0,-47.0,8.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,,Jordy,1.0,2.0,False,,2.0,,,,,,,,,,,,,,,,,2018
,1.0,3.0,3.0,1.0,01,Josh Harrison grounds out to third base. Colin Moran out at third.,,True,False,False,True,False,False,False,False,T,21,GB,Joshua,0e762dec-639f-497f-a65b-af0eaa8be39f,Harrison,Josh,3.0,04,oGO,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,32.0,93.0,FA,23.0,91.0,2.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,1.0,,Jordy,f7e89c0d-5a15-4085-9a46-18aaaa5955da,10,Mercer,False,,Jordy,1.0,0.0,True,FO3,2.0,,,,,,,,,,,,,,,,,2018
,1.0,0.0,1.0,0.0,01,Grégory Polanco strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,4.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,33.0,86.0,CH,170.0,34.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,0.0,2.0,0.0,01,Grégory Polanco strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,4.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,34.0,86.0,CH,170.0,30.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,0.0,3.0,1.0,01,Grégory Polanco strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,4.0,04,kKL,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,35.0,86.0,SL,23.0,-39.0,8.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,0.0,4.0,2.0,01,Grégory Polanco strikes out swinging.,,False,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,4.0,04,kF,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,36.0,96.0,FA,147.0,21.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,1.0,5.0,3.0,01,Grégory Polanco strikes out swinging.,,True,False,False,False,False,False,False,False,T,,,Grégory,f772223f-2fbe-4191-aa67-6f495b4c7dd8,Polanco,Grégory,4.0,04,kKS,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,37.0,85.0,SL,-152.0,-65.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,0.0,1.0,1.0,1.0,01,Josh Bell doubles to deep right center field.,,False,False,False,False,False,False,False,False,T,,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,4.0,04,kKS,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,38.0,86.0,SL,-94.0,-69.0,7.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,1.0,1.0,2.0,1.0,01,Josh Bell doubles to deep right center field.,,False,False,False,False,False,False,False,False,T,,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,4.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,39.0,95.0,FA,-17.0,139.0,10.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,2.0,1.0,3.0,1.0,01,Josh Bell doubles to deep right center field.,,False,False,False,False,False,False,False,False,T,,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,4.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,40.0,89.0,CH,141.0,-26.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,3.0,1.0,4.0,1.0,01,Josh Bell doubles to deep right center field.,,False,False,False,False,False,False,False,False,T,,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,4.0,04,bB,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,41.0,95.0,FA,-135.0,-43.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,3.0,1.0,5.0,1.0,01,Josh Bell doubles to deep right center field.,,True,False,False,False,True,False,False,False,T,9,FB,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,Bell,Josh,4.0,04,aD,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,42.0,93.0,FA,-11.0,-34.0,5.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,2.0,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,55,Bell,False,AD2,Josh,0.0,,,,,,,,,,,,,,,,,,,,,2018
,0.0,1.0,1.0,1.0,01,Corey Dickerson lines out to third base to Jeimer Candelario.,,False,False,False,False,False,False,False,False,T,,,McKenzie,21e3d551-a8b8-4f6b-9d06-6832e527ddc1,Dickerson,Corey,4.0,04,kF,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,43.0,94.0,FA,-123.0,-8.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,2.0,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,55,Bell,False,,Josh,2.0,,,,,,,,,,,,,,,,,,,,,2018
,0.0,2.0,2.0,1.0,01,Corey Dickerson lines out to third base to Jeimer Candelario.,,True,False,False,False,False,False,False,False,T,21,LD,McKenzie,21e3d551-a8b8-4f6b-9d06-6832e527ddc1,Dickerson,Corey,4.0,04,oLO,Michael,L,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,44.0,93.0,FA,105.0,8.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,2.0,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,55,Bell,False,,Josh,2.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,2.0,1.0,0.0,01,nan,,False,False,False,False,False,False,False,False,T,,,Starling,1c58cf18-0d61-479d-9438-0a4057f552ef,Marte,Starling,4.0,04,bDB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,45.0,85.0,SL,-123.0,-152.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,2.0,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,55,Bell,False,,Josh,2.0,,,,,,,,,,,,,,,,,,,,,2018
,1.0,2.0,2.0,1.0,01,nan,,False,False,False,False,False,False,False,False,T,,,Starling,1c58cf18-0d61-479d-9438-0a4057f552ef,Marte,Starling,4.0,04,kF,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,46.0,93.0,FA,82.0,52.0,3.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,2.0,,Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,55,Bell,False,,Josh,2.0,,,,,,,,,,,,,,,,,,,,,2018
,2.0,3.0,3.0,1.0,01,nan,,False,False,False,False,False,False,False,False,T,,,Starling,1c58cf18-0d61-479d-9438-0a4057f552ef,Marte,Starling,4.0,04,bDB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,47.0,86.0,SL,-182.0,-173.0,13.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,Josh Bell out at third.,0.0,"[{'sequence': 1, 'type': 'putout', 'preferred_name': 'Jeimer', 'first_name': 'Jeimer', 'last_name': 'Candelario', 'jersey_number': '46', 'id': 'e295bee0-2f17-42ec-8950-cda202aa9c72'}, {'sequence': 1, 'type': 'assist', 'preferred_name': 'John', 'first_name': 'John', 'last_name': 'Hicks', 'jersey_number': '55', 'id': '93c27119-d245-4d33-800b-9683945f4abe'}]",Joshua,49edaec4-ea7c-455b-ac2c-92961b4261f0,55,Bell,True,TO3,Josh,2.0,,,,,,,,,,,,,,,,,,,,,2018
,0.0,1.0,1.0,0.0,01,"Starling Marte grounds out to shallow infield, Michael Fulmer to Miguel Cabrera.",,True,True,False,False,False,False,False,False,T,30,GB,Starling,1c58cf18-0d61-479d-9438-0a4057f552ef,Marte,Starling,5.0,04,oGO,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,48.0,85.0,CH,129.0,86.0,11.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,1.0,1.0,1.0,0.0,01,Francisco Cervelli flies out to right field to Nick Castellanos.,,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,5.0,04,bB,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,49.0,94.0,FA,88.0,121.0,10.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
,1.0,1.0,2.0,1.0,01,Francisco Cervelli flies out to right field to Nick Castellanos.,,False,False,False,False,False,False,False,False,T,,,Francisco,6f3086f7-2619-41f6-9435-767cc9db83cf,Cervelli,Francisco,5.0,04,kKL,Michael,R,ec504c95-8a64-46ad-91ae-850c6e7350db,Fulmer,50.0,86.0,SL,-41.0,52.0,1.0,R,Michael,ec504c95-8a64-46ad-91ae-850c6e7350db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
